REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HGSerous_429_IP.nodup.bam	HGSerous_429_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
14_Peak_5694_lociStitched	chr6	44009004	44052594	14	20724	37618.17	5544.648	305		C6orf223,TMEM63B,MRPL14	C6orf223	305	1	ENSG00000181577	C6orf223	1.83756425804295	1
8_Peak_1849_lociStitched	chr4	124317448	124341511	8	17738	33815.7339	1799.9124	306	SPRY1		SPRY1	306	1	ENSG00000164056	SPRY1	48.2287019149941	1
10_Peak_21531_lociStitched	chr7	1066928	1122342	10	17767	37321.329	5330.8268	307	C7orf50,GPR146	GPER,CYP2W1,MIR339	GPR146	307	1	ENSG00000164849	GPR146	3.25551223857318	1
12_Peak_47042_lociStitched	chr11	57042972	57094858	12	18523	37446.1262	5484.3502	308	SSRP1,TNKS1BP1	P2RX3,APLNR	TNKS1BP1	308	1	ENSG00000149115	TNKS1BP1	92.6765037291603	1
10_Peak_85762_lociStitched	chr1	145427169	145457377	10	16918	35008.0512	3165.7984	309	TXNIP,POLR3GL	LIX1L,HFE2,ANKRD34A	TXNIP	309	1	ENSG00000265972	TXNIP	166.258870328118	1
23_Peak_32149_lociStitched	chr16	85006475	85064184	23	24342	36564.4224	4749.4507	310	KIAA0513,ZDHHC7		ZDHHC7	310	1	ENSG00000153786	ZDHHC7	35.395397452777	1
3_Peak_75741_lociStitched	chr2	157188072	157199971	3	6874	33133.9554	1465.9568	311	NR4A2		NR4A2	311	1	ENSG00000153234	NR4A2	10.4570831503992	1
13_Peak_23794_lociStitched	chr2	75043485	75103552	13	20455	37974.3574	6379.1154	312	HK2		HK2	312	1	ENSG00000159399	HK2	24.5186644589887	1
7_Peak_6887_lociStitched	chr19	13880791	13914492	7	14890	34786.1722	3194.8548	313	MRI1,C19orf53,ZSWIM4	CCDC130,MRI1,MIR27A,MIR24-2,MIR23A,LOC284454	ZSWIM4	313	1	ENSG00000104979	C19orf53	45.2415080616245	1
14_Peak_15204_lociStitched	chr19	45220313	45279741	14	25666	35959.8828	4385.7864	314	BCL3	CEACAM16,CBLC,CEACAM19,BCAM	BCL3	314	1	ENSG00000069399	BCL3	15.6007350409478	1
11_Peak_41509_lociStitched	chr12	50325321	50361333	11	19191	35302.5636	3849.6828	315	AQP2,AQP5	FAIM2,LOC283332,AQP6	AQP2	315	1	ENSG00000161798	AQP5	11.8259447513724	1
2_Peak_213_lociStitched	chr1	59238836	59252107	2	8161	32848.3792	1445.2119	316	LOC100131060,JUN	LOC100131060	JUN	316	1	ENSG00000177606	JUN	119.789622160377	1
Peak_200	chr15	93443020	93454293	1	11274	32486.5314	1164.5009	317	CHD2,MIR3175	LOC100507217	MIR3175	317	1	ENSG00000173575	CHD2	247.649195969917	2
8_Peak_94341_lociStitched	chr9	124032953	124068624	8	18252	35324.9913	4012.9875	318	GSN	GSN	GSN	318	1	ENSG00000148180	GSN	98.1535919956866	1
3_Peak_17644_lociStitched	chr12	89739187	89749748	3	9744	32452.8969	1187.0564	319	DUSP6	DUSP6	DUSP6	319	1	ENSG00000139318	DUSP6	59.8028176569667	1
25_Peak_24839_lociStitched	chr15	58754335	58821551	25	29146	38252.6256	7057.68	320	LIPC		LIPC	320	1	ENSG00000166035	LIPC	0.765177544145568	1
30_Peak_15775_lociStitched	chr19	57447747	57515442	30	29297	36203.286	5016.1995	321			MIMT1	321	1	ENSG00000083845	RPS5	233.064809869843	3
30_Peak_66970_lociStitched	chr9	130575898	130637481	30	29145	37140.7073	6065.9255	322	ENG,AK1,FPGS	CDK9,MIR2861,SH2D3C,ENG,ST6GALNAC4,ST6GALNAC6	ENG	322	1	ENSG00000106991	ENG	35.2431774744694	1
12_Peak_36358_lociStitched	chr6	108877699	108914110	12	16788	34648.7076	3644.7411	323	FOXO3		FOXO3	323	1	ENSG00000118689	FOXO3	76.1282588929363	1
15_Peak_35803_lociStitched	chr22	30589763	30650651	15	26759	35966.5416	5004.9936	324	LIF	OSM,GATSL3	LIF	324	1	ENSG00000128342	LIF	18.2292297281738	1
11_Peak_43341_lociStitched	chr2	191041962	191063241	11	16578	33584.6457	2666.2587	325	C2orf88		C2orf88	325	1	ENSG00000187699	C2orf88	15.701674543839	1
9_Peak_38034_lociStitched	chr1	36808703	36855424	9	14719	35825.6628	4938.4097	326	STK40	C1orf113,LSM10,FAM176B	STK40	326	1	ENSG00000196182	STK40	19.8481230029139	1
10_Peak_37978_lociStitched	chr6	2838608	2869496	10	14482	34551.3168	3678.7608	327	MGC39372,SERPINB1	SERPINB9	SERPINB1	327	1	ENSG00000021355	SERPINB1	60.6338622594594	1
14_Peak_4835_lociStitched	chr14	50406564	50471256	14	21762	37560.1752	6715.0296	328	C14orf182	ARF6	C14orf182	328	1	ENSG00000214900	LINC01588	2.85427200763036	2
6_Peak_57419_lociStitched	chr1	109783275	109821037	6	13609	34393.6296	3644.033	329	CELSR2	SARS,PSRC1,MYBPHL	CELSR2	329	1	ENSG00000143126	CELSR2	30.9707510993075	1
Peak_714	chr12	52536891	52547312	1	10422	31826.7761	1105.6681	330		KRT80	KRT80	330	1	ENSG00000167767	KRT80	4.93008590400794	1
5_Peak_83023_lociStitched	chr6	26119242	26129742	5	7338	32104.8	1466.85	331	HIST1H2AC,HIST1H2BC	HIST1H2BD,HFE,HIST1H1T,HIST1H1E,HIST1H4C	HIST1H2AC	331	1	ENSG00000180573	HIST1H2AC	24.1467428283456	1
22_Peak_40408_lociStitched	chr22	25506485	25573074	22	28667	36264.3694	5719.9951	332	KIAA1671	CRYBB3,CRYBB2	CRYBB3	332	1	ENSG00000100053	CRYBB3	0.589677129027168	1
8_Peak_6521_lociStitched	chr8	142126621	142149176	8	13403	34730.189	4231.318	333	DENND3		DENND3	333	1	ENSG00000105339	DENND3	26.3761200511355	1
13_Peak_20824_lociStitched	chr21	36215906	36263919	13	18654	34122.8391	3629.7828	334	RUNX1		RUNX1	334	1	ENSG00000159216	RUNX1	33.5896582013772	1
2_Peak_397_lociStitched	chr3	187455224	187468673	2	11017	31442.4171	950.8443	335	BCL6	RTP2,BCL6,LOC100131635	BCL6	335	1	ENSG00000113916	BCL6	31.4646162650405	1
17_Peak_37679_lociStitched	chr2	42216790	42288720	17	20960	38950.095	8494.933	336	PKDCC		PKDCC	336	1	ENSG00000162878	PKDCC	28.139924124008	1
10_Peak_75164_lociStitched	chr7	1486244	1515203	10	15716	33488.1876	3037.7991	337	INTS1,MICALL2		MICALL2	337	1	ENSG00000164877	MICALL2	25.8583814855323	1
3_Peak_40177_lociStitched	chr19	11186199	11207560	3	12811	32440.9507	2061.3365	338	LDLR	LDLR	LDLR	338	1	ENSG00000130164	LDLR	49.1514046004094	1
6_Peak_15985_lociStitched	chr2	47561387	47599930	6	15156	34919.958	4621.3057	339	EPCAM	MIR559,MSH2	EPCAM	339	1	ENSG00000119888	EPCAM	194.937632734336	1
9_Peak_22658_lociStitched	chr11	75264868	75295834	9	13741	33787.0026	3499.158	340	SERPINH1	GDPD5	SERPINH1	340	1	ENSG00000149257	SERPINH1	75.3493558443953	1
9_Peak_25406_lociStitched	chr19	35795823	35829178	9	18785	33865.3315	3582.327	341	MAG,CD22	HAMP,USF2,FFAR1,FFAR3	CD22	341	1	ENSG00000012124	CD22	8.34776173243699	1
20_Peak_31531_lociStitched	chr3	57037701	57104979	20	23565	37009.6278	6768.1668	342	SPATA12,ARHGEF3		SPATA12	342	1	ENSG00000186451	SPATA12	2.18957684785233	1
15_Peak_51336_lociStitched	chr1	17512361	17564147	15	19669	37047.7044	6840.9306	343	PADI1	PADI3	PADI1	343	1	ENSG00000142623	PADI1	0.630099142949647	1
24_Peak_18005_lociStitched	chr7	94021038	94056562	24	26599	34053.3064	3936.0592	344	COL1A2		COL1A2	344	1	ENSG00000164692	COL1A2	480.965938311517	1
6_Peak_15670_lociStitched	chr2	30440121	30461051	6	11658	33006.61	2896.712	345	LBH		LBH	345	1	ENSG00000213626	LBH	32.1602394061088	1
32_Peak_19409_lociStitched	chr2	218660835	218745958	32	25700	41557.0486	11457.5558	346	TNS1	DIRC3	DIRC3	346	1	ENSG00000231672	DIRC3	0.973471324516036	1
7_Peak_69310_lociStitched	chr1	37936346	37963821	7	12589	33027.6975	2934.33	347	ZC3H12A,MEAF6		ZC3H12A	347	1	ENSG00000163874	ZC3H12A	17.9358610406355	1
8_Peak_8400_lociStitched	chr10	135060719	135094454	8	19655	33539.337	3511.8135	348	MIR202,TUBGCP2,ADAM8	UTF1,ZNF511,VENTX	ADAM8	348	1	ENSG00000151651	ADAM8	10.8088005534855	1
4_Peak_64388_lociStitched	chr2	66795930	66811621	4	11631	31512.2353	1506.336	349	MEIS1		MEIS1	349	1	ENSG00000143995	MEIS1	60.6970443984811	1
14_Peak_52462_lociStitched	chr10	3783851	3827472	14	12805	34534.7457	4649.9986	350	KLF6	KLF6	KLF6	350	1	ENSG00000067082	KLF6	220.962320472183	1
14_Peak_20851_lociStitched	chr3	120135620	120170752	14	21717	33677.5352	3843.4408	351	FSTL1	MIR198	FSTL1	351	1	ENSG00000163430	FSTL1	58.3347022609716	1
13_Peak_94249_lociStitched	chr19	10841473	10891550	13	23977	35124.0078	5318.1774	352	DNM2	DNM2,MIR199A1,QTRT1,MIR638	MIR638	352	1	ENSG00000079805	DNM2	107.953034406902	2
15_Peak_45851_lociStitched	chr19	44239928	44289598	15	22085	33636.524	3859.359	353	C19orf61,KCNN4	ZNF283,LYPD5,IRGC	C19orf61	353	1	ENSG00000104783	KCNN4	6.93160834108338	1
6_Peak_22070_lociStitched	chr3	39166674	39196441	6	16618	32958.0224	3238.6496	354	TTC21A,CSRNP1	GORASP1,XIRP1,TTC21A	CSRNP1	354	1	ENSG00000144655	CSRNP1	27.4618209802221	1
23_Peak_23444_lociStitched	chr22	46768489	46867870	23	25915	37337.4417	7642.3989	355	CELSR1	TRMU	TRMU	355	1	ENSG00000100416	TRMU	22.0618720848302	1
29_Peak_61124_lociStitched	chr21	47391015	47487893	29	23790	39322.7802	9658.7366	356	COL6A1	COL6A2	COL6A1	356	1	ENSG00000142156	COL6A1	163.238473147939	1
7_Peak_70579_lociStitched	chr5	133838527	133866508	7	14118	32407.5942	2778.5133	357	PHF15		PHF15	357	1	ENSG00000251169	LINC01843	0.111349572406507	1
Peak_139	chr1	1352396	1358229	1	5834	30265.1038	688.8773	358	LOC441869	AURKAIP1,TMEM88B,MRPL20,VWA1,ATAD3B,ATAD3C,LOC148413,CCNL2	LOC441869	358	1	ENSG00000235098	ANKRD65	2.38506448767175	1
10_Peak_30494_lociStitched	chr4	3452894	3487964	10	13727	32972.814	3535.056	359	DOK7	DOK7,LRPAP1,HGFAC	DOK7	359	1	ENSG00000175920	DOK7	2.78257523561704	1
15_Peak_38676_lociStitched	chr10	72975810	73032467	15	27093	35314.3081	5937.6536	360	UNC5B	SLC29A3	UNC5B	360	1	ENSG00000107731	UNC5B	16.1985629787706	1
2_Peak_55027_lociStitched	chr8	48643991	48652278	2	6675	30189.541	819.5843	361	KIAA0146,CEBPD		CEBPD	361	1	ENSG00000221869	CEBPD	21.2120935434396	1
11_Peak_52721_lociStitched	chr12	53738228	53782815	11	15989	33382.2869	4044.0409	362	SP1	SP7,PFDN5,AAAS,AMHR2,C12orf10	SP1	362	1	ENSG00000185591	SP1	97.5918892669996	1
26_Peak_49064_lociStitched	chr12	27674256	27736681	26	22500	35594.735	6398.5625	363	PPFIBP1	PPFIBP1	PPFIBP1	363	1	ENSG00000110841	PPFIBP1	127.309876224617	1
9_Peak_15082_lociStitched	chr6	10510056	10535672	9	16974	32224.928	3068.7968	364	GCNT2	GCNT2	GCNT2	364	1	ENSG00000111846	GCNT2	17.9430326403981	1
6_Peak_56071_lociStitched	chr19	768058	803317	6	12916	32529.9534	3406.0194	365	PTBP1	LPPR3,ELANE,AZU1,PRTN3,C19orf21,MIR3187,PTBP1	PTBP1	365	1	ENSG00000011304	PTBP1	133.168166126492	1
5_Peak_23373_lociStitched	chr19	17346073	17372215	5	11125	31362.5574	2313.567	366	USHBP1,NR2F6	DDA1,ANKLE1,USE1,C19orf62,MRPL34,ABHD8,OCEL1	NR2F6	366	1	ENSG00000160113	NR2F6	30.7504893806874	1
Peak_1022	chr11	825552	835725	1	10174	29988.9867	969.4869	367	CD151,PNPLA2,EFCAB4A	SNORA52,POLR2L,LRDD,CD151,RPLP2,TSPAN4,SLC25A22,CEND1,PDDC1	CD151	367	1	ENSG00000177697	CD151	108.81622836707	1
28_Peak_28028_lociStitched	chr2	3618634	3682968	28	24981	36799.048	7823.0144	368	RPS7,COLEC11	ALLC,RNASEH1	COLEC11	368	1	ENSG00000171863	RPS7	427.18429560232	1
9_Peak_9506_lociStitched	chr11	73661880	73695403	9	17816	32762.0279	3865.2019	369	UCP2,DNAJB13	UCP3	UCP2	369	1	ENSG00000175567	UCP2	89.4215700369375	1
22_Peak_64077_lociStitched	chr18	72915845	72966003	22	23022	32938.7586	4047.7506	370	ZADH2,TSHZ1		TSHZ1	370	1	ENSG00000179981	TSHZ1	47.0451943417492	1
9_Peak_49078_lociStitched	chr10	81946670	81968428	9	16141	31140.0496	2288.9416	371	ANXA11	ANXA11	ANXA11	371	1	ENSG00000122359	ANXA11	189.687744666363	1
12_Peak_22433_lociStitched	chr6	37093589	37141077	12	11570	34808.704	6007.232	372	PIM1		PIM1	372	1	ENSG00000137193	PIM1	25.959359294396	1
7_Peak_42555_lociStitched	chr16	10956699	10977893	7	14720	30837.27	2187.2208	373	CIITA	FAM18A	CIITA	373	1	ENSG00000179583	CIITA	30.3881213787418	1
13_Peak_27999_lociStitched	chr8	119079722	119125909	13	15568	37055.8301	8410.6527	374	EXT1		EXT1	374	1	ENSG00000182197	EXT1	52.9745590723957	1
34_Peak_14448_lociStitched	chr2	69364952	69467372	34	28107	39902.832	11266.2	375	ANTXR1	MIR3126	MIR3126	375	1	ENSG00000169604	ANTXR1	29.3521184090711	2
Peak_7263	chr7	130577335	130591145	1	13811	30340.57	1723.488	376	LOC646329	MIR29A,MIR29B1	LOC646329	376	1	ENSG00000226380		14.9589215381309	2
6_Peak_91795_lociStitched	chr3	48442982	48477532	6	13566	32394.08	3835.05	377	PLXNB1,CCDC51	CCDC72,ATRIP,FBXW12,TREX1	PLXNB1	377	1	ENSG00000164050	PLXNB1	191.249375592619	1
7_Peak_13968_lociStitched	chr1	9291250	9313263	7	12688	31069.1482	2630.5535	378	H6PD	SPSB1	H6PD	378	1	ENSG00000049239	H6PD	66.6994554258201	1
8_Peak_4661_lociStitched	chr12	26422649	26452608	8	21909	31456.95	3070.7975	379			SSPN	379	1	ENSG00000123096	SSPN	25.9248519770314	1
8_Peak_69_lociStitched	chr2	201980248	201998006	8	10010	30538.4326	2264.145	380	CFLAR	CASP10,FAM126B,NDUFB3	CFLAR	380	1	ENSG00000003402	CFLAR	169.444852423572	1
10_Peak_32921_lociStitched	chr6	31147769	31184687	10	11074	32620.7448	4348.9404	381	HCG27	POU5F1,CCHCR1,PSORS1C2,PSORS1C3,TCF19	HCG27	381	1	ENSG00000206344	HCG27	2.05996708952038	1
5_Peak_1150_lociStitched	chr8	141501126	141523277	5	10327	31574.0354	3322.65	382	CHRAC1	TRAPPC9	CHRAC1	382	1	ENSG00000104472	CHRAC1	24.5738665750362	1
17_Peak_86380_lociStitched	chr12	11858593	11920702	17	22975	34749.9855	6577.3431	383	ETV6		ETV6	383	1	ENSG00000139083	ETV6	57.9744756959674	1
Peak_267	chr19	1256955	1267595	1	10641	29190.84	1025.696	384	C19orf23,MIDN	CIRBP,ATP5D,C19orf26,EFNA2,C19orf24	CIRBP	384	1	ENSG00000099622	CIRBP	158.019740016491	1
Peak_99	chr2	70311494	70318049	1	6556	28788.9045	624.036	385	LOC400960,PCBP1	LOC100133985	PCBP1	385	1	ENSG00000169564	PCBP1	130.418222051345	1
28_Peak_41844_lociStitched	chr1	116191299	116272955	28	30214	37030.996	8900.504	386	VANGL1,CASQ2	VANGL1	VANGL1	386	1	ENSG00000173218	VANGL1	17.4616418835064	1
10_Peak_51634_lociStitched	chr1	204041344	204078369	10	18553	31948.8725	3854.3025	387	SOX13	C1orf157,ETNK2	SOX13	387	1	ENSG00000143842	SOX13	30.3350741166416	1
3_Peak_11533_lociStitched	chr16	786968	813881	3	9413	31019.9238	2933.517	388	MSLN,NARFL	WDR24,HAGHL,PRR25,METRN,FAM173A,MIR662,FBXL16,CCDC78,GNG13,MSLNL,CHTF18,RPUSD1	NARFL	388	1	ENSG00000102854	MSLN	62.0921140020571	2
6_Peak_1481_lociStitched	chr1	225997340	226022687	6	12584	30591.2943	2595.5328	389	EPHX1	TMEM63A,SRP9	EPHX1	389	1	ENSG00000143819	EPHX1	46.3997996836842	1
Peak_71	chr6	30707971	30713348	1	5378	28693.8228	717.2918	390	FLOT1,IER3	TUBB,NRM,MDC1	FLOT1	390	1	ENSG00000137312	FLOT1	104.410640263668	1
2_Peak_83791_lociStitched	chr8	144901268	144908634	2	7122	29365.2956	1447.419	391	PUF60	PUF60,MIR937,NRBP2,EPPK1,SCRIB	PUF60	391	1	ENSG00000179950	PUF60	58.9366031224476	1
23_Peak_33541_lociStitched	chr3	127408412	127481664	23	27271	35776.2768	7859.9396	392	MGLL	ABTB1	ABTB1	392	1	ENSG00000114626	ABTB1	23.4659435527848	1
5_Peak_42911_lociStitched	chr6	12007430	12031823	5	9719	30876.6594	3000.339	393	HIVEP1		HIVEP1	393	1	ENSG00000095951	HIVEP1	26.8743772738781	1
20_Peak_30415_lociStitched	chr1	223892321	223960750	20	19718	35323.0498	7451.9181	394	CAPN2	CAPN8	CAPN2	394	1	ENSG00000162909	CAPN2	126.832160215922	1
14_Peak_27927_lociStitched	chr15	74486190	74544192	14	22097	34192.179	6391.8204	395	STRA6,CCDC33	ISLR,STRA6	STRA6	395	1	ENSG00000137868	STRA6	7.20248493311756	1
7_Peak_90353_lociStitched	chr9	98248789	98274769	7	9860	30316.062	2527.854	396	PTCH1	PTCH1	PTCH1	396	1	ENSG00000185920	PTCH1	18.2728751455398	1
25_Peak_41815_lociStitched	chr11	126261407	126310512	25	25719	32954.3655	5175.667	397	KIRREL3,ST3GAL4	FLJ39051	ST3GAL4	397	1	ENSG00000110080	ST3GAL4	12.4711521095288	1
20_Peak_49187_lociStitched	chr12	6162425	6242171	20	22788	35758.1064	7998.5238	398	VWF		VWF	398	1	ENSG00000110799	VWF	30.7046445910943	1
14_Peak_10503_lociStitched	chr10	24738307	24795889	14	21821	33662.4372	5994.2862	399	KIAA1217		MIR603	399	1	ENSG00000120549	KIAA1217	100.260360109459	2
7_Peak_6861_lociStitched	chr1	21933955	21968124	7	16115	31011.7844	3369.0634	400	RAP1GAP		RAP1GAP	400	1	ENSG00000076864	RAP1GAP	12.3328615938756	1
7_Peak_73543_lociStitched	chr1	154969759	154995731	7	11557	30343.0876	2721.8656	401	DCST2,ZBTB7B	ADAM15,PYGO2,EFNA4,MIR4258,FLAD1,PBXIP1,DCST1,SHC1,CKS1B,LENEP	ZBTB7B	401	1	ENSG00000160685	ZBTB7B	28.5348781998763	1
Peak_649	chr1	153596434	153604541	1	8108	28422.3313	856.9099	402	S100A13,S100A1	NPR1,S100A14,ILF2,SNAPIN,S100A16,C1orf77	S100A13	402	1	ENSG00000189171	S100A13	59.5272345048074	1
14_Peak_44475_lociStitched	chr1	9935159	9988073	14	16920	34023.702	6519.0048	403	CTNNBIP1	CTNNBIP1,NMNAT1,LZIC	CTNNBIP1	403	1	ENSG00000178585	CTNNBIP1	14.7144109063566	1
8_Peak_880_lociStitched	chr3	183872595	183895588	8	10599	30254.1894	2821.2411	404	AP2M1,DVL3	EIF2B5,ABCF3,AP2M1	AP2M1	404	1	ENSG00000161203	AP2M1	108.894207445025	1
11_Peak_32382_lociStitched	chr2	238383013	238422457	11	16151	31357.98	3940.4556	405	MLPH		MLPH	405	1	ENSG00000115648	MLPH	32.7676030669396	1
3_Peak_13089_lociStitched	chr1	59036935	59059445	3	13015	29596.148	2194.725	406	TACSTD2	OMA1	TACSTD2	406	1	ENSG00000184292	TACSTD2	94.8526121825312	1
24_Peak_21869_lociStitched	chr14	52779427	52838145	24	20294	33240.2598	5842.441	407	PTGER2	PTGDR	PTGER2	407	1	ENSG00000125384	PTGER2	1.76441677568531	1
5_Peak_8937_lociStitched	chr10	102801878	102827783	5	13075	29933.2275	2556.8235	408	KAZALD1	LZTS2,PDZD7,SFXN3	KAZALD1	408	1	ENSG00000107821	KAZALD1	3.79009889537802	1
21_Peak_1299_lociStitched	chr2	102719728	102783141	21	21379	33754.7399	6436.4195	409	IL1R1	IL1RL2	IL1R1	409	1	ENSG00000115594	IL1R1	37.3569620783029	1
4_Peak_18255_lociStitched	chr6	34191092	34212948	4	6707	29680.448	2434.7584	410	HMGA1	C6orf1,HMGA1	HMGA1	410	1	ENSG00000137309	HMGA1	64.3707913336229	1
15_Peak_76138_lociStitched	chr15	74214574	74257817	15	16069	31921.9826	4713.487	411	LOXL1	PML,TBC1D21,STOML1	LOXL1	411	1	ENSG00000129038	LOXL1	10.2648435364703	1
6_Peak_2252_lociStitched	chr9	139775769	139799955	6	13890	29596.4082	2396.8326	412	TRAF2	C8G,C9orf172,FBXW5,PHPT1,MAMDC4,LCN12,EDF1	TRAF2	412	1	ENSG00000127191	TRAF2	15.820684587148	1
12_Peak_125411_lociStitched	chr12	50260530	50305041	12	19743	31714.0875	4566.8286	413	FAIM2,LOC283332	NCKAP5L,BCDIN3D,LOC100286844,AQP2	FAIM2	413	1	ENSG00000135472	FAIM2	1.64948037789035	1
12_Peak_56942_lociStitched	chr20	52351469	52404344	12	22073	32401.8	5271.6375	414			SUMO1P1	414	1	ENSG00000171940	ZNF217	50.7263595660835	3
12_Peak_34901_lociStitched	chr1	68177428	68226064	12	18985	32138.6688	5009.508	415	GNG12	GADD45A	GADD45A	415	1	ENSG00000116717	GADD45A	25.9029064582391	1
3_Peak_34112_lociStitched	chr1	234853277	234865162	3	10745	28488.345	1371.529	416			NCRNA00184	416	1	ENSG00000227630	LINC01132	0.735115666774589	2
5_Peak_2967_lociStitched	chr1	17215227	17241692	5	8584	30913.7665	3797.7275	417		CROCC	CROCC	417	1	ENSG00000058453	CROCC	20.3904343956248	1
20_Peak_74926_lociStitched	chr11	76315407	76387834	20	20751	34974.9983	7894.543	418	LRRC32	GUCY2E	LRRC32	418	1	ENSG00000137507	LRRC32	7.00251103821376	1
3_Peak_15767_lociStitched	chr19	47597710	47618084	3	12149	28672.3302	1599.359	419	ZC3H4	SAE1,TMEM160	ZC3H4	419	1	ENSG00000130749	ZC3H4	41.4366432523609	1
4_Peak_45842_lociStitched	chr19	40923434	40946232	4	9164	29144.9632	2101.9756	420	SERTAD1	SPTBN4,PRX,SERTAD3,BLVRB,HIPK4	SERTAD1	420	1	ENSG00000197019	SERTAD1	9.39799241087089	1
7_Peak_33266_lociStitched	chr1	19239884	19279056	7	16160	31921.2628	4920.0032	421	IFFO2	ALDH4A1	IFFO2	421	1	ENSG00000169991	IFFO2	7.98933182016688	1
19_Peak_42471_lociStitched	chr1	234617431	234702215	19	24030	35821.24	8868.4064	422		TARBP1,IRF2BP2	TARBP1	422	1	ENSG00000059588	TARBP1	36.9421360104877	1
14_Peak_75570_lociStitched	chr6	39136484	39194797	14	21254	34451.3204	7516.5457	423	KCNK5		KCNK5	423	1	ENSG00000164626	KCNK5	15.4879349922237	1
8_Peak_68842_lociStitched	chr10	106078688	106109402	8	12024	30004.5066	3077.5428	424	ITPRIP	CCDC147,GSTO2	ITPRIP	424	1	ENSG00000148841	ITPRIP	18.6079243609032	1
14_Peak_111882_lociStitched	chr11	86626721	86668307	14	18509	31351.6854	4491.288	425	FZD4		FZD4	425	1	ENSG00000174804	FZD4	22.4130539615564	1
7_Peak_107232_lociStitched	chr12	53610331	53630360	7	10480	28729.5976	1888.7347	426	RARG	ESPL1,MFSD5,ZNF740,ITGB7,CSAD	RARG	426	1	ENSG00000172819	RARG	18.8880036782306	1
4_Peak_83779_lociStitched	chr2	208022779	208032473	4	6874	28001.119	1177.821	427	KLF7	MIR2355	KLF7	427	1	ENSG00000118263	KLF7	34.1696028507601	1
11_Peak_42673_lociStitched	chr9	132015750	132053897	11	15337	30769.3702	3974.9174	428		C9orf106	C9orf106	428	1	ENSG00000224307		1.17718960280876	1
8_Peak_66622_lociStitched	chr1	226058528	226086792	8	14345	29555.6648	2778.3512	429	LEFTY1,TMEM63A	EPHX1,PYCR2,LEFTY2	TMEM63A	429	1	ENSG00000196187	TMEM63A	111.705834488215	1
7_Peak_25398_lociStitched	chr19	11240221	11277606	7	14342	30685.608	3944.1175	430	KANK2,SPC24,LDLR	LDLR	SPC24	430	1	ENSG00000161888	SPC24	27.3042961944847	1
28_Peak_28537_lociStitched	chr11	126180657	126244730	28	24020	33337.1819	6644.3701	431	DCPS,ST3GAL4,FLJ39051	FOXRED1,TIRAP,SRPR	FLJ39051	431	1	ENSG00000110080	ST3GAL4	12.4711521095288	2
Peak_1651	chr1	2159670	2167310	1	7641	27664.44	1093.284	432	SKI	LOC100128003,C1orf86	SKI	432	1	ENSG00000157933	SKI	36.5051746693513	1
Peak_2594	chr11	67775213	67783070	1	7858	27514.4283	946.7685	433	ALDH3B1	TCIRG1,NDUFS8,UNC93B1	ALDH3B1	433	1	ENSG00000006534	ALDH3B1	44.1538815043283	1
15_Peak_93640_lociStitched	chr19	6056385	6103858	15	21924	31450.8625	4889.719	434	RFX2	RFX2,ACSBG2	RFX2	434	1	ENSG00000087903	RFX2	11.9253224383588	1
10_Peak_74222_lociStitched	chr5	150442645	150476120	10	14486	30930.9	4405.31	435	TNIP1	ANXA6,GPX3	TNIP1	435	1	ENSG00000145901	TNIP1	75.4549823458885	1
20_Peak_34376_lociStitched	chr15	71032877	71110754	20	15302	34110.126	7647.5214	436	UACA	UACA,LARP6	UACA	436	1	ENSG00000137831	UACA	171.110247502663	1
13_Peak_79039_lociStitched	chr17	39927884	39957934	13	17969	28772.875	2331.88	437	JUP	FKBP10,HAP1,LEPREL4,JUP,NT5C3L,KLHL10	JUP	437	1	ENSG00000173801	JUP	148.354601895436	1
14_Peak_17481_lociStitched	chr2	9671457	9711043	14	12196	31668.8	5260.9794	438	ADAM17		ADAM17	438	1	ENSG00000151694	ADAM17	61.2175076096287	1
8_Peak_93976_lociStitched	chr1	17876923	17916284	8	15641	31433.6946	5046.0802	439	ARHGEF10L		ARHGEF10L	439	1	ENSG00000074964	ARHGEF10L	19.6531995297485	1
11_Peak_62533_lociStitched	chr12	123336165	123383872	11	18508	31333.9576	4966.2987	440	HIP1R,VPS37B		VPS37B	440	1	ENSG00000139722	VPS37B	42.5598999801296	1
9_Peak_8508_lociStitched	chr3	177053354	177079952	9	13043	29816.358	3449.7606	441			TBL1XR1	441	1	ENSG00000177565	TBL1XR1	161.066095814278	1
Peak_602	chr19	41219680	41227372	1	7693	27090.4548	733.8168	442	ITPKC,ADCK4	C19orf54,SNRPA,NUMBL	ITPKC	442	1	ENSG00000086544	ITPKC	28.5970937657934	1
13_Peak_52415_lociStitched	chr1	959097	1016091	13	13658	32224.4076	5881.7808	443	AGRN	HES4,C1orf159,C1orf170,ISG15	AGRN	443	1	ENSG00000188157	AGRN	163.630725851998	1
9_Peak_3242_lociStitched	chr10	17241123	17276898	9	14597	30068.8875	3742.065	444	VIM,TRDMT1		VIM	444	1	ENSG00000026025	VIM	270.017652195839	1
