REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20160213_ClearCell_241_IP.nodup.bam	X20160213_ClearCell_241_INPUT.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
21_Peak_29067_lociStitched	chr6	159210606	159302227	21	22431	36410.1854	10188.2552	288	EZR,OSTCL	MIR3918,C6orf99	EZR	288	1	ENSG00000092820	EZR	281.118619539039	1
20_Peak_22541_lociStitched	chr3	42053811	42124185	20	30258	34053.9786	7846.701	289		TRAK1	TRAK1	289	1	ENSG00000182606	TRAK1	70.3594023863166	1
20_Peak_83627_lociStitched	chr20	48273363	48350966	20	22391	35107.5972	8901.0641	290	B4GALT5		B4GALT5	290	1	ENSG00000158470	B4GALT5	47.1709450743856	1
16_Peak_13834_lociStitched	chr15	101226124	101274024	16	27568	31288.28	5115.72	291			ASB7	291	1	ENSG00000183475	ASB7	9.56846158194615	1
19_Peak_99207_lociStitched	chr22	35746209	35807688	19	24826	32706.828	6664.3236	292	HMOX1,MCM5	MIR3909	HMOX1	292	1	ENSG00000100292	HMOX1	10.0371463856186	1
12_Peak_89994_lociStitched	chr12	46761992	46800835	12	18262	30639.3584	4602.8955	293	SLC38A2		SLC38A2	293	1	ENSG00000134294	SLC38A2	127.548348029158	1
12_Peak_8663_lociStitched	chr5	139014820	139053817	12	25649	30433.2588	4398.8616	294	CXXC5		CXXC5	294	1	ENSG00000171604	CXXC5	44.7229510821834	1
2_Peak_201_lociStitched	chr2	232570375	232582847	2	7736	27549.4008	1580.2024	295	MIR1244-1,PTMA	PTMA,MIR1244-2	MIR1244-1	295	1	ENSG00000187514	PTMA	922.382099240683	1
27_Peak_54632_lociStitched	chr10	30776568	30848381	27	37296	34161.4441	8251.3137	296			MAP3K8	296	1	ENSG00000107968	MAP3K8	12.6111522941968	1
3_Peak_14789_lociStitched	chr6	35685996	35701877	3	12815	27480.4824	1711.9718	297	FKBP5,LOC285847	FKBP5,C6orf126,C6orf81,C6orf127	FKBP5	297	1	ENSG00000096060	FKBP5	23.9905665311522	1
16_Peak_61515_lociStitched	chr15	101706490	101751498	16	27669	30997.0096	5297.4416	298	CHSY1		CHSY1	298	1	ENSG00000131873	CHSY1	26.884230099185	1
26_Peak_52844_lociStitched	chr21	47441512	47515579	26	30306	32841.3078	7206.7191	299		COL6A2,COL6A1	COL6A2	299	1	ENSG00000142173	COL6A2	130.447217645874	1
26_Peak_50817_lociStitched	chr14	68825789	68887996	26	32971	33237.2001	7645.2403	300	RAD51L1		ZFP36L1	300	1	ENSG00000185650	ZFP36L1	374.570349120322	1
29_Peak_18320_lociStitched	chr2	43617933	43714530	29	34860	36745.4988	11176.2729	301	THADA		THADA	301	1	ENSG00000115970	THADA	42.1747858155528	1
33_Peak_78749_lociStitched	chr17	41471432	41553658	33	33722	33712.66	8181.487	302	ARL4D,MIR2117	LOC100130581,DHX8	MIR2117	302	1	ENSG00000175906	ARL4D	12.5318674267308	1
25_Peak_79521_lociStitched	chr7	101498774	101599215	25	29526	36409.8625	10897.8485	303	CUX1		CUX1	303	1	ENSG00000257923	CUX1	86.8088973517853	1
12_Peak_3377_lociStitched	chr14	55564686	55601007	12	22897	29583.4545	4126.0656	304	LGALS3	LGALS3,MAPK1IP1L	LGALS3	304	1	ENSG00000131981	LGALS3	164.045757547886	1
19_Peak_60277_lociStitched	chr2	47058262	47112737	19	28606	31312.23	5937.775	305	LOC100134259	LOC388948,MCFD2	LOC100134259	305	1	ENSG00000116016	EPAS1	53.7080032574175	3
1_Peak_183_lociStitched	chr6	32934618	32941923	1	7306	26287.0425	929.9265	306	BRD2	HLA-DMA,HLA-DOA,HLA-DMB	BRD2	306	1	ENSG00000204256	BRD2	179.822889814422	1
28_Peak_41301_lociStitched	chr3	57929471	58007237	28	31951	33594.912	8313.1854	307	FLNB	FLNB	FLNB	307	1	ENSG00000136068	FLNB	225.097801149248	1
25_Peak_79085_lociStitched	chr20	48995007	49101431	25	29078	37695.3808	12451.608	308		PTPN1	PTPN1	308	1	ENSG00000196396	PTPN1	32.3980980170218	1
21_Peak_76111_lociStitched	chr8	38761200	38816266	21	26425	31751.0556	6541.8408	309	PLEKHA2	ADAM9,TM2D2,HTRA4	PLEKHA2	309	1	ENSG00000169499	PLEKHA2	38.6346431917302	1
7_Peak_221_lociStitched	chr12	6641154	6662880	7	15011	28059.129	2856.969	310	GAPDH,IFFO1	NCAPD2,IFFO1,MRPL51,NOP2,SCARNA11,SCARNA10	GAPDH	310	1	ENSG00000111640	GAPDH	838.647100205882	1
9_Peak_66462_lociStitched	chr10	70803296	70826606	9	21249	27904.401	2729.601	311		SRGN	SRGN	311	1	ENSG00000122862	SRGN	16.1241748255285	1
36_Peak_34144_lociStitched	chr9	90112131	90229966	36	32233	37424.396	12301.974	312	DAPK1		DAPK1	312	1	ENSG00000196730	DAPK1	54.997718901487	1
32_Peak_44993_lociStitched	chr5	142162575	142246737	32	38483	34994.5596	9872.2026	313	ARHGAP26		ARHGAP26	313	1	ENSG00000145819	ARHGAP26	50.2594868547476	1
2_Peak_81550_lociStitched	chr1	156713729	156722491	2	8148	26094.9884	1077.726	314	HDGF	C1orf66,PRCC,ISG20L2,MRPL24,CRABP2	HDGF	314	1	ENSG00000143321	HDGF	206.41789514421	1
26_Peak_95282_lociStitched	chr10	65387635	65482925	26	26749	35419.293	10481.9	315			REEP3	315	1	ENSG00000165476	REEP3	37.4383907435916	1
10_Peak_79189_lociStitched	chr3	119345703	119389469	10	26587	29966.5802	5081.2326	316	PLA1A,COX17,POPDC2	C3orf15,ADPRH	POPDC2	316	1	ENSG00000121577	POPDC2	1.77150483373831	1
23_Peak_2424_lociStitched	chr1	181056975	181122844	23	22553	32453.6563	7568.3481	317	IER5		IER5	317	1	ENSG00000162783	IER5	13.9738998051466	1
23_Peak_21605_lociStitched	chr15	40336880	40415102	23	22969	33768.4374	8901.6636	318	BMF	SRP14,BUB1B,BMF	BMF	318	1	ENSG00000104081	BMF	13.573751795881	1
23_Peak_50667_lociStitched	chr7	107574142	107674870	23	27336	36020.3328	11180.808	319	LAMB1,LAMB4	DLD	LAMB1	319	1	ENSG00000091136	LAMB1	72.0989255849575	1
32_Peak_52988_lociStitched	chr6	112524184	112621145	32	37239	35119.2742	10326.3465	320	LAMA4	RFPL4B	LAMA4	320	1	ENSG00000112769	LAMA4	25.2297571633767	1
21_Peak_16531_lociStitched	chr5	169692292	169742284	21	31874	30500.1192	5714.0856	321	LCP2	KCNIP1,LOC257358,C5orf58	LCP2	321	1	ENSG00000043462	LCP2	7.37806913435231	1
12_Peak_54186_lociStitched	chr17	40394294	40442267	12	17009	29541.7734	4821.2865	322	STAT5B,STAT5A	GHDC	STAT5B	322	1	ENSG00000173757	STAT5B	34.1859243232951	1
26_Peak_60566_lociStitched	chr3	8522563	8604771	26	31164	34552.0224	9840.2976	323	LOC100288428,LMCD1	LOH3CR2A	LMCD1	323	1	ENSG00000071282	LMCD1	25.971026057176	1
35_Peak_3887_lociStitched	chr7	37372503	37488980	35	27538	37785.1388	13196.8441	324	ELMO1		ELMO1	324	1	ENSG00000155849	ELMO1	9.54822583385798	1
13_Peak_16770_lociStitched	chr2	206540411	206599969	13	24905	31065.4528	6485.8662	325	NRP2	NRP2	NRP2	325	1	ENSG00000118257	NRP2	46.7398057122317	1
17_Peak_19816_lociStitched	chr13	114863989	114932520	17	21901	31236.4298	6681.7725	326	RASA3		RASA3	326	1	ENSG00000185989	RASA3	9.14775000939799	1
16_Peak_111111_lociStitched	chr22	29179605	29225692	16	20141	29574.0279	5037.3091	327	CCDC117,XBP1	XBP1,HSCB,CHEK2	XBP1	327	1	ENSG00000100219	XBP1	100.319523712532	1
7_Peak_47443_lociStitched	chr10	112593918	112634009	7	20459	28821.4199	4365.9099	328	PDCD4,LOC282997,RBM20	SHOC2,NCRNA00081	LOC282997	328	1	ENSG00000203497	PDCD4-AS1	0.795021495890584	1
22_Peak_16337_lociStitched	chr14	75033486	75123476	22	29436	34646.15	10213.865	329	LTBP2		LTBP2	329	1	ENSG00000119681	LTBP2	36.5216965310468	1
13_Peak_9719_lociStitched	chr17	74241965	74270741	13	20558	27535.7544	3194.136	330	FAM100B,QRICH2	RNF157	FAM100B	330	1	ENSG00000185262	UBALD2	27.2260656890071	1
5_Peak_61712_lociStitched	chr11	47395734	47422968	5	15575	27214.9362	2897.6976	331	SPI1	PSMC3,SLC39A13,RAPSN,MYBPC3,SPI1	SPI1	331	1	ENSG00000066336	SPI1	3.84631322531579	1
20_Peak_10559_lociStitched	chr12	52239071	52321327	20	22751	33379.4848	9064.6112	332	ANKRD33,ACVRL1	ACVR1B,FIGNL2	ANKRD33	332	1	ENSG00000139567	ACVRL1	5.95020821279991	1
18_Peak_1357_lociStitched	chr1	153699859	153778907	18	20387	33215.9696	8940.3288	333	SLC27A3,INTS3,GATAD2B	NPR1	SLC27A3	333	1	ENSG00000143624	INTS3	121.680248273524	1
19_Peak_8379_lociStitched	chr19	48099476	48171360	19	22001	31772.728	7497.5012	334	GLTSCR1	EHD2,ZNF541	GLTSCR1	334	1	ENSG00000269806	BICRA-AS1	0.864366270020724	1
4_Peak_1243_lociStitched	chr5	42982404	43011391	4	11672	27450.689	3179.8739	335		LOC648987,LOC153684,C5orf39	LOC648987	335	1	ENSG00000250722	SELENOP	65.2784669088973	3
6_Peak_33363_lociStitched	chr2	219251271	219272167	6	13117	26661.2064	2392.592	336	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	CTDSP1	336	1	ENSG00000144579	CTDSP1	74.538611609101	1
25_Peak_31301_lociStitched	chr8	27173061	27267175	25	23715	35236.2816	10973.6924	337	PTK2B	TRIM35	PTK2B	337	1	ENSG00000120899	PTK2B	16.7302732540777	1
3_Peak_16017_lociStitched	chr16	66544552	66561467	3	15779	25988.206	1843.735	338	TK2	CKLF,CMTM1,TK2	TK2	338	1	ENSG00000166548	TK2	23.4661925458363	1
21_Peak_74835_lociStitched	chr9	139404911	139463553	21	20516	30675.6302	6579.6324	339	NOTCH1	C9orf163,SEC16A	NOTCH1	339	1	ENSG00000148400	NOTCH1	22.730962994806	1
18_Peak_40907_lociStitched	chr21	33775799	33851490	18	21952	31888.6183	7834.0185	340	C21orf63	URB1,C21orf119,SNORA80	C21orf63	340	1	ENSG00000166979	EVA1C	8.84461414178274	2
Peak_957	chr17	8053752	8062280	1	8529	25204.504	1153.8384	341	PER1	HES7,ALOXE3,VAMP2,MIR3676,C17orf59,TMEM107	PER1	341	1	ENSG00000179094	PER1	33.1173498237664	1
9_Peak_117594_lociStitched	chr10	76947908	76996368	9	19211	29507.294	5461.442	342	VDAC2,COMTD1	VDAC2	VDAC2	342	1	ENSG00000165637	VDAC2	38.9086220771407	1
7_Peak_362_lociStitched	chr6	143223298	143269688	7	10236	29239.617	5214.236	343	HIVEP2		HIVEP2	343	1	ENSG00000010818	HIVEP2	34.2353867669308	1
19_Peak_98066_lociStitched	chr11	117821353	117884448	19	25686	31440.2385	7432.591	344	IL10RA	TMPRSS13	IL10RA	344	1	ENSG00000110324	IL10RA	5.22285457138349	1
1_Peak_920_lociStitched	chr6	30646780	30657103	1	10324	25142.6988	1157.2083	345	KIAA1949,NRM	MDC1,TUBB,DHX16,C6orf136	KIAA1949	345	1	ENSG00000146112	PPP1R18	22.5952427741809	2
Peak_3665	chr15	93442660	93453118	1	10459	25214.238	1263.3264	346	CHD2,MIR3175	LOC100507217	MIR3175	346	1	ENSG00000173575	CHD2	247.649195969917	2
19_Peak_1104_lociStitched	chr3	118997686	119051439	19	21066	30370.445	6461.1106	347	ARHGAP31	B4GALT4	ARHGAP31	347	1	ENSG00000031081	ARHGAP31	8.14553027670862	1
21_Peak_85845_lociStitched	chr21	44817540	44894578	21	19447	32186.4764	8281.585	348	C21orf125,C21orf84,SIK1		SIK1	348	1	ENSG00000160209	PDXK	130.866202849101	3
19_Peak_52268_lociStitched	chr20	33837866	33917583	19	22663	32420.9039	8569.5775	349	UQCC,MMP24,EIF6,FAM83C		FAM83C	349	1	ENSG00000242372	EIF6	57.6244180013816	1
15_Peak_75999_lociStitched	chr1	198581573	198654232	15	26729	31860.9715	8014.2877	350	PTPRC		PTPRC	350	1	ENSG00000081237	PTPRC	7.62005450298412	1
3_Peak_58496_lociStitched	chr8	48643891	48656226	3	7369	25397.765	1554.21	351	KIAA0146,CEBPD		CEBPD	351	1	ENSG00000221869	CEBPD	21.2120935434396	1
13_Peak_2281_lociStitched	chr17	29860377	29910258	13	19015	29739.0522	5940.8271	352	RAB11FIP4,MIR193A,MIR365-2		MIR193A	352	1	ENSG00000266459	NA	0.37474140713695	1
17_Peak_20716_lociStitched	chr12	113630686	113714623	17	25192	33188.6898	9400.944	353	TPCN1,IQCD	DDX54,CCDC42B,C12orf52	TPCN1	353	1	ENSG00000186815	TPCN1	59.2554234450036	1
9_Peak_13524_lociStitched	chr17	73843415	73875412	9	14816	27472.6242	3756.4478	354	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	WBP2	354	1	ENSG00000132471	WBP2	58.3366789847549	1
10_Peak_54755_lociStitched	chr12	53295389	53344735	10	23292	28526.9226	4811.235	355	KRT18,KRT8		KRT8	355	1	ENSG00000170421	KRT8	560.232747258979	1
28_Peak_24743_lociStitched	chr14	102953641	103051949	28	26654	33385.3968	9673.5072	356	MIR4309,TECPR2,ANKRD9	RCOR1	MIR4309	356	1	ENSG00000156381	ANKRD9	7.75145958493319	1
18_Peak_65967_lociStitched	chr11	128562458	128606468	18	22449	29011.392	5378.022	357	FLI1		FLI1	357	1	ENSG00000151702	FLI1	3.28436527177849	1
13_Peak_31464_lociStitched	chr12	109010294	109044485	13	22364	27575.0415	3969.5751	358	SELPLG,CORO1C	TMEM119	SELPLG	358	1	ENSG00000110876	SELPLG	2.5838198616444	1
14_Peak_87792_lociStitched	chr6	137534785	137563182	14	20332	26704.5388	3106.6318	359	IFNGR1	IL22RA2	IFNGR1	359	1	ENSG00000027697	IFNGR1	16.3444504378991	1
13_Peak_37782_lociStitched	chr9	132076802	132115841	13	25138	27725.4978	4130.3262	360	C9orf106		C9orf106	360	1	ENSG00000233901	LINC01503	5.0633964606585	2
19_Peak_75997_lociStitched	chr1	16437816	16509696	19	24924	30390.864	6814.224	361	EPHA2	ARHGEF19,FAM131C	EPHA2	361	1	ENSG00000142627	EPHA2	30.9695541992627	1
13_Peak_101321_lociStitched	chr1	234835434	234882975	13	17954	28748.0427	5191.4772	362			NCRNA00184	362	1	ENSG00000227630	LINC01132	0.735115666774589	1
16_Peak_9475_lociStitched	chr4	88409269	88464679	16	27442	29666.514	6144.969	363	SPARCL1	SPARCL1	SPARCL1	363	1	ENSG00000152583	SPARCL1	36.3033833408704	1
9_Peak_3723_lociStitched	chr15	89164013	89193592	9	19021	26771.9529	3280.3111	364	ISG20,AEN	MIR1179,MIR7-2	ISG20	364	1	ENSG00000181026	AEN	12.2932971559753	1
2_Peak_1_lociStitched	chr3	156875373	156894353	2	7352	25810.902	2423.746	365	CCNL1	LOC339894	CCNL1	365	1	ENSG00000163660	CCNL1	151.663985050595	1
13_Peak_32020_lociStitched	chr10	17027695	17081326	13	23826	29786.6574	6441.0831	366	CUBN		CUBN	366	1	ENSG00000107611	CUBN	5.11632230914648	1
15_Peak_120510_lociStitched	chr9	73168364	73217909	15	21605	28701.4185	5360.769	367	TRPM3		KLF9	367	1	ENSG00000119138	KLF9	9.97808107628937	1
17_Peak_94441_lociStitched	chr17	43369040	43424178	17	27071	29984.0444	6671.698	368	MAP3K14	LOC100133991,C17orf46	MAP3K14	368	1	ENSG00000006062	MAP3K14	17.2040373276509	1
21_Peak_69028_lociStitched	chr2	218766348	218818973	21	29779	28833.2375	5530.8875	369	TNS1		TNS1	369	1	ENSG00000079308	TNS1	87.6988310502487	1
8_Peak_73682_lociStitched	chr1	159879737	159909465	8	12018	26663.0432	3394.9376	370	TAGLN2,IGSF9	SLAMF9,CCDC19,VSIG8	TAGLN2	370	1	ENSG00000158710	TAGLN2	219.747857476533	1
3_Peak_55497_lociStitched	chr6	31693755	31706828	3	10769	24825.627	1635.4323	371	CLIC1,DDAH2	BAT5,C6orf26,LY6G5C,LY6G6C,C6orf25,LY6G6D,LY6G6F,MSH5,LY6G6E,C6orf27	DDAH2	371	1	ENSG00000213722	DDAH2	48.1163890311536	1
21_Peak_43826_lociStitched	chr4	124314594	124368272	21	23498	28605.0062	5421.478	372	SPRY1		SPRY1	372	1	ENSG00000164056	SPRY1	48.2287019149941	1
13_Peak_115530_lociStitched	chr1	155931320	155975689	13	22127	27810.4892	4680.9295	373	ARHGEF2	ARHGEF2,ROBLD3,SCARNA4,SSR2,RXFP4,KIAA0907,SNORA42,UBQLN4	ARHGEF2	373	1	ENSG00000116584	ARHGEF2	40.3263451487774	1
24_Peak_59640_lociStitched	chr13	114763170	114845343	24	18847	31603.7358	8545.992	374	RASA3		RASA3	374	1	ENSG00000185989	RASA3	9.14775000939799	1
26_Peak_26132_lociStitched	chr18	46304002	46430461	26	28624	37305.405	14264.5752	375	KIAA0427	SMAD7	SMAD7	375	1	ENSG00000101665	SMAD7	5.30333445315953	1
8_Peak_86537_lociStitched	chr8	48409499	48453570	8	20226	28037.9702	5024.094	376	KIAA0146		CEBPD	376	1	ENSG00000221869	CEBPD	21.2120935434396	1
21_Peak_24312_lociStitched	chr3	71097875	71162329	21	23181	30757.4488	7773.1524	377	FOXP1		MIR1284	377	1	ENSG00000114861	FOXP1	103.118926684559	2
30_Peak_92743_lociStitched	chr10	73726297	73804836	30	33057	31384.1844	8435.0886	378	CHST3	SPOCK2	CHST3	378	1	ENSG00000122863	CHST3	11.4284340034271	1
8_Peak_38240_lociStitched	chr8	142126252	142175496	8	14110	28911.1524	6007.768	379	DENND3		DENND3	379	1	ENSG00000105339	DENND3	26.3761200511355	1
17_Peak_34626_lociStitched	chr12	111834518	111884300	17	29747	28196.5248	5306.7612	380	SH2B3	FAM109A	SH2B3	380	1	ENSG00000111252	SH2B3	18.2525873346757	1
19_Peak_55771_lociStitched	chr14	93082420	93176175	19	24626	32729.8705	9844.275	381	RIN3,LGMN		LGMN	381	1	ENSG00000100600	LGMN	24.2499772283491	1
6_Peak_23908_lociStitched	chr1	11844262	11875786	6	15905	26202.7488	3417.2016	382	CLCN6,MTHFR	NPPA,AGTRAP,NPPB	MTHFR	382	1	ENSG00000177000	MTHFR	45.0691776731594	1
23_Peak_53748_lociStitched	chr11	74853821	74907370	23	26812	28552.3268	5772.5822	383	SLCO2B1	LOC441617,SLCO2B1	SLCO2B1	383	1	ENSG00000137491	SLCO2B1	9.53701596724472	1
24_Peak_17396_lociStitched	chr11	95920573	96006172	24	26384	32827.2165	10075.0023	384	MAML2		MIR1260B	384	1	ENSG00000266192	MIR1260B	0.479313907334105	1
8_Peak_122517_lociStitched	chr6	159046277	159089654	8	11253	28043.2305	5291.994	385	SYTL3,TMEM181,DYNLT1		DYNLT1	385	1	ENSG00000146425	DYNLT1	34.3235056943058	1
31_Peak_22027_lociStitched	chr11	32333829	32422536	31	35811	31863.5544	9145.6917	386	WT1	WT1-AS	WT1	386	1	ENSG00000184937	WT1	5.96266121917938	1
16_Peak_3900_lociStitched	chr6	126101370	126167222	16	16996	30186.5568	7474.202	387	NCOA7	NCOA7,HEY2	NCOA7	387	1	ENSG00000111912	NCOA7	45.7756213174143	1
Peak_117	chr2	70311843	70318121	1	6279	23597.1186	915.9602	388	LOC400960,PCBP1	LOC100133985	PCBP1	388	1	ENSG00000169564	PCBP1	130.418222051345	1
18_Peak_30135_lociStitched	chr10	105396076	105457180	18	23743	29519.3424	6849.7584	389	SH3PXD2A		NEURL	389	1	ENSG00000107957	SH3PXD2A	88.9806150024211	2
8_Peak_30088_lociStitched	chr17	17713023	17754282	8	10854	27441.3609	4798.4217	390	MIR33B,SREBF1,TOM1L2,RAI1	SMCR5	SREBF1	390	1	ENSG00000072310	SREBF1	33.3656535297191	1
4_Peak_51380_lociStitched	chr11	9571946	9600186	4	14955	25881.96	3256.072	391	WEE1		WEE1	391	1	ENSG00000166483	WEE1	27.0512767077345	1
15_Peak_81619_lociStitched	chr1	234623017	234689669	15	22759	30459.964	7864.936	392		TARBP1	TARBP1	392	1	ENSG00000059588	TARBP1	36.9421360104877	1
17_Peak_28962_lociStitched	chr13	99922194	99985284	17	26139	29772.171	7179.642	393	GPR183,UBAC2	MIR623,FKSG29,GPR18	GPR183	393	1	ENSG00000169508	GPR183	2.82102643372294	1
23_Peak_99868_lociStitched	chr7	47574732	47663406	23	23086	32197.5294	9638.8638	394	TNS3	C7orf65	TNS3	394	1	ENSG00000136205	TNS3	70.2544083013694	1
19_Peak_46164_lociStitched	chr15	42196412	42265563	19	25076	30232.8172	7696.5063	395	EHD4	PLA2G4E,SPTBN5,MIR4310	EHD4	395	1	ENSG00000103966	EHD4	25.7459738383097	1
11_Peak_50676_lociStitched	chr9	94157624	94192253	11	14742	26099.8773	3667.2111	396	NFIL3	AUH	NFIL3	396	1	ENSG00000165030	NFIL3	7.26555959952458	1
19_Peak_82535_lociStitched	chr2	16780965	16848324	19	24186	30210.5115	7840.5876	397	FAM49A		FAM49A	397	1	ENSG00000197872	FAM49A	5.23342990310583	1
9_Peak_97498_lociStitched	chr5	149503726	149544745	9	25127	26904.3621	4536.7014	398	PDGFRB	CDX1,SLC6A7,CSF1R	PDGFRB	398	1	ENSG00000113721	PDGFRB	19.6568901743655	1
Peak_394	chr1	45270897	45278349	1	7453	23347.8612	991.8612	399	BTBD19,PLK3,TCTEX1D4	SNORD55,BEST4,SNORD46,SNORD38A,PTCH2,SNORD38B,RPS8	BTBD19	399	1	ENSG00000222009	BTBD19	12.2206155716141	1
21_Peak_46907_lociStitched	chr11	86167400	86236899	21	33452	30391.9127	8041.0343	400	ME3		CCDC81	400	1	ENSG00000149201	CCDC81	1.24776169183899	1
4_Peak_49439_lociStitched	chr12	54801653	54827677	4	19503	24957.016	2607.6048	401	ITGA5	ZNF385A,GTSF1,GPR84	ITGA5	401	1	ENSG00000161638	ITGA5	25.3957733652552	1
21_Peak_16285_lociStitched	chr14	68697941	68776310	21	29888	31073.3085	8738.1435	402	RAD51L1		RAD51L1	402	1	ENSG00000182185	RAD51B	4.4439298560503	2
8_Peak_101750_lociStitched	chr8	29937571	29971528	8	15028	26248.761	3949.1991	403	LEPROTL1,TMEM66	DCTN6,MBOAT4	LEPROTL1	403	1	ENSG00000104660	LEPROTL1	18.1067009380432	1
6_Peak_12408_lociStitched	chr7	30498130	30519670	6	18673	24958.398	2668.806	404	NOD1	GGCT	NOD1	404	1	ENSG00000106100	NOD1	14.7078976739758	1
9_Peak_80174_lociStitched	chr15	75063623	75092712	9	18155	25647.7713	3371.4151	405	CSK	ULK3,CYP1A1,CPLX3,LMAN1L,CYP1A2	CSK	405	1	ENSG00000103653	CSK	30.0559271444326	1
15_Peak_17880_lociStitched	chr3	151960295	152001800	15	16897	26500.9425	4229.3595	406	LOC401093,MBNL1	MBNL1	MBNL1	406	1	ENSG00000152601	MBNL1	57.7629735866089	1
8_Peak_29522_lociStitched	chr11	85752069	85781927	8	14579	25606.2208	3359.025	407	PICALM		PICALM	407	1	ENSG00000073921	PICALM	80.6526902975549	1
27_Peak_101715_lociStitched	chr6	7113060	7203468	27	30820	32329.9008	10089.5328	408	RREB1	RREB1	RREB1	408	1	ENSG00000124782	RREB1	80.6283453785879	1
14_Peak_41462_lociStitched	chr11	35156280	35196821	14	21322	27369.2291	5189.248	409	CD44	CD44	CD44	409	1	ENSG00000026508	CD44	80.4562630167962	1
23_Peak_34232_lociStitched	chr1	9335827	9412776	23	20296	29917.7712	7741.0694	410	SPSB1	H6PD	SPSB1	410	1	ENSG00000171621	SPSB1	10.578849126461	1
4_Peak_43682_lociStitched	chr16	87979108	88002365	4	14751	25040.8119	2869.9138	411	BANP	CA5A,BANP	BANP	411	1	ENSG00000172530	BANP	9.24212488972803	1
14_Peak_316_lociStitched	chr12	96790091	96841154	14	14599	28345.0713	6188.8356	412	CDK17		CDK17	412	1	ENSG00000059758	CDK17	18.8610069124982	1
10_Peak_14580_lociStitched	chr14	105524945	105561070	10	15382	25973.875	3818.4125	413	GPR132	CDCA4	GPR132	413	1	ENSG00000183484	GPR132	3.37884135753498	1
29_Peak_21027_lociStitched	chr18	47164277	47270440	29	36281	32836.2159	10690.6141	414			ACAA2	414	1	ENSG00000167315	ACAA2	15.4192928659426	1
16_Peak_44403_lociStitched	chr8	38614135	38665067	16	21040	27869.9904	5745.1296	415	TACC1	TACC1	TACC1	415	1	ENSG00000147526	TACC1	66.48367259385	1
15_Peak_92363_lociStitched	chr9	131926206	131971518	15	16012	26933.4528	4880.1024	416	IER5L		IER5L	416	1	ENSG00000188483	IER5L	14.0197059306297	1
10_Peak_11012_lociStitched	chr11	118462810	118506328	10	18487	27129.1212	5113.365	417	ARCN1,PHLDB1	PHLDB1,TREH,IFT46	PHLDB1	417	1	ENSG00000019144	PHLDB1	84.0676231509045	1
4_Peak_16087_lociStitched	chr19	47597456	47618029	4	12147	24457.1824	2442.0151	418	ZC3H4	SAE1,TMEM160	ZC3H4	418	1	ENSG00000130749	ZC3H4	41.4366432523609	1
16_Peak_42922_lociStitched	chr2	38298774	38358228	16	23272	28389.285	6397.2504	419	CYP1B1	C2orf58	CYP1B1	419	1	ENSG00000138061	CYP1B1	14.8072753609621	1
16_Peak_91317_lociStitched	chr17	72404730	72488450	16	19812	31001.516	9050.132	420	GPRC5C,CD300A	BTBD17,GPR142,CD300LB	CD300A	420	1	ENSG00000170412	GPRC5C	48.9938118588631	1
25_Peak_95867_lociStitched	chr20	31252702	31365423	25	21286	33557.0417	11610.263	421	DNMT3B,COMMD7	DNMT3B,MAPRE1,C20orf203,COMMD7	COMMD7	421	1	ENSG00000149600	COMMD7	24.1443337038896	1
30_Peak_97391_lociStitched	chr2	216528709	216620940	30	33060	31810.4719	9887.1632	422	LOC646324		LOC646324	422	1	ENSG00000235770	LINC00607	0.885752416869155	2
10_Peak_108387_lociStitched	chrX	64886788	64927067	10	26228	26237.7406	4321.9367	423	MSN		MSN	423	1	ENSG00000147065	MSN	123.835001358438	1
5_Peak_1146_lociStitched	chr1	27018296	27051344	5	11799	25503.1416	3589.0128	424	ARID1A		ARID1A	424	1	ENSG00000117713	ARID1A	99.8805664486368	1
19_Peak_62127_lociStitched	chr20	35548349	35604053	19	21926	28069.2456	6216.5664	425	SAMHD1	C20orf118	SAMHD1	425	1	ENSG00000101347	SAMHD1	45.6851620056641	1
24_Peak_9773_lociStitched	chr17	48334694	48401990	24	25671	28486.3968	6642.1152	426	TMEM92	XYLT2,EME1,MRPL27	TMEM92	426	1	ENSG00000167105	TMEM92	4.13926208036636	1
5_Peak_46686_lociStitched	chr6	163825222	163842108	5	11409	23648.843	1806.802	427	QKI,LOC100526820	QKI	LOC100526820	427	1	ENSG00000112531	QKI	40.4588608134633	2
14_Peak_17021_lociStitched	chr17	2115389	2170593	14	26258	27789.6936	5978.5932	428	SMG6	SRR	SMG6	428	1	ENSG00000070366	SMG6	33.4022348224565	1
8_Peak_218_lociStitched	chr8	126439319	126464384	8	10256	24967.2465	3160.6965	429	TRIB1		TRIB1	429	1	ENSG00000173334	TRIB1	24.8587920397527	1
13_Peak_14586_lociStitched	chr2	232461681	232508931	13	18072	26866.35	5069.925	430		C2orf57	C2orf57	430	1	ENSG00000187514	PTMA	922.382099240683	3
22_Peak_132325_lociStitched	chr3	194192844	194261924	22	21034	29283.012	7502.088	431	FLJ34208	ATP13A3	FLJ34208	431	1	ENSG00000244675		1.31015764284672	1
