REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ClearCell_3588_IP.nodup.bam	ClearCell_3588_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
18_Peak_254988_lociStitched	chr3	49675687	49721207	18	16624	24699.152	4756.84	485	APEH,BSN	MST1,GMPPB,RNF123,AMIGO3	APEH	485	1	ENSG00000164062	APEH	33.7884135753498	1
49_Peak_76150_lociStitched	chr8	140741992	140892746	49	20521	40658.3538	20758.8258	486	TRAPPC9	KCNK9	KCNK9	486	1	ENSG00000167632	TRAPPC9	28.0245077301431	2
31_Peak_94233_lociStitched	chr21	44033022	44126181	31	16204	29680.4574	9800.3268	487	PDE9A	PDE9A	PDE9A	487	1	ENSG00000160191	PDE9A	15.6392547180293	1
32_Peak_303773_lociStitched	chr7	47477785	47547488	32	19793	30502.0328	10650.6184	488	TNS3		TNS3	488	1	ENSG00000136205	TNS3	70.2544083013694	1
37_Peak_56836_lociStitched	chr17	77354398	77475532	37	23155	32766.747	12924.9978	489	RBFOX3		RBFOX3	489	1	ENSG00000167281	RBFOX3	0.528289514220553	1
35_Peak_77842_lociStitched	chr22	18252258	18367187	35	20598	31697.4182	11860.6728	490	BID,MICAL3	MIR3198	BID	490	1	ENSG00000093100		25.2807368868248	1
42_Peak_44598_lociStitched	chr7	157182731	157281920	42	27649	31849.5879	12021.7068	491	DNAJB6		DNAJB6	491	1	ENSG00000105993	DNAJB6	62.5508361169721	1
Peak_1546	chr10	134229396	134236269	1	6874	20575.0128	749.8443	492	PWWP2B	C10orf91	PWWP2B	492	1	ENSG00000171813	PWWP2B	11.7718960280876	1
13_Peak_54726_lociStitched	chr3	49374025	49415569	13	11336	24124.6008	4299.804	493	USP4,RHOA,GPX1	TCTA,GPX1,AMT	GPX1	493	1	ENSG00000233276	GPX1	82.8580372978786	1
30_Peak_197019_lociStitched	chr15	93332104	93415736	30	19062	27322.5744	7510.1536	494	ASB9P1	LOC100507217,MIR3175,CHD2	ASB9P1	494	1	ENSG00000258527	ASB9P1	0.602950772170342	1
32_Peak_33312_lociStitched	chr1	31202552	31297483	32	21832	28431.8345	8619.7348	495	LAPTM5	MATN1,LOC100129196	LAPTM5	495	1	ENSG00000162511	LAPTM5	30.4611651961863	1
16_Peak_51658_lociStitched	chr3	184273145	184322541	16	15600	25863.7456	6085.5872	496	EPHB3		EPHB3	496	1	ENSG00000182580	EPHB3	8.08627233452048	1
13_Peak_20313_lociStitched	chr12	6695384	6732507	13	11421	25106.2849	5330.8628	497	LPAR5,CHD4	IFFO1,ACRBP,NOP2,ING4,SCARNA11	CHD4	497	1	ENSG00000111642	CHD4	215.125925301491	1
27_Peak_110708_lociStitched	chr18	74764686	74850418	27	16536	27502.8256	7733.0264	498	MBP	MBP	MBP	498	1	ENSG00000197971	MBP	25.2763529362771	1
22_Peak_31502_lociStitched	chr3	53158215	53233063	22	15995	27401.8528	7649.4656	499	RFT1,PRKCD		PRKCD	499	1	ENSG00000163932	PRKCD	33.076156644773	1
22_Peak_41563_lociStitched	chr12	54745741	54809717	22	12805	29652.876	9922.6776	500	ZNF385A,GPR84,ITGA5	MIR148B,ZNF385A,COPZ1	ZNF385A	500	1	ENSG00000161642	ZNF385A	6.11459102125771	1
2_Peak_352_lociStitched	chr12	57022831	57031016	2	6996	21046.909	1393.087	501	BAZ2A	ATP5B,SNORD59A,SNORD59B	BAZ2A	501	1	ENSG00000076108	BAZ2A	139.410711430786	1
Peak_2270	chr8	143863063	143872458	1	9396	21019.4335	1379.186	502	LY6D	LYPD2,SLURP1,LYNX1,GML	LY6D	502	1	ENSG00000167656	LY6D	0.136269602595255	1
30_Peak_116493_lociStitched	chr16	11251486	11360338	30	15338	29281.188	9644.2872	503	SOCS1,CLEC16A	TNP2,PRM3,PRM2,PRM1	SOCS1	503	1	ENSG00000185338	SOCS1	1.74172674353923	1
23_Peak_145132_lociStitched	chr16	11674683	11735703	23	17225	24908.364	5345.352	504	LITAF	SNN	LITAF	504	1	ENSG00000189067	LITAF	76.4848049274565	1
2_Peak_19098_lociStitched	chr17	7785017	7797788	2	1309	21249.6669	1689.6033	505	CHD3	SCARNA21,CNTROB,LOC284023,KDM6B,TRAPPC1,LSMD1,KCNAB3,CYB5D1,CHD3,TMEM88	CHD3	505	1	ENSG00000170004	CHD3	172.035089368053	1
31_Peak_18431_lociStitched	chr1	226785463	226873584	31	23703	30657.2959	11156.1186	506	ITPKB,C1orf95		C1orf95	506	1	ENSG00000143772	ITPKB	24.6647980697411	2
Peak_602	chr12	7033475	7038868	1	5394	20345.0925	888.7664	507	ATN1	RPL13P5,PTPN6,C12orf57,PHB2,DSTNP2,SCARNA12,LRRC23,EMG1,MIR141,ENO2,MIR200C	ATN1	507	1	ENSG00000111676	ATN1	125.656175182322	1
24_Peak_110877_lociStitched	chr19	15261499	15335284	24	18231	26577.357	7149.7665	508	NOTCH3	SYDE1,EPHX3,ILVBL	NOTCH3	508	1	ENSG00000074181	NOTCH3	65.2911403500142	1
26_Peak_15364_lociStitched	chr5	148788704	148865232	26	19981	29187.7792	9764.9728	509	MIR145,MIR143,LOC728264	IL17B	MIR145	509	1	ENSG00000208035	NA	0.525082619124706	1
21_Peak_84020_lociStitched	chr16	88665227	88724150	21	15059	24011.1225	4590.1017	510	ZC3H18,CYBA,IL17C,MVD	RNF166,SNAI3,MGC23284,CTU2	IL17C	510	1	ENSG00000051523	CYBA	46.6281930478398	1
26_Peak_13699_lociStitched	chr11	118469738	118543165	26	19744	25464.4836	6057.7275	511	ARCN1,PHLDB1,TREH	PHLDB1,IFT46	PHLDB1	511	1	ENSG00000019144	PHLDB1	84.0676231509045	1
24_Peak_70060_lociStitched	chr17	135259	216640	24	21892	27620.7114	8219.481	512	RPH3AL	C17orf97,RPH3AL	RPH3AL	512	1	ENSG00000181031	RPH3AL	9.34647062041977	1
5_Peak_127352_lociStitched	chr3	128199663	128223534	5	7952	22324.1592	2926.5846	513	GATA2	LOC90246,DNAJB8	GATA2	513	1	ENSG00000179348	GATA2	5.46577278424776	1
32_Peak_67951_lociStitched	chr9	132944625	133065599	32	24642	28078.0654	8685.9332	514	NCS1		NCS1	514	1	ENSG00000107130	NCS1	15.3035508829114	1
3_Peak_1553_lociStitched	chr18	3447466	3457756	3	7079	20424.621	1043.406	515	TGIF1		TGIF1	515	1	ENSG00000177426	TGIF1	35.7594897018116	1
Peak_67	chr8	41685300	41687835	1	2536	20868.8805	1490.3265	516	ANK1	ANK1	ANK1	516	1	ENSG00000029534	ANK1	3.570561810048	1
30_Peak_77816_lociStitched	chr20	31144488	31236401	30	22938	29007.7428	9650.865	517	C20orf203,LOC149950		LOC149950	517	1	ENSG00000197183	NOL4L	51.2801625598775	2
20_Peak_92633_lociStitched	chr12	120524611	120601009	20	11145	29527.827	10191.4932	518	CCDC64,RAB35,GCN1L1	RPLP0	RAB35	518	1	ENSG00000111737	RAB35	18.7959848217418	1
12_Peak_211440_lociStitched	chr12	112017746	112060849	12	8058	25448.0112	6129.2466	519	ATXN2		ATXN2	519	1	ENSG00000204842	ATXN2	59.2250962791977	1
14_Peak_90613_lociStitched	chr1	27659090	27696791	14	11790	22409.4744	3174.4242	520	SYTL1,FCN3,TMEM222,MAP3K6	TMEM222,LOC644961,CD164L2,GPR3	SYTL1	520	1	ENSG00000142765	SYTL1	20.1996575233659	1
33_Peak_203142_lociStitched	chr22	24487338	24587044	33	22490	28665.475	9442.1582	521	CABIN1,SUSD2		SUSD2	521	1	ENSG00000099994	SUSD2	5.90338641153229	1
Peak_271	chr5	179243014	179248951	1	5938	19795.1454	619.8228	522	SQSTM1	MGAT4B,C5orf45,MIR1229,LTC4S	SQSTM1	522	1	ENSG00000161011	SQSTM1	232.137925190394	1
43_Peak_25149_lociStitched	chr15	66997059	67096116	43	26102	27775.5828	8617.959	523	SMAD6	SMAD6	SMAD6	523	1	ENSG00000137834	SMAD6	12.4532183221601	1
26_Peak_205117_lociStitched	chr5	139104418	139194460	26	19365	29848.923	10696.9896	524	PSD2		PSD2	524	1	ENSG00000185129	PURA	84.6455419967757	3
Peak_1602	chr5	1108177	1114974	1	6798	20066.1034	931.8687	525	SLC12A7		SLC12A7	525	1	ENSG00000113504	SLC12A7	69.7925001998584	1
8_Peak_99882_lociStitched	chr17	8095867	8139621	8	6659	24191.5866	5106.0918	526	AURKB,C17orf44,C17orf68	TMEM107,PFAS,VAMP2,MIR3676,PER1,C17orf59	AURKB	526	1	ENSG00000178999	AURKB	6.30246912003052	1
25_Peak_56277_lociStitched	chr5	177633894	177713133	25	16812	28557.7356	9492.8322	527	HNRNPAB,COL23A1,AGXT2L2	GMCL1L	AGXT2L2	527	1	ENSG00000175309	PHYKPL	88.4356408921537	1
14_Peak_11604_lociStitched	chr2	74208253	74259956	14	12068	25200.0422	6137.1461	528		TET3	TET3	528	1	ENSG00000187605	TET3	35.7581263623925	1
14_Peak_115545_lociStitched	chrX	153575662	153613154	14	15700	21741.6108	2691.9256	529	FLNA,EMD	TKTL1,ATP6AP1,TAZ,DNASE1L1,RPL10,SNORA70	FLNA	529	1	ENSG00000196924	FLNA	242.185319984153	1
11_Peak_58876_lociStitched	chr12	49415159	49455201	11	9711	24145.326	5149.4012	530	MLL2	DDN,PRKAG1,LMBR1L,WNT10B,DHH,WNT1,RHEBL1	MLL2	530	1	ENSG00000167548	KMT2D	126.131228143471	2
12_Peak_37878_lociStitched	chr6	34191050	34215064	12	9372	21482.9244	2490.2518	531	HMGA1,C6orf1	C6orf1,HMGA1	HMGA1	531	1	ENSG00000137309	HMGA1	64.3707913336229	1
Peak_1313	chr17	39808546	39815873	1	7328	19835.6544	856.5263	532		EIF1,KRT17,KRT16,KRT42P	KRT42P	532	1	ENSG00000214514	KRT42P	0.0725719476474678	1
21_Peak_75915_lociStitched	chr5	172434740	172486170	21	11203	26183.013	7220.772	533	SNORA74B,C5orf41,ATP6V0E1	LOC100268168,RPL26L1	SNORA74B	533	1	ENSG00000113732	ATP6V0E1	61.1169167639717	2
6_Peak_7683_lociStitched	chr10	3818166	3828460	6	7406	20265.7978	1340.2788	534	KLF6	KLF6	KLF6	534	1	ENSG00000067082	KLF6	220.962320472183	1
4_Peak_77138_lociStitched	chr8	134569590	134585407	4	5986	21507.9566	2586.0795	535	ST3GAL1		ST3GAL1	535	1	ENSG00000008513	ST3GAL1	70.7286287960979	1
11_Peak_7205_lociStitched	chr7	75992759	76023687	11	12590	24111.4688	5205.1824	536	SRCRB4D	ZP3,YWHAG	ZP3	536	1	ENSG00000188372	ZP3	2.83565795771593	1
31_Peak_63894_lociStitched	chr19	8016237	8094041	31	17248	26733.4544	7850.4236	537	ELAVL1	TIMM44,LOC645781,SNAPC2,CTXN1,MAP2K7,CCL25	ELAVL1	537	1	ENSG00000066044	ELAVL1	46.8426758921188	1
24_Peak_229201_lociStitched	chr10	643000	741608	24	10763	30016.2752	11162.4256	538	DIP2C,C10orf108		C10orf108	538	1	ENSG00000180525	PRR26	14.3587020366115	1
14_Peak_59256_lociStitched	chr7	150932173	150970693	14	12341	24171.3	5319.612	539	CHPF2,MIR671,SMARCD3	ASB10,ABCF2	SMARCD3	539	1	ENSG00000082014	SMARCD3	21.1217884022645	1
13_Peak_231988_lociStitched	chr19	54368193	54413062	13	12235	23363.2883	4590.0987	540	MYADM,PRKCG	MYADM,NLRP12,CACNG7	PRKCG	540	1	ENSG00000179820	MYADM	99.1240255667736	1
34_Peak_56011_lociStitched	chr21	45768783	45882998	34	18653	29284.726	10519.2015	541	LRRC3,TRPM2	PFKL,C21orf2	LRRC3	541	1	ENSG00000142185	TRPM2	8.28192165428144	1
21_Peak_89640_lociStitched	chr17	62763522	62812165	21	12924	22268.7654	3516.8889	542	LOC146880,PLEKHM1P		LOC146880	542	1	ENSG00000214176	PLEKHM1P1	22.7801449377714	2
23_Peak_96344_lociStitched	chr2	242465972	242550995	23	15100	26901.2772	8153.7057	543	BOK,THAP4,BOK-AS	ATG4B,STK25	BOK-AS	543	1	ENSG00000176720	BOK	12.7272456733682	1
17_Peak_19687_lociStitched	chr22	31440356	31501370	17	17369	24356.7888	5619.3894	544	SMTN,SELM	SMTN,INPP5J,PLA2G3	SMTN	544	1	ENSG00000183963	SMTN	37.0183246482918	1
23_Peak_40533_lociStitched	chr7	6416888	6500006	23	11559	30512.6178	11777.8206	545	RAC1,DAGLB	C7orf70,KDELR2,DAGLB	DAGLB	545	1	ENSG00000164535	DAGLB	24.0231121358767	1
Peak_4663	chr1	1365598	1374987	1	9390	19489.6862	820.5986	546	VWA1	TMEM88B,MRPL20,LOC441869,ATAD3B,ATAD3C,LOC148413,CCNL2	VWA1	546	1	ENSG00000179403	VWA1	42.962593007301	1
28_Peak_13850_lociStitched	chr12	120109940	120156622	28	16993	26510.7078	7847.2442	547	CIT,PRKAB1,MIR1178		MIR1178	547	1	ENSG00000255692		0.400354041085613	1
29_Peak_120795_lociStitched	chr19	2751400	2817642	29	18454	24390.3044	5743.1814	548	THOP1,SGTA	ZNF556,ZNF555,SLC39A3,GNG7,DIRAS1,ZNF554	THOP1	548	1	ENSG00000104969	SGTA	35.2806736680867	1
27_Peak_144740_lociStitched	chr15	74469319	74574840	27	17122	27319.3869	8705.4825	549	STRA6,CCDC33	ISLR2,CCDC33,LOC283731,ISLR,STRA6	CCDC33	549	1	ENSG00000137868	STRA6	7.20248493311756	1
12_Peak_15027_lociStitched	chr12	6376752	6405454	12	11122	22637.2674	4038.3714	550		PLEKHG6,TNFRSF1A	PLEKHG6	550	1	ENSG00000008323	PLEKHG6	7.15519346301525	1
Peak_503	chr8	21904817	21909992	1	5176	20500.245	1914.2325	551	FGF17	NPM2,EPB49,FAM160B2	EPB49	551	1	ENSG00000158856	DMTN	18.576163721791	2
28_Peak_107978_lociStitched	chr11	66799106	66866184	28	16230	23879.768	5299.162	552	RHOD,SYT12	KDM2A	RHOD	552	1	ENSG00000173156	RHOD	7.81415451269295	1
19_Peak_45006_lociStitched	chr1	9203297	9275639	19	14500	24957.99	6380.5644	553	MIR34A	GPR157,H6PD	MIR34A	553	1	ENSG00000228526	MIR34AHG	10.3403816746924	1
34_Peak_194751_lociStitched	chr11	76816508	76919956	34	19028	27165.4448	8606.8736	554	MYO7A,CAPN5	OMP	MYO7A	554	1	ENSG00000137474	MYO7A	6.78465513924711	1
18_Peak_202504_lociStitched	chr20	35060322	35129173	18	11105	25736.5038	7208.6997	555	DLGAP4	MYL9	DLGAP4	555	1	ENSG00000080845	DLGAP4	51.3809389344072	1
11_Peak_89445_lociStitched	chr11	65542802	65586072	11	12080	22149.913	3630.353	556	OVOL1,DKFZp761E198	CFL1,SNX32,MUS81	OVOL1	556	1	ENSG00000254470	AP5B1	13.9676342660136	1
48_Peak_43287_lociStitched	chr9	134453639	134554655	48	24761	28112.7528	9606.6216	557	RAPGEF1	UCK1	RAPGEF1	557	1	ENSG00000107263	RAPGEF1	30.2108168438422	1
27_Peak_61566_lociStitched	chr19	42529278	42634066	27	16040	29099.6276	10594.0668	558	ZNF574,GRIK5,POU2F2	ATP1A3,MIR4323	ZNF574	558	1	ENSG00000105732	ZNF574	8.68526664770755	1
13_Peak_989_lociStitched	chr14	102394680	102457799	13	8331	24597.4743	6109.9192	559	DYNC1H1		DYNC1H1	559	1	ENSG00000197102	DYNC1H1	235.644210287844	1
51_Peak_26987_lociStitched	chr14	64321968	64406366	51	23611	27555.947	9072.785	560	SYNE2	SYNE2	SYNE2	560	1	ENSG00000054654	SYNE2	456.043288200622	1
18_Peak_200592_lociStitched	chr19	48975654	49025762	18	16605	23285.1876	4810.368	561	CYTH2,LMTK3	SULT2B1,GRWD1,KCNJ14	LMTK3	561	1	ENSG00000142235	LMTK3	5.71914403153171	1
30_Peak_286280_lociStitched	chr10	105295210	105381716	30	20657	29126.5702	10657.5392	562	SH3PXD2A,NEURL		NEURL	562	1	ENSG00000273108		3.51681665474736	1
30_Peak_85432_lociStitched	chr2	9868002	9986114	30	18483	28358.6912	9897.7856	563	TAF1B		TAF1B	563	1	ENSG00000115750	TAF1B	15.5044484272374	1
7_Peak_460_lociStitched	chr8	26297471	26324028	7	6899	27566.166	9106.3953	564		DPYSL2,PNMA2	PNMA2	564	1	ENSG00000240694	PNMA2	6.06142705789897	1
18_Peak_146398_lociStitched	chr16	89950493	90004405	18	10742	22281.8296	3833.1432	565	TUBB3,MC1R,TCF25	DEF8,AFG3L1P,CENPBD1	MC1R	565	1	ENSG00000198211		12.7000908383069	1
Peak_1417	chr17	40825021	40832828	1	7808	19476.9036	1031.3047	566	CCR10,PLEKHH3	TUBG2,CNTNAP1	PLEKHH3	566	1	ENSG00000068137	PLEKHH3	15.561135640475	1
28_Peak_156664_lociStitched	chr17	18861912	18927595	28	20189	25806.8507	7363.0643	567	SLC5A10,FAM83G,GRAP		FAM83G	567	1	ENSG00000188522	FAM83G	10.2636414743078	1
16_Peak_40270_lociStitched	chr17	27275825	27324322	16	13775	24510.3838	6154.2693	568	PHF12,SEZ6	PIPOX,DHRS13,SEZ6	PHF12	568	1	ENSG00000109118	PHF12	40.3556873414298	1
19_Peak_178923_lociStitched	chr8	21589781	21654057	19	8658	37035.8312	18685.0332	569	GFRA2	GFRA2	GFRA2	569	1	ENSG00000130227	XPO7	46.8078960065489	3
25_Peak_85268_lociStitched	chr2	26919059	27001376	25	17237	25839.3063	7490.847	570	C2orf18,KCNK3	CENPA	C2orf18	570	1	ENSG00000213699	SLC35F6	40.5402067720882	2
Peak_2469	chr17	46671295	46678219	1	6925	19254.9516	909.8136	571	HOXB6,LOC404266	HOXB3,MIR196A1,HOXB2,HOXB5,HOXB9,MIR10A,HOXB4,HOXB8,HOXB7	LOC404266	571	1	ENSG00000120093	HOXB3	39.1205771098268	2
28_Peak_61494_lociStitched	chr17	57860237	57938218	28	18153	26911.2431	8671.4872	572	TUBD1,MIR21,TMEM49	RPS6KB1,TUBD1	MIR21	572	1	ENSG00000199004	NA	0.639508359319616	1
17_Peak_21482_lociStitched	chr3	48439269	48478288	17	10288	22314.9661	4077.4855	573	PLXNB1,CCDC51	CCDC72,ATRIP,FBXW12,TREX1	PLXNB1	573	1	ENSG00000164050	PLXNB1	191.249375592619	1
28_Peak_216915_lociStitched	chr11	74973899	75059472	28	20201	25962.8482	7770.0284	574	ARRB1,MIR326	LOC441617	MIR326	574	1	ENSG00000254963		0.647280612327459	1
36_Peak_249848_lociStitched	chr16	4689763	4756560	36	25885	23599.3801	5437.2758	575	MGRN1,NUDT16L1,ANKS3	C16orf71,NUDT16L1,FAM100A	NUDT16L1	575	1	ENSG00000168101	NUDT16L1	9.65206903711322	1
9_Peak_1781_lociStitched	chr5	137768406	137803968	9	11228	22276.0368	4135.8606	576	KDM3B,REEP2,EGR1		REEP2	576	1	ENSG00000132563	REEP2	2.92567884526247	1
11_Peak_16286_lociStitched	chr7	129571821	129614227	11	7299	24078.1268	5970.7648	577	UBE2H		UBE2H	577	1	ENSG00000186591	UBE2H	130.681658387015	1
5_Peak_163_lociStitched	chr12	56117621	56147560	5	6163	22672.8047	4619.5877	578	GDF11,SARNP,CD63,RDH5	METTL7B,ITGA7,BLOC1S1,CD63	GDF11	578	1	ENSG00000135404	CD63	373.965211711896	1
21_Peak_104923_lociStitched	chr20	31033473	31081287	21	20211	22630.3662	4614.051	579	C20orf112		C20orf112	579	1	ENSG00000236772		2.1605013011169	1
11_Peak_205930_lociStitched	chr6	35439202	35474195	11	9874	21699.1593	3688.2622	580	TULP1,TEAD3	FANCE,RPL10A	TEAD3	580	1	ENSG00000007866	TEAD3	22.0247887171753	1
Peak_2511	chr19	46268116	46275362	1	7247	18865.6856	865.897	581	SIX5,DMPK	FBXO46,DMPK,DMWD,RSPH6A	SIX5	581	1	ENSG00000177045	SIX5	14.9648546450541	1
20_Peak_159700_lociStitched	chr17	21276293	21327947	20	12261	28275.3996	10289.4768	582	KCNJ18,KCNJ12		KCNJ18	582	1	ENSG00000184185	KCNJ12	0.868008133453212	1
34_Peak_126765_lociStitched	chr2	3632514	3716000	34	20202	24912.2224	6937.6866	583	COLEC11,ALLC	RPS7,RNASEH1	ALLC	583	1	ENSG00000118004	COLEC11	13.1418628809665	1
13_Peak_210892_lociStitched	chr3	46701947	46756501	13	9171	23720.0792	5749.9916	584	PRSS50,TMIE,ALS2CL	LOC100132146,PRSS45,ALS2CL	ALS2CL	584	1	ENSG00000178038	ALS2CL	51.3119059015263	1
28_Peak_51042_lociStitched	chr3	13344982	13456921	28	15265	35137.6521	17171.4426	585	NUP210		NUP210	585	1	ENSG00000132182	NUP210	25.8424183905731	1
4_Peak_57469_lociStitched	chr13	50697874	50713952	4	6824	19809.7038	1848.97	586	DLEU2	DLEU1,ST13P4	DLEU2	586	1	ENSG00000231607	DLEU2	8.21091317944622	1
22_Peak_55620_lociStitched	chr22	39117512	39184232	22	11588	24786.48	6832.128	587	SUN2,GTPBP1,DNAL4	TOMM22,JOSD1	SUN2	587	1	ENSG00000100242	SUN2	47.4257677876202	1
7_Peak_25993_lociStitched	chr8	41417309	41439867	7	4124	29898.3732	11964.7632	588	AGPAT6	GINS4	AGPAT6	588	1	ENSG00000158669	GPAT4	61.1425600932103	2
26_Peak_57770_lociStitched	chr2	85932484	86024404	26	15429	29515.512	11591.112	589	ATOH8	SFTPB,GNLY	ATOH8	589	1	ENSG00000168874	ATOH8	1.69526264642159	1
Peak_4156	chr11	287805	297511	1	9707	18905.3468	990.9826	590	ATHL1	IFITM3,IFITM1,IFITM5,NLRP6,IFITM2	ATHL1	590	1	ENSG00000142102	PGGHG	82.9554314428477	1
31_Peak_87840_lociStitched	chr22	49964307	50064994	31	19087	28726.0011	10813.7838	591	C22orf34		C22orf34	591	1	ENSG00000188511	C22orf34	0.765177544145568	1
29_Peak_183074_lociStitched	chr22	47512291	47604075	29	17582	28095.0824	10197.2024	592	TBC1D22A		TBC1D22A	592	1	ENSG00000054611	TBC1D22A	23.0493614881469	1
20_Peak_125321_lociStitched	chr14	102495710	102558598	20	9564	23702.4872	5873.7392	593	HSP90AA1,DYNC1H1	WDR20	HSP90AA1	593	1	ENSG00000080824	HSP90AA1	1188.54533586706	1
21_Peak_19885_lociStitched	chr17	70536118	70614642	21	13700	27012.256	9195.1604	594	LOC100499467,FLJ26484		LOC100499467	594	1	ENSG00000227036	LINC00511	12.0247001253451	2
9_Peak_54932_lociStitched	chr6	10381536	10426896	9	10448	21509.712	3710.448	595	LOC100130275,TFAP2A	C6orf218	LOC100130275	595	1	ENSG00000137203	TFAP2A	19.384350969175	1
18_Peak_53303_lociStitched	chr11	75247412	75296630	18	13678	22202.2398	4429.62	596	SERPINH1	GDPD5	SERPINH1	596	1	ENSG00000149257	SERPINH1	75.3493558443953	1
15_Peak_45478_lociStitched	chr15	96879841	96910163	15	14764	20388.5128	2619.8208	597	NR2F2	MIR1469	NR2F2	597	1	ENSG00000185551	NR2F2	109.550421333738	1
17_Peak_49581_lociStitched	chr7	129986843	130028010	17	15747	23885.0934	6125.6496	598	CPA5,CPA1	CPA5	CPA1	598	1	ENSG00000128607	KLHDC10	43.749907002203	3
37_Peak_120412_lociStitched	chr14	105789459	105862866	37	29888	24818.9067	7091.1162	599	PACS2	MTA1,BRF1,LOC647310	LOC647310	599	1	ENSG00000179364	PACS2	56.1838402463436	2
14_Peak_183712_lociStitched	chr1	200862538	200889050	14	15014	20986.8992	3276.8832	600	C1orf106	GPR25	C1orf106	600	1	ENSG00000163362	INAVA	26.5434729239761	2
9_Peak_231499_lociStitched	chr1	159886342	159919956	9	8495	22131.4576	4450.4936	601	TAGLN2,IGSF9	SLAMF9,CCDC19	TAGLN2	601	1	ENSG00000158710	TAGLN2	219.747857476533	1
29_Peak_236566_lociStitched	chr19	42837642	42928843	29	17203	26256.7679	8582.0141	602	MEGF8,LIPE,CNFN	CIC,PAFAH1B3,TMEM145,CXCL17,PRR19	CNFN	602	1	ENSG00000105427	CNFN	0.890796579252056	1
29_Peak_180419_lociStitched	chr16	89102599	89188428	29	17465	24135.1148	6462.9237	603	ACSF3	CDH15,C16orf81	ACSF3	603	1	ENSG00000176715	ACSF3	27.5592582371395	1
22_Peak_33827_lociStitched	chr18	11972375	12039213	22	16837	23373.2486	5701.2814	604	IMPA2		IMPA2	604	1	ENSG00000141401	IMPA2	13.1483677728546	1
43_Peak_60634_lociStitched	chr22	45261040	45387046	43	20503	31110.8814	13470.0414	605	PHF21B		PHF21B	605	1	ENSG00000056487	PHF21B	0.400354041085613	1
16_Peak_36450_lociStitched	chr1	17017630	17054610	16	17577	23718.972	6090.606	606	ESPNP	MST1P2,MST1P9	ESPNP	606	1	ENSG00000268869	ESPNP	0.379078154374608	1
24_Peak_252671_lociStitched	chr19	8249145	8334247	24	12391	25913.559	8297.445	607	LASS4	CD320,FBN3	LASS4	607	1	ENSG00000090661	CERS4	13.9743713370166	1
12_Peak_43003_lociStitched	chr2	85169634	85203616	12	7625	21993.1504	4387.0762	608	KCMF1	TMSB10	KCMF1	608	1	ENSG00000176407	KCMF1	30.5430361958849	1
6_Peak_49427_lociStitched	chr6	32153667	32189172	6	9239	21459.222	3855.843	609	PBX2,GPSM3,NOTCH4	AGPAT1,RNF5,PPT2,EGFL8,RNF5P1,PRRT1,AGER,LOC100507547	GPSM3	609	1	ENSG00000213654	GPSM3	5.28661469689459	1
12_Peak_20933_lociStitched	chr1	150941075	150975134	12	7701	21688.7712	4090.4859	610	LASS2,FAM63A,ANXA9	LASS2,BNIPL,FAM63A,SETDB1,PRUNE,C1orf56	ANXA9	610	1	ENSG00000143412	ANXA9	5.67131591543186	1
Peak_1446	chr9	131934973	131942084	1	7112	18234.7373	638.5678	611	IER5L		IER5L	611	1	ENSG00000188483	IER5L	14.0197059306297	1
Peak_596	chr2	114033310	114037776	1	4467	18073.4554	492.1532	612	LOC440839,PAX8	LOC654433	PAX8	612	1	ENSG00000125618	PAX8	255.079159125164	1
5_Peak_6009_lociStitched	chr10	112253615	112272620	5	2353	20295.4395	2715.8145	613	DUSP5		DUSP5	613	1	ENSG00000138166	DUSP5	22.2451537506053	1
6_Peak_44264_lociStitched	chr4	4854234	4875562	6	10197	19555.6432	1977.1056	614	MSX1		MSX1	614	1	ENSG00000163132	MSX1	2.50242401472893	1
Peak_592	chr22	43038996	43046356	1	7361	18557.504	988.448	615	CYB5R3	RNU12,CYB5R3,POLDIP3,ATP5L2	CYB5R3	615	1	ENSG00000100243	CYB5R3	60.7411917477496	1
16_Peak_24613_lociStitched	chr3	49481645	49533277	16	10359	22805.8544	5271.6272	616	DAG1	TCTA,NICN1,RHOA,DAG1,AMT	DAG1	616	1	ENSG00000173402	DAG1	60.051012331083	1
28_Peak_60334_lociStitched	chr19	33726425	33801230	28	18075	25037.2335	7517.9025	617	LOC80054,CEBPA	SLC7A10,LRP3	CEBPA	617	1	ENSG00000245848	CEBPA	4.22579065343465	1
Peak_1464	chr17	1386072	1392877	1	6806	18336.753	839.0565	618	MYO1C	LOC100306951,INPP5K,CRK	MYO1C	618	1	ENSG00000197879	MYO1C	99.6086319139889	1
31_Peak_31583_lociStitched	chr7	157544611	157670428	31	18594	32813.0736	15324.5106	619	PTPRN2		MIR153-2	619	1	ENSG00000233038		0.630146212825762	1
11_Peak_104916_lociStitched	chr2	97192885	97224732	11	10374	21872.5196	4388.5166	620	ARID5A	NEURL3	ARID5A	620	1	ENSG00000196843	ARID5A	7.66620623922071	1
10_Peak_1005_lociStitched	chr12	121415066	121448308	10	8837	22278.7884	4820.09	621	C12orf43,HNF1A	OASL,NCRNA00262	HNF1A	621	1	ENSG00000135100	HNF1A	3.77635210548027	1
