#ClearCell_3172_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/ClearCell_3172_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by ClearCell_3172_IP.nodup.bam
#Using cutoff of 10392.3752 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ClearCell_3172_IP.nodup.bam	ClearCell_3172_Input.nodup.bam	enhancerRank	isSuper
1_Peak_3395_lociStitched	chr6	32095181	32098848	1	3668	4705.8611	480.7437	2568	0
6_Peak_17807_lociStitched	chr6	27247221	27264390	6	4750	6235.7808	2012.2068	2569	0
4_Peak_13000_lociStitched	chr17	79392090	79398189	4	4846	4768.8081	545.2506	2570	0
7_Peak_31410_lociStitched	chr1	31250237	31272578	7	4172	6639.7452	2417.2962	2571	0
6_Peak_16750_lociStitched	chr12	1904830	1923182	6	6384	5632.2288	1411.2688	2572	0
3_Peak_19030_lociStitched	chr12	59989405	59993148	3	2216	4823.2298	607.1146	2573	0
9_Peak_22460_lociStitched	chr6	109258851	109288773	9	6134	8028.0726	3812.0628	2574	0
6_Peak_32944_lociStitched	chr20	41919580	41935734	6	6320	6392.1378	2179.1746	2575	0
6_Peak_36933_lociStitched	chr20	21156364	21166542	6	5110	5528.6896	1316.0154	2576	0
4_Peak_71931_lociStitched	chr9	34180764	34198980	4	3951	6335.5248	2123.9856	2577	0
6_Peak_42861_lociStitched	chr8	22228200	22255929	6	5709	6860.1546	2650.8924	2578	0
8_Peak_50533_lociStitched	chr8	20157832	20170861	8	6474	5619.4077	1412.3436	2579	0
4_Peak_92680_lociStitched	chr10	73390057	73412954	4	3702	6827.8854	2623.9962	2580	0
10_Peak_35353_lociStitched	chr5	157447970	157485324	10	5375	9077.022	4874.697	2581	0
9_Peak_47439_lociStitched	chr16	84628253	84649050	9	5431	5665.1028	1466.1885	2582	0
5_Peak_27378_lociStitched	chr18	46355878	46386796	5	4264	7049.304	2850.6396	2583	0
3_Peak_78993_lociStitched	chr11	57404855	57413749	3	4480	4930.8336	737.3126	2584	0
1_Peak_1999_lociStitched	chr12	122709320	122710753	1	1434	4451.7578	264.3885	2585	0
Peak_16421	chr14	100759127	100765390	1	6264	4762.3852	580.5801	2586	0
Peak_11597	chr8	142275143	142277728	1	2586	4739.0805	560.428	2587	0
3_Peak_7163_lociStitched	chr10	72112650	72124419	3	2112	5846.8392	1668.8442	2588	0
6_Peak_9827_lociStitched	chr2	242156479	242170299	6	3938	5414.676	1236.89	2589	0
4_Peak_54001_lociStitched	chr16	10832041	10847818	4	2993	5461.9974	1284.2478	2590	0
12_Peak_25644_lociStitched	chr13	40845683	40880961	12	6924	7200.2398	3023.3246	2591	0
5_Peak_16537_lociStitched	chr12	108696531	108710176	5	5639	6051.5575	1874.823	2592	0
Peak_6422	chr19	49990217	49994363	1	4147	4436.6346	260.3688	2593	0
4_Peak_49474_lociStitched	chr22	36588754	36599383	4	3101	5457.9915	1281.8574	2594	0
7_Peak_98232_lociStitched	chr1	54791911	54822422	7	4282	6950.4058	2776.501	2595	0
Peak_19383	chr22	46480296	46484427	1	4132	4762.2168	590.733	2596	0
3_Peak_10185_lociStitched	chr17	46023764	46031069	3	4033	5436.381	1265.9565	2597	0
7_Peak_91845_lociStitched	chr15	101584849	101611610	7	4208	6893.6336	2724.2698	2598	0
4_Peak_46711_lociStitched	chr1	15269120	15281677	4	2595	5346.7706	1179.1023	2599	0
6_Peak_40868_lociStitched	chr3	44924250	44936562	6	5065	5263.38	1098.2304	2600	0
8_Peak_14995_lociStitched	chr10	13307140	13314527	8	5083	5188.6288	1023.8382	2601	0
12_Peak_33425_lociStitched	chr8	19500058	19537216	12	6167	7951.812	3790.116	2602	0
2_Peak_60704_lociStitched	chr17	43448422	43451801	2	2733	4695.1205	533.882	2603	0
5_Peak_65331_lociStitched	chr16	89306740	89328985	5	4087	5421.1065	1261.2915	2604	0
5_Peak_51877_lociStitched	chr12	121890119	121917130	5	3708	7495.5525	3335.8585	2605	0
2_Peak_59857_lociStitched	chr22	20858273	20864631	2	587	5023.4558	864.0522	2606	0
4_Peak_70280_lociStitched	chr1	167409722	167425703	4	3198	5618.9196	1460.6634	2607	0
6_Peak_95868_lociStitched	chr8	143455135	143476910	6	4803	7111.715	2959.2225	2608	0
4_Peak_15088_lociStitched	chr20	34015853	34022592	4	5764	4902.6225	754.0941	2609	0
6_Peak_17721_lociStitched	chr1	42127098	42138503	6	3822	5569.0615	1421.063	2610	0
5_Peak_31370_lociStitched	chr12	131332714	131349151	5	4926	6801.6306	2662.794	2611	0
5_Peak_26125_lociStitched	chr5	72570586	72582432	5	3383	5824.6782	1690.4242	2612	0
8_Peak_62992_lociStitched	chr21	43146835	43184792	8	4400	7545.8516	3412.3343	2613	0
3_Peak_63538_lociStitched	chr11	15985502	15990670	3	3167	4712.1824	579.3328	2614	0
1_Peak_7428_lociStitched	chr19	36133882	36136279	1	2398	4479.5136	350.2017	2615	0
9_Peak_28054_lociStitched	chr18	55565191	55588935	9	5899	6743.296	2614.2144	2616	0
Peak_8656	chr12	54410262	54414203	1	3942	4556.9783	427.9926	2617	0
4_Peak_45669_lociStitched	chr19	13063281	13076624	4	2588	5238.4618	1110.1376	2618	0
8_Peak_57421_lociStitched	chr6	71088863	71110194	8	4787	6853.6503	2726.1018	2619	0
6_Peak_155984_lociStitched	chr3	52067054	52087749	6	4643	5974.6465	1848.0635	2620	0
5_Peak_75072_lociStitched	chr19	17484558	17514775	5	3877	6659.8268	2547.2931	2621	0
8_Peak_92604_lociStitched	chr9	92167403	92183666	8	5797	5420.4579	1310.7978	2622	0
4_Peak_50701_lociStitched	chr12	110474093	110487089	4	2584	5985.9576	1892.2176	2623	0
2_Peak_88923_lociStitched	chr15	31726790	31734290	2	2544	5268	1176	2624	0
5_Peak_53539_lociStitched	chr11	57501188	57514340	5	2771	5133.2256	1041.6384	2625	0
5_Peak_29018_lociStitched	chr19	40166843	40200182	5	2630	9338.2539	5247.5586	2626	0
8_Peak_19429_lociStitched	chr12	112082679	112092533	8	4240	5366.4884	1280.0346	2627	0
8_Peak_48092_lociStitched	chr6	14298820	14311984	8	5238	5368.2792	1282.1736	2628	0
5_Peak_25526_lociStitched	chr22	20225505	20234558	5	7505	5244.4029	1160.5946	2629	0
10_Peak_58091_lociStitched	chr2	19962306	20007989	10	5397	9894.9378	5815.4459	2630	0
6_Peak_20671_lociStitched	chr21	44151621	44168080	6	5167	5716.2107	1637.6705	2631	0
7_Peak_34558_lociStitched	chr17	76640113	76663477	7	5826	5647.0788	1570.0608	2632	0
11_Peak_33988_lociStitched	chr11	121446083	121468699	11	6149	6418.4208	2343.0176	2633	0
8_Peak_43813_lociStitched	chr18	74805021	74827386	8	6180	6239.835	2164.932	2634	0
7_Peak_32851_lociStitched	chr19	5794140	5809645	7	5367	5301.1595	1227.996	2635	0
3_Peak_32554_lociStitched	chr2	26909020	26919279	3	2434	5278.2555	1206.4584	2636	0
3_Peak_126493_lociStitched	chr1	3375059	3388376	3	3932	4941.9387	870.9318	2637	0
5_Peak_40326_lociStitched	chr1	12584885	12610633	5	5483	6784.598	2713.8392	2638	0
2_Peak_17993_lociStitched	chr13	99424580	99438164	2	4315	5041.0224	972.6144	2639	0
6_Peak_10945_lociStitched	chr18	72208255	72215043	6	5388	4673.538	605.4896	2640	0
4_Peak_49294_lociStitched	chr17	81006340	81023366	4	3357	5255.9262	1188.4148	2641	0
6_Peak_26708_lociStitched	chr19	16438383	16454036	6	6161	5466.0276	1399.3782	2642	0
5_Peak_91813_lociStitched	chr14	23531131	23549494	5	1870	5984.5017	1918.9335	2643	0
5_Peak_148592_lociStitched	chr6	135191189	135197089	5	4396	4757.17	693.25	2644	0
13_Peak_27131_lociStitched	chr5	81700538	81719714	13	5697	6590.7912	2531.232	2645	0
5_Peak_23619_lociStitched	chr2	85534334	85553018	5	4757	6180.6672	2122.5024	2646	0
4_Peak_51438_lociStitched	chr6	168148609	168162484	4	4285	5742.8625	1685.8125	2647	0
8_Peak_19913_lociStitched	chr1	244483133	244504046	8	5759	6361.7346	2308.7952	2648	0
3_Peak_4970_lociStitched	chr2	19547183	19556233	3	2464	5197.415	1144.825	2649	0
5_Peak_7283_lociStitched	chr1	182112497	182119249	5	3575	4958.6688	916.2464	2650	0
9_Peak_92496_lociStitched	chr7	30549051	30591184	9	4843	8258.068	4217.5133	2651	0
5_Peak_153319_lociStitched	chr5	141736084	141759850	5	3154	6763.8036	2723.5836	2652	0
2_Peak_4254_lociStitched	chr21	37527694	37529928	2	2074	4268.2804	231.8892	2653	0
8_Peak_51311_lociStitched	chr11	48147426	48172899	8	5389	7247.0685	3212.1453	2654	0
7_Peak_38062_lociStitched	chr17	2792344	2803948	7	5240	5188.1484	1153.4376	2655	0
2_Peak_6071_lociStitched	chr4	184718214	184723277	2	2292	4490.881	456.6826	2656	0
3_Peak_20631_lociStitched	chr17	81146101	81152131	3	5350	4404.915	371.448	2657	0
8_Peak_58302_lociStitched	chr6	41650317	41675521	8	5870	6724.4272	2696.828	2658	0
5_Peak_51145_lociStitched	chr3	58161137	58175283	5	4860	5627.2788	1601.3272	2659	0
5_Peak_52111_lociStitched	chr2	62432076	62455592	5	4756	7369.9144	3343.9752	2660	0
3_Peak_57544_lociStitched	chr17	7455022	7464386	3	4840	4902.9904	877.4068	2661	0
8_Peak_33678_lociStitched	chr11	107706048	107727630	8	6059	6196.1922	2171.1492	2662	0
4_Peak_15497_lociStitched	chr1	145382238	145399836	4	4310	5789.742	1766.8392	2663	0
8_Peak_26775_lociStitched	chr2	121845675	121863689	8	5366	6398.5728	2379.6494	2664	0
7_Peak_22119_lociStitched	chr12	131912613	131930189	7	4823	5543.4704	1527.3544	2665	0
6_Peak_22512_lociStitched	chr5	32295122	32304051	6	4309	5077.9223	1062.551	2666	0
4_Peak_48881_lociStitched	chr20	25199094	25214632	4	3596	5983.6838	1970.2184	2667	0
Peak_4131	chr22	35772326	35774268	1	1943	4291.82	281.0074	2668	0
9_Peak_10725_lociStitched	chr1	66735750	66748787	9	4762	5556.3694	1546.1882	2669	0
2_Peak_32475_lociStitched	chr10	88148956	88161522	2	2966	5547.889	1538.0784	2670	0
6_Peak_42867_lociStitched	chr8	23180477	23201887	6	4850	6065.453	2057.501	2671	0
6_Peak_22882_lociStitched	chr4	24324364	24332563	6	4461	4366.7874	362.3958	2672	0
1_Peak_5580_lociStitched	chr6	157007539	157009690	1	2152	4270.5954	269.3052	2673	0
8_Peak_115548_lociStitched	chr17	27547257	27579374	8	4380	9082.6876	5084.1211	2674	0
7_Peak_24096_lociStitched	chr1	9121684	9145219	7	5093	5740.1865	1743.9435	2675	0
6_Peak_26500_lociStitched	chr11	11830793	11839657	6	4053	5079.072	1083.1808	2676	0
6_Peak_46143_lociStitched	chr10	13913597	13934473	6	4600	6928.7444	2935.1656	2677	0
3_Peak_38191_lociStitched	chr19	50829097	50837403	3	3332	4490.2236	496.6988	2678	0
8_Peak_51563_lociStitched	chr10	78912295	78921293	8	5091	5277.327	1284.0146	2679	0
6_Peak_37463_lociStitched	chr8	17385412	17401229	6	5810	5675.1396	1682.9288	2680	0
4_Peak_8111_lociStitched	chr20	30606053	30629021	4	3504	6878.916	2887.0776	2681	0
1_Peak_637_lociStitched	chr6	4018130	4019323	1	1194	4174.7842	183.9606	2682	0
4_Peak_16264_lociStitched	chr3	50477957	50489113	4	4982	4922.0272	931.526	2683	0
6_Peak_32577_lociStitched	chr20	62503986	62522773	6	4348	5807.0617	1816.7029	2684	0
6_Peak_108506_lociStitched	chr5	32024388	32043498	6	4753	6638.814	2648.646	2685	0
8_Peak_36026_lociStitched	chr6	30781230	30807800	8	5199	7046.364	3058.207	2686	0
3_Peak_27354_lociStitched	chr17	17684532	17698648	3	4745	4870.02	882.25	2687	0
7_Peak_24000_lociStitched	chr19	46045850	46072722	7	5247	6210.1192	2227.6888	2688	0
5_Peak_33338_lociStitched	chr20	45162515	45192205	5	4273	7576.888	3595.459	2689	0
9_Peak_42239_lociStitched	chr16	57165252	57185773	9	7567	5415.4919	1434.4179	2690	0
13_Peak_30440_lociStitched	chr5	74746011	74778631	13	6928	9172.744	5193.104	2691	0
5_Peak_49356_lociStitched	chr2	120990233	121003839	5	5481	5443.7606	1465.3662	2692	0
7_Peak_76561_lociStitched	chr20	46815171	46853402	7	3126	8326.7118	4350.6878	2693	0
4_Peak_91753_lociStitched	chr12	132280625	132316242	4	3832	8248.8972	4274.04	2694	0
6_Peak_40553_lociStitched	chr17	64935382	64956675	6	4014	7009.6556	3038.5111	2695	0
4_Peak_58481_lociStitched	chr19	2968468	2984542	4	4099	5498.9154	1528.6374	2696	0
1_Peak_4395_lociStitched	chr22	19158364	19160125	1	1762	4217.9472	249.1815	2697	0
4_Peak_39289_lociStitched	chr1	159837087	159843424	4	5429	4819.9222	852.9602	2698	0
Peak_9431	chr2	219161090	219164355	1	3266	4270.9465	304.6245	2699	0
2_Peak_36238_lociStitched	chr19	19776957	19783590	2	968	4649.0697	687.1788	2700	0
5_Peak_24935_lociStitched	chr7	26526520	26539659	5	4034	5158.3714	1199.5907	2701	0
Peak_7153	chr8	142384168	142387099	1	2932	4441.0512	482.7357	2702	0
9_Peak_22147_lociStitched	chr2	114589351	114609138	9	5075	6262.5855	2307.1642	2703	0
1_Peak_4534_lociStitched	chr13	42613556	42616302	1	2747	4100.0526	147.7348	2704	0
3_Peak_4789_lociStitched	chr6	80017674	80023725	3	2413	4699.8117	749.1138	2705	0
8_Peak_23954_lociStitched	chr6	33790454	33815658	8	5218	6391.7344	2442.2676	2706	0
5_Peak_12809_lociStitched	chr19	46219972	46232590	5	5785	4936.1616	986.7276	2707	0
7_Peak_40652_lociStitched	chr1	110325333	110337526	7	5448	5321.0252	1371.7125	2708	0
3_Peak_34489_lociStitched	chr16	75025496	75046885	3	2498	5916.1974	1967.788	2709	0
4_Peak_29266_lociStitched	chr12	49188085	49209923	4	3733	6055.6774	2107.367	2710	0
3_Peak_40557_lociStitched	chr19	1360571	1374650	3	4713	5251.467	1310.7549	2711	0
7_Peak_28683_lociStitched	chr15	57832806	57847762	7	5834	5242.078	1304.1632	2712	0
7_Peak_14999_lociStitched	chr1	42192916	42218151	7	4457	6333.985	2397.325	2713	0
4_Peak_48643_lociStitched	chr1	41499090	41513409	4	3489	5528.5659	1592.2728	2714	0
3_Peak_56765_lociStitched	chr5	134557328	134569413	3	4486	5619.525	1683.4405	2715	0
1_Peak_3544_lociStitched	chrX	24042542	24044442	1	1901	4057.64	123.88	2716	0
3_Peak_15899_lociStitched	chr6	106429093	106443309	3	4108	5851.3056	1917.7384	2717	0
4_Peak_69827_lociStitched	chr3	128323026	128337288	4	3218	5813.1912	1879.7316	2718	0
5_Peak_19118_lociStitched	chr1	32580451	32599859	5	4576	5651.6096	1721.4896	2719	0
5_Peak_56654_lociStitched	chr22	38808434	38830241	5	4902	6629.328	2699.7066	2720	0
2_Peak_37182_lociStitched	chr5	133794087	133802812	2	3626	4897.3425	971.965	2721	0
9_Peak_56875_lociStitched	chr7	130568724	130585535	9	6243	5381.2011	1455.8326	2722	0
7_Peak_51871_lociStitched	chr10	112595431	112620931	7	4972	7142.55	3218.1	2723	0
3_Peak_29635_lociStitched	chr8	8241351	8251567	3	3122	4872.0104	950.088	2724	0
5_Peak_48087_lociStitched	chr5	488303	504520	5	2804	5361.3402	1440.0696	2725	0
4_Peak_42811_lociStitched	chr7	155387148	155413426	4	3743	5605.0974	1684.4198	2726	0
3_Peak_15969_lociStitched	chr22	43186698	43202824	3	4460	5771.4954	1852.8774	2727	0
5_Peak_133333_lociStitched	chr19	3603104	3618892	5	2216	5186.358	1267.7764	2728	0
6_Peak_16924_lociStitched	chr12	12161529	12171816	6	4770	5123.9547	1206.6651	2729	0
12_Peak_17678_lociStitched	chr18	29945992	29976380	12	5613	7147.2576	3230.2444	2730	0
2_Peak_60866_lociStitched	chr6	137537904	137545888	2	756	5176.0272	1261.472	2731	0
6_Peak_19451_lociStitched	chr19	19077353	19096163	6	4836	5671.215	1756.854	2732	0
5_Peak_29439_lociStitched	chr19	16389705	16408421	5	5182	5691.5356	1778.02	2733	0
3_Peak_62675_lociStitched	chr17	14200618	14213302	3	1441	4903.6344	995.694	2734	0
3_Peak_13877_lociStitched	chr19	29583574	29598102	3	4295	5232.9856	1326.4064	2735	0
3_Peak_9959_lociStitched	chr2	219506679	219511653	3	3620	4532.3088	627.2214	2736	0
6_Peak_95529_lociStitched	chr5	176273762	176297448	6	4175	6110.988	2207.5352	2737	0
5_Peak_33944_lociStitched	chr5	1376068	1391961	5	3110	6149.0017	2247.2702	2738	0
2_Peak_37596_lociStitched	chr1	11967836	11970020	2	2066	4055.4696	153.972	2739	0
7_Peak_24529_lociStitched	chr2	112456313	112464865	7	5467	5026.0104	1125.4432	2740	0
6_Peak_22635_lociStitched	chr6	110882685	110895516	6	5050	5564.8047	1665.4638	2741	0
7_Peak_38961_lociStitched	chr5	180030079	180053972	7	2866	6135.7224	2236.3848	2742	0
10_Peak_141633_lociStitched	chr17	58679417	58699320	10	4234	6882.4574	2983.4597	2743	0
2_Peak_77702_lociStitched	chr17	45885546	45891196	2	3669	4922.845	1024.345	2744	0
8_Peak_176981_lociStitched	chr2	99121617	99136016	8	5225	5792.7177	1894.9084	2745	0
Peak_9869	chr19	39208521	39211546	1	3026	4263.1325	366.63	2746	0
4_Peak_66105_lociStitched	chr2	242784773	242805844	4	3029	5497.4239	1601.396	2747	0
10_Peak_45546_lociStitched	chr11	10612555	10629479	10	5812	6175.5676	2279.6628	2748	0
2_Peak_14542_lociStitched	chr14	102783081	102791245	2	1270	4712.2608	821.2984	2749	0
6_Peak_17122_lociStitched	chr8	102363373	102374287	6	4257	5948.13	2059.4718	2750	0
7_Peak_17868_lociStitched	chr10	126548402	126567476	7	4552	6334.4754	2447.1942	2751	0
4_Peak_5052_lociStitched	chr2	99484400	99491087	4	3493	4695.6114	809.127	2752	0
5_Peak_90715_lociStitched	chr10	45905032	45921744	5	4683	5573.452	1687.912	2753	0
Peak_7416	chr2	241517138	241520467	1	3330	4227.83	342.887	2754	0
5_Peak_34175_lociStitched	chr1	17941947	17971172	5	4849	6493.795	2612.715	2755	0
6_Peak_31810_lociStitched	chr16	49677806	49712044	6	3110	6111.483	2235.7414	2756	0
5_Peak_21329_lociStitched	chr5	34695046	34723175	5	3442	7873.3071	3999.9438	2757	0
9_Peak_55104_lociStitched	chr7	116505126	116527835	9	4927	5695.4172	1823.5327	2758	0
2_Peak_9452_lociStitched	chr22	51051226	51062165	2	3500	5164.3019	1292.9898	2759	0
10_Peak_85025_lociStitched	chr22	18514872	18547376	10	4069	7888.7208	4020.7448	2760	0
8_Peak_18881_lociStitched	chr15	58576289	58603759	8	6189	6128.557	2271.769	2761	0
4_Peak_37928_lociStitched	chr15	68119961	68136751	4	3323	5223.369	1366.706	2762	0
6_Peak_30749_lociStitched	chr13	29137763	29153879	6	5794	5236.0884	1379.5296	2763	0
2_Peak_88812_lociStitched	chr18	24229365	24237496	2	2193	5363.2076	1506.6743	2764	0
4_Peak_92581_lociStitched	chr8	90809113	90816739	4	4178	4704.4794	849.5364	2765	0
8_Peak_22185_lociStitched	chr6	34623674	34650401	8	4454	6930.3111	3076.2777	2766	0
6_Peak_65879_lociStitched	chr19	606999	625430	6	6747	5241.7764	1387.8543	2767	0
1_Peak_876_lociStitched	chr20	1305608	1307279	1	1672	4113.3336	261.3444	2768	0
4_Peak_14418_lociStitched	chr10	22614255	22630431	4	4225	6138.792	2288.904	2769	0
3_Peak_39359_lociStitched	chr6	421876	432011	3	2186	4753.315	904.042	2770	0
2_Peak_30313_lociStitched	chr1	32816392	32819494	2	2846	4138.3782	290.3472	2771	0
3_Peak_43717_lociStitched	chr13	113545686	113560799	3	4319	4881.499	1033.7292	2772	0
4_Peak_11038_lociStitched	chr19	48222177	48247590	4	4079	5707.7598	1860.2316	2773	0
6_Peak_19621_lociStitched	chr22	23951853	23971040	6	4973	6769.1736	2924.0988	2774	0
5_Peak_44613_lociStitched	chr3	45178803	45183771	5	3880	4387.7376	543.0024	2775	0
1_Peak_10230_lociStitched	chr6	157039949	157043342	1	3394	4302.6633	460.7694	2776	0
8_Peak_40302_lociStitched	chr10	80487708	80524184	8	4982	8287.3472	4446.4244	2777	0
3_Peak_41420_lociStitched	chr15	74609665	74632522	3	5997	5389.6806	1549.7046	2778	0
Peak_9978	chr6	31789003	31791115	1	2113	4160.0064	320.6016	2779	0
6_Peak_34176_lociStitched	chr1	179776326	179795523	6	4662	5576.7285	1741.1679	2780	0
9_Peak_31239_lociStitched	chr18	3639051	3666301	9	4377	7556.425	3722.35	2781	0
3_Peak_22518_lociStitched	chr7	26433182	26439987	3	2805	4668.23	836.3345	2782	0
7_Peak_13744_lociStitched	chr9	36267422	36275405	7	5429	4740.3054	908.4654	2783	0
7_Peak_69979_lociStitched	chr12	122581669	122607927	7	3854	7260.337	3431.9206	2784	0
3_Peak_32144_lociStitched	chr8	42122536	42135378	3	2267	4957.012	1130.096	2785	0
3_Peak_11475_lociStitched	chr15	28339731	28352967	3	3684	5124.9792	1298.4516	2786	0
5_Peak_80772_lociStitched	chr17	74683013	74697881	5	6277	4802.364	978.3144	2787	0
9_Peak_33883_lociStitched	chr2	31605645	31635277	9	5032	7541.344	3718.816	2788	0
4_Peak_18207_lociStitched	chrX	13708639	13714927	4	5547	4319.856	497.3808	2789	0
2_Peak_106701_lociStitched	chr9	131177826	131190016	2	1167	4722.406	900.841	2790	0
2_Peak_19207_lociStitched	chr19	55644810	55658750	2	2262	4837.18	1017.62	2791	0
3_Peak_27545_lociStitched	chr7	64019717	64030848	3	1840	4986.688	1167.6419	2792	0
3_Peak_29349_lociStitched	chr16	1230259	1244257	3	4960	4554.9492	737.6946	2793	0
2_Peak_38065_lociStitched	chr17	3790323	3798898	2	2033	4565.33	755.4575	2794	0
4_Peak_20996_lociStitched	chr11	762455	775774	4	4601	5066.5476	1257.3136	2795	0
6_Peak_39022_lociStitched	chr7	31027606	31036414	6	5840	4751.0352	945.0984	2796	0
3_Peak_54195_lociStitched	chr17	16310194	16323297	3	2329	4689.5637	887.0731	2797	0
2_Peak_72616_lociStitched	chr8	131450280	131456498	2	2216	4863.0978	1060.7908	2798	0
5_Peak_88887_lociStitched	chr17	44337150	44357747	5	3356	9614.6796	5814.5331	2799	0
6_Peak_24285_lociStitched	chr21	43870347	43896283	6	3875	6572.1824	2777.7456	2800	0
2_Peak_19757_lociStitched	chr20	4018591	4023111	2	2761	4245.636	454.26	2801	0
5_Peak_42221_lociStitched	chr16	3199283	3211944	5	5964	4661.7802	876.1412	2802	0
8_Peak_19393_lociStitched	chr5	176418383	176429310	8	5016	4969.5996	1186.6722	2803	0
8_Peak_45709_lociStitched	chr3	183684796	183725644	8	4870	10015.9296	6233.4048	2804	0
7_Peak_39578_lociStitched	chr15	80772230	80800274	7	4913	5880.8268	2100.4956	2805	0
8_Peak_62994_lociStitched	chr21	43580350	43615889	8	3706	6979.8596	3202.0639	2806	0
2_Peak_1902_lociStitched	chr16	4223709	4234785	2	1882	4705.0848	928.1688	2807	0
5_Peak_56889_lociStitched	chr7	42923256	42933600	5	3130	4815.132	1038.5376	2808	0
Peak_14932	chr19	39155083	39158801	1	3719	4350.4318	574.0592	2809	0
2_Peak_10638_lociStitched	chr1	112049748	112059185	2	3906	4520.323	747.4104	2810	0
5_Peak_199575_lociStitched	chr3	38039380	38062108	5	4116	5763.8208	1990.9728	2811	0
3_Peak_117761_lociStitched	chr22	46365144	46373848	3	4638	4748.032	979.2	2812	0
5_Peak_17986_lociStitched	chr13	114516071	114526403	5	7501	4592.574	824.4936	2813	0
7_Peak_34314_lociStitched	chr12	6988517	7011387	7	4850	5411.042	1646.64	2814	0
5_Peak_46057_lociStitched	chr8	61222236	61235502	5	3252	5976.333	2216.7486	2815	0
1_Peak_1829_lociStitched	chr21	30448739	30450279	1	1541	3947.944	190.036	2816	0
4_Peak_80766_lociStitched	chr17	74511128	74527906	4	3920	4919.3096	1166.071	2817	0
4_Peak_149002_lociStitched	chr22	38314406	38340283	4	3137	7015.2547	3263.0897	2818	0
7_Peak_38568_lociStitched	chr9	90207733	90231280	7	3423	5834.9466	2083.9095	2819	0
4_Peak_19471_lociStitched	chr3	127487429	127510050	4	2856	6573.6626	2827.625	2820	0
5_Peak_54087_lociStitched	chr16	57333051	57352932	5	4342	5377.8105	1636.2063	2821	0
5_Peak_26511_lociStitched	chr1	180126167	180139698	5	5022	5286.5617	1546.5933	2822	0
3_Peak_5379_lociStitched	chr17	27135927	27141111	3	1875	4511.1168	771.8976	2823	0
2_Peak_48476_lociStitched	chrX	41297425	41305218	2	5349	4406.9415	667.8601	2824	0
4_Peak_154081_lociStitched	chr9	92040111	92053456	4	4838	4672.0845	935.4845	2825	0
4_Peak_57832_lociStitched	chr1	46932170	46956622	4	3626	5836.6924	2100.4268	2826	0
Peak_7579	chr8	144949977	144953496	1	3520	4183.0353	446.913	2827	0
Peak_7611	chr6	31153172	31155617	1	2446	4008.333	276.774	2828	0
4_Peak_25231_lociStitched	chr1	15058098	15070387	4	4731	5037.2611	1308.7785	2829	0
5_Peak_10646_lociStitched	chr20	50061235	50080039	5	4092	6045.486	2320.4136	2830	0
12_Peak_27067_lociStitched	chr2	114548792	114576508	12	4787	7026.006	3303.7472	2831	0
2_Peak_18838_lociStitched	chr1	33358480	33370474	2	1730	4803.597	1084.2576	2832	0
4_Peak_15173_lociStitched	chr22	39918271	39925873	4	4618	4622.7762	903.8778	2833	0
1_Peak_11080_lociStitched	chr10	43185549	43188213	1	2665	4064.9976	346.5864	2834	0
7_Peak_71149_lociStitched	chr15	99267453	99281855	7	4401	5609.579	1895.3032	2835	0
9_Peak_28788_lociStitched	chr3	71179462	71194720	9	5096	5474.5704	1760.7732	2836	0
7_Peak_25150_lociStitched	chr18	3688028	3712493	7	3951	7567.0245	3853.2375	2837	0
8_Peak_34977_lociStitched	chr9	75140440	75170535	8	5675	6130.3515	2416.6285	2838	0
5_Peak_13163_lociStitched	chr19	4309932	4328289	5	3736	5081.2176	1367.5965	2839	0
4_Peak_34908_lociStitched	chr7	75228110	75254076	4	3980	5442.4736	1729.3356	2840	0
9_Peak_16893_lociStitched	chr2	230612929	230620485	9	5063	4536.6224	831.16	2841	0
1_Peak_5817_lociStitched	chr9	13278073	13279940	1	1868	3990.8992	287.518	2842	0
1_Peak_2101_lociStitched	chr8	101224918	101226086	1	1169	3924.8304	222.3872	2843	0
4_Peak_17972_lociStitched	chr11	124939423	124953690	4	4933	4943.5155	1241.229	2844	0
4_Peak_18980_lociStitched	chr7	155743421	155756015	4	4656	4615.701	915.5838	2845	0
6_Peak_28570_lociStitched	chr10	29632836	29649598	6	4576	5621.9748	1924.2776	2846	0
2_Peak_10219_lociStitched	chr10	133906558	133910968	2	3851	4178.475	481.131	2847	0
9_Peak_35487_lociStitched	chr6	108311887	108325003	9	5397	5284.4364	1589.6592	2848	0
1_Peak_9189_lociStitched	chr9	139794854	139798189	1	3336	3940.9695	246.79	2849	0
1_Peak_3707_lociStitched	chr6	12008535	12009803	1	1269	3826.6972	132.7596	2850	0
5_Peak_49979_lociStitched	chr4	674481	693848	5	2804	5016.053	1324.7028	2851	0
5_Peak_68423_lociStitched	chr2	95958271	95981383	5	3130	6388.1568	2697.1704	2852	0
3_Peak_92605_lociStitched	chr9	94174040	94184099	3	2051	4585.8981	897.2628	2853	0
5_Peak_54822_lociStitched	chr3	14410793	14426820	5	4521	5143.0643	1456.8543	2854	0
