seqnames	start	end	width	strand	nj	nSNV	nSamples	p.value	p.adjust
chr2	113982784	113983736	953	*	953	1	1	0.0776645324535948	0.253650932488231
chr2	113992533	113993781	1249	*	1249	1	1	0.10053665237713	0.253650932488231
chr2	114045835	114046913	1079	*	1079	1	1	0.0874708858535876	0.253650932488231
chr2	114646126	114649069	2944	*	2944	1	1	0.221004231207399	0.264614932635969
chr2	118571888	118573426	1539	*	1539	1	1	0.122395000483851	0.253650932488231
chr2	118845225	118847644	2420	*	2420	1	1	0.185594548290244	0.254554738795704
chr2	119980488	119982451	1964	*	1964	1	1	0.153472751004625	0.253650932488231
chr2	120040275	120042416	2142	*	2142	1	1	0.166159582709508	0.253650932488231
chr2	120301482	120302779	1298	*	1298	1	1	0.10426781626748	0.253650932488231
chr2	120468920	120470601	1682	*	1682	1	1	0.13297707083588	0.253650932488231
chr2	121100873	121103869	2997	*	2997	1	1	0.224498868530305	0.266208765888356
chr2	121227695	121228979	1285	*	1285	1	1	0.103279426731787	0.253650932488231
chr2	121522225	121523828	1604	*	1604	1	1	0.127220949350649	0.253650932488231
chr2	121669158	121669827	670	*	670	1	1	0.0552532801635132	0.253650932488231
chr2	122287177	122289942	2766	*	2766	1	1	0.209151857524672	0.259168757172413
chr2	127851583	127852915	1333	*	1333	1	1	0.106923453467596	0.253650932488231
chr2	127862934	127865707	2774	*	2774	1	1	0.209688398422471	0.259219933657312
chr2	128394279	128396983	2705	*	2705	1	1	0.205048737426246	0.257707482692365
chr2	128432726	128433725	1000	*	1000	1	1	0.0813347208663937	0.253650932488231
chr2	128567510	128569671	2162	*	2162	1	1	0.16757313432437	0.253650932488231
chr2	128587760	128588597	838	*	838	1	1	0.0686223339833807	0.253650932488231
chr2	128848088	128849630	1543	*	1543	1	1	0.122692750987566	0.253650932488231
chr2	129059031	129059807	777	*	777	1	1	0.0637901111893864	0.253650932488231
chr2	129061962	129065029	3068	*	3068	1	1	0.229155808432895	0.268864702645474
chr2	129075969	129077468	1500	*	1500	1	1	0.119486631968317	0.253650932488231
chr2	129104530	129106470	1941	*	1941	1	1	0.151819420623195	0.253650932488231
chr2	129125704	129129038	3335	*	3335	3	3	0.00233645990025	0.253650932488231
chr2	129134882	129139480	4599	*	4599	1	1	0.323044011423087	0.338863176930919
chr2	130634572	130635434	863	*	863	1	1	0.0705955402411308	0.253650932488231
chr2	131580929	131582339	1411	*	1411	1	1	0.112813440278836	0.253650932488231
chr2	131582102	131583383	1282	*	1282	2	2	0.00502111992807575	0.253650932488231
chr2	131818898	131819714	817	*	817	1	1	0.0669616036114754	0.253650932488231
chr2	131861338	131862127	790	*	790	1	1	0.0648220269108486	0.253650932488231
chr2	131861751	131864687	2937	*	2937	2	2	0.0241283141453544	0.253650932488231
chr2	133172952	133175143	2192	*	2192	1	1	0.169688969962042	0.253650932488231
chr2	136498878	136500644	1767	*	1767	1	1	0.139206550079173	0.253650932488231
chr2	136632804	136634487	1684	*	1684	1	1	0.133124163442657	0.253650932488231
chr2	136741954	136744312	2359	*	2359	1	1	0.18136920691596	0.25416783259685
chr2	137013456	137014431	976	*	976	1	1	0.0794624105086258	0.253650932488231
chr2	137200383	137201519	1137	*	1137	1	1	0.091949811275292	0.253650932488231
chr2	145272777	145276527	3751	*	3751	1	1	0.272550178029566	0.297885352603684
chr2	148600961	148603323	2363	*	2363	1	1	0.181646948874052	0.25439227276141
chr2	151333291	151334084	794	*	794	1	1	0.0651393105552029	0.253650932488231
chr2	152265878	152267634	1757	*	1757	1	1	0.138475999501767	0.253650932488231
chr2	154728434	154729216	783	*	783	1	1	0.0642665213982336	0.253650932488231
chr2	158484619	158486106	1488	*	1488	1	1	0.118589811765678	0.253650932488231
chr2	160009581	160010995	1415	*	1415	1	1	0.113114441578045	0.253650932488231
chr2	160568069	160570163	2095	*	2095	1	1	0.162828280757453	0.253650932488231
chr2	160918168	160919980	1813	*	1813	1	1	0.142559111839057	0.253650932488231
chr2	161061247	161062890	1644	*	1644	1	1	0.13017756429178	0.253650932488231
chr2	161077456	161079174	1719	*	1719	1	1	0.13569424829754	0.253650932488231
chr2	161114418	161115318	901	*	901	1	1	0.0735868103675366	0.253650932488231
chr2	164204322	164205586	1265	*	1265	1	1	0.101756697388598	0.253650932488231
chr2	164592083	164593902	1820	*	1820	1	1	0.143068138341802	0.253650932488231
chr2	165696782	165699262	2481	*	2481	1	1	0.189798080675814	0.254585534407146
chr2	168148724	168149682	959	*	959	1	1	0.0781338823696479	0.253650932488231
chr2	170218178	170219131	954	*	954	1	1	0.0777427740307796	0.253650932488231
chr2	170589767	170591552	1786	*	1786	1	1	0.140592889919814	0.253650932488231
chr2	171829209	171831077	1869	*	1869	1	1	0.146622872647719	0.253650932488231
chr2	172378403	172381062	2660	*	2660	1	1	0.202008207027185	0.256990964986977
chr2	172777858	172780413	2556	*	2556	1	1	0.194936632851847	0.2555384889528
chr2	173117966	173118785	820	*	820	1	1	0.0671990319843471	0.253650932488231
chr2	173939903	173942011	2109	*	2109	1	1	0.163821972816885	0.253650932488231
chr2	174218979	174220535	1557	*	1557	1	1	0.123734082445602	0.253650932488231
chr2	174827780	174831493	3714	*	3714	1	1	0.270263243970811	0.296488248776604
chr2	175112287	175114198	1912	*	1912	1	1	0.14973018338022	0.253650932488231
chr2	175546286	175548252	1967	*	1967	1	1	0.153688165062716	0.253650932488231
chr2	175869738	175870603	866	*	866	1	1	0.070832043893579	0.253650932488231
chr2	176986732	176989244	2513	*	2513	1	1	0.191994529072334	0.254585534407146
chr2	177000147	177002428	2282	*	2282	1	1	0.176004263743593	0.253650932488231
chr2	177501805	177503289	1485	*	1485	1	1	0.118365464028057	0.253650932488231
chr2	178030192	178031636	1445	*	1445	1	1	0.115368698556551	0.253650932488231
chr2	178103700	178104824	1125	*	1125	1	1	0.0910249442785779	0.253650932488231
chr2	178104356	178105586	1231	*	1231	1	1	0.0991621208337613	0.253650932488231
chr2	178117073	178118089	1017	*	1017	1	1	0.0826586361836944	0.253650932488231
chr2	179314327	179317379	3053	*	3053	1	1	0.228174283534014	0.26840154161371
chr2	182725829	182726453	625	*	625	1	1	0.0516398119468884	0.253650932488231
chr2	183988502	183990071	1570	*	1570	1	1	0.124699926309582	0.253650932488231
chr2	187350058	187352064	2007	*	2007	1	1	0.156555120008724	0.253650932488231
chr2	191272139	191274305	2167	*	2167	1	1	0.167926147648089	0.253650932488231
chr2	191512178	191515353	3176	*	3176	1	1	0.236186037586601	0.273329029936725
chr2	191583535	191584393	859	*	859	1	1	0.0702801083940109	0.253650932488231
chr2	197457012	197458770	1759	*	1759	1	1	0.138622159201552	0.253650932488231
chr2	197790252	197792622	2371	*	2371	1	1	0.182202150128484	0.254405857228992
chr2	198062969	198064177	1209	*	1209	1	1	0.0974792849611972	0.253650932488231
chr2	198070637	198071709	1073	*	1073	1	1	0.0870062896883422	0.253650932488231
chr2	198119481	198120455	975	*	975	1	1	0.0793843148203177	0.253650932488231
chr2	198173968	198176393	2426	*	2426	2	2	0.0169153022511632	0.253650932488231
chr2	200775433	200777180	1748	*	1748	1	1	0.137817973884968	0.253650932488231
chr2	201170416	201172833	2418	*	2418	1	1	0.185456358925848	0.254554738795704
chr2	201242568	201243596	1029	*	1029	1	1	0.0835920157597067	0.253650932488231
chr2	201675359	201677878	2520	*	2520	1	1	0.19247420785223	0.254585534407146
chr2	201827361	201829375	2015	*	2015	1	1	0.157127344496397	0.253650932488231
chr2	202016296	202017763	1468	*	1468	1	1	0.117093081126257	0.253650932488231
chr2	202121248	202124635	3388	*	3388	1	1	0.249800205072822	0.281810849688763
chr2	203129028	203131803	2776	*	2776	1	1	0.209822476760807	0.259264531653767
chr2	203239359	203242851	3493	*	3493	1	1	0.256452944945469	0.286203866632879
chr2	203244330	203245064	735	*	735	1	1	0.0604484412718927	0.253650932488231
chr2	203735288	203737114	1827	*	1827	1	1	0.143576862656975	0.253650932488231
chr2	205409370	205411348	1979	*	1979	1	1	0.1545492732748	0.253650932488231
chr2	206579049	206580447	1399	*	1399	2	2	0.00594206225302907	0.253650932488231
chr2	206610133	206615195	5063	*	5063	1	1	0.349173207918476	0.362577917528686
chr2	206840118	206840950	833	*	833	1	1	0.0682271903016162	0.253650932488231
chr2	208396444	208397765	1322	*	1322	1	1	0.106089674130249	0.253650932488231
chr2	208684806	208685665	860	*	860	1	1	0.0703589763907635	0.253650932488231
chr2	209130271	209131925	1655	*	1655	1	1	0.130988876067767	0.253650932488231
chr2	213401525	213404541	3017	*	3017	1	1	0.225813521614979	0.266769380499799
chr2	214015822	214017549	1728	*	1728	1	1	0.136353894762137	0.253650932488231
chr2	216922160	216923395	1236	*	1236	1	1	0.0995441457142276	0.253650932488231
chr2	217501817	217502882	1066	*	1066	1	1	0.0864639618602127	0.253650932488231
chr2	217639181	217640189	1009	*	1009	1	1	0.0820358550452825	0.253650932488231
chr2	217744867	217746431	1565	*	1565	1	1	0.124328573950183	0.253650932488231
chr2	218714249	218715430	1182	*	1182	1	1	0.0954096892176511	0.253650932488231
chr2	218715176	218716048	873	*	873	1	1	0.0713836517323125	0.253650932488231
chr2	218792052	218794611	2560	*	2560	2	2	0.018701872047991	0.253650932488231
chr2	218794473	218795645	1173	*	1173	1	1	0.094718769873724	0.253650932488231
chr2	218842556	218844280	1725	*	1725	1	1	0.13613406856498	0.253650932488231
chr2	218844095	218845477	1383	*	1383	3	3	0.000186485010791437	0.164448698682916
chr2	219080724	219083735	3012	*	3012	1	1	0.225485067426519	0.266769380499799
chr2	219149737	219153501	3765	*	3765	1	1	0.273413634229903	0.298397594618485
chr2	219259456	219260254	799	*	799	1	1	0.0655357637366215	0.253650932488231
chr2	219259782	219266872	7091	*	7091	2	2	0.113241264078312	0.253650932488231
chr2	219860731	219861639	909	*	909	1	1	0.074215323653213	0.253650932488231
chr2	220070533	220073440	2908	*	2908	1	1	0.218621538448111	0.263331194746241
chr2	220111988	220120294	8307	*	8307	2	2	0.146042831582938	0.253650932488231
chr2	220407124	220409555	2432	*	2432	2	2	0.0169936533033284	0.253650932488231
chr2	227655294	227657869	2576	*	2576	1	1	0.196301400736806	0.2555384889528
chr2	228189126	228191167	2042	*	2042	1	1	0.1590557375373	0.253650932488231
chr2	230931581	230933927	2347	*	2347	1	1	0.180535415334372	0.253920163450322
chr2	231523773	231525745	1973	*	1973	1	1	0.154118828744921	0.253650932488231
chr2	231729224	231732157	2934	*	2934	1	1	0.220343101863604	0.264421717387238
chr2	231733093	231734090	998	*	998	1	1	0.0811788405603988	0.253650932488231
chr2	232185476	232186451	976	*	976	1	1	0.0794624105086258	0.253650932488231
chr2	232259303	232262061	2759	*	2759	1	1	0.208682085443391	0.259065442064989
chr2	232327829	232330841	3013	*	3013	1	1	0.225550769410244	0.266769380499799
chr2	232347213	232349063	1851	*	1851	1	1	0.145318768613869	0.253650932488231
chr2	232467451	232471162	3712	*	3712	1	1	0.270139421299584	0.296481805240024
chr2	232481908	232482957	1050	*	1050	1	1	0.0852231453877852	0.253650932488231
chr2	232504283	232509692	5410	*	5410	1	1	0.368052490132395	0.379012402742409
chr2	232534332	232540502	6171	*	6171	1	1	0.407560899141988	0.414693214876972
chr2	232569942	232577869	7928	*	7928	3	3	0.0241724059371222	0.253650932488231
chr2	233180188	233181719	1532	*	1532	1	1	0.121873693920653	0.253650932488231
chr2	233740005	233742435	2431	*	2431	1	1	0.186354170836497	0.254554738795704
chr2	233792762	233793489	728	*	728	1	1	0.0598903378035925	0.253650932488231
chr2	233842783	233843942	1160	*	1160	1	1	0.0937198435082691	0.253650932488231
chr2	233923839	233927755	3917	*	3917	1	1	0.282722588655488	0.305594528411887
chr2	233940053	233941343	1291	*	1291	2	1	0.103735741966965	0.253650932488231
chr2	233946149	233950456	4308	*	4308	2	2	0.0482927638058325	0.253650932488231
chr2	234118853	234120168	1316	*	1316	2	2	0.00528134888930687	0.253650932488231
chr2	234119752	234120285	534	*	534	1	1	0.0442902875517956	0.253650932488231
chr2	234119914	234120785	872	*	872	1	1	0.071304870665987	0.253650932488231
chr2	235111321	235112234	914	*	914	1	1	0.074607927903654	0.253650932488231
chr2	235197791	235198690	900	*	900	1	1	0.0735082162106777	0.253650932488231
chr2	235859381	235863062	3682	*	3682	1	1	0.268279557986826	0.295230270654804
chr2	235863185	235864228	1044	*	1044	1	1	0.084757404829901	0.253650932488231
chr2	235888948	235892126	3179	*	3179	1	1	0.236380403763785	0.273374582800915
chr2	236401750	236405135	3386	*	3386	1	1	0.249672910206838	0.281727312412962
chr2	236848225	236849347	1123	*	1123	1	1	0.0908707082221529	0.253650932488231
chr2	237993484	237995338	1855	*	1855	1	1	0.145608741628267	0.253650932488231
chr2	238064075	238066518	2444	*	2444	1	1	0.187250993154709	0.254554738795704
chr2	238166647	238167379	733	*	733	1	1	0.0602890169551151	0.253650932488231
chr2	238167309	238168166	858	*	858	1	1	0.0702012337063302	0.253650932488231
chr2	238319698	238323087	3390	*	3390	1	1	0.249927478342913	0.281857600455885
chr2	238508231	238509080	850	*	850	1	1	0.0695699952633614	0.253650932488231
chr2	238581551	238584527	2977	*	2977	1	1	0.223181983021299	0.265838782567693
chr2	238604623	238606848	2226	*	2226	2	2	0.0143936337624978	0.253650932488231
chr2	238606594	238607696	1103	*	1103	1	1	0.0893269075214543	0.253650932488231
chr2	238610130	238613391	3262	*	3262	2	1	0.241738298668291	0.276369347073018
chr2	238773785	238775834	2050	*	2050	1	1	0.159626265512708	0.253650932488231
chr2	239193403	239199161	5759	*	5759	1	1	0.386488220734502	0.395227904117945
chr2	239208054	239209336	1283	*	1283	1	1	0.103127270031704	0.253650932488231
chr2	239228008	239230695	2688	*	2688	1	1	0.203901456605233	0.257357492103599
chr2	239592482	239593208	727	*	727	1	1	0.0598105816784837	0.253650932488231
chr2	239772237	239774077	1841	*	1841	2	2	0.0100494784260674	0.253650932488231
chr2	240143388	240144329	942	*	942	1	1	0.0768034368868955	0.253650932488231
chr2	240185579	240190973	5395	*	5395	1	1	0.367247823998166	0.378257394739011
chr2	240196817	240197954	1138	*	1138	1	1	0.0920268410344507	0.253650932488231
chr2	241172233	241173082	850	*	850	1	1	0.0695699952633614	0.253650932488231
chr2	241189785	241192392	2608	*	2608	1	1	0.198480218704937	0.255949021976072
chr2	241194441	241196714	2274	*	2274	1	1	0.175444854757022	0.253650932488231
chr2	241308630	241310716	2087	*	2087	1	1	0.162259926623517	0.253650932488231
chr2	241490693	241491683	991	*	991	1	1	0.0806330511664397	0.253650932488231
chr2	241503584	241509467	5884	*	5884	1	1	0.392959637845961	0.401225288275372
chr2	242210514	242213098	2585	*	2585	1	1	0.196914791239601	0.2555384889528
chr2	242446611	242449218	2608	*	2608	1	1	0.198480218704937	0.255949021976072
chr2	242479968	242480859	892	*	892	1	1	0.0728792228712331	0.253650932488231
chr2	242575362	242578035	2674	*	2674	1	1	0.202955393954243	0.257357492103599
chr2	242832669	242833565	897	*	897	1	1	0.0732723937316643	0.253650932488231
chr2	242833171	242834446	1276	*	1276	1	1	0.102594518234775	0.253650932488231
chr3	3167434	3169900	2467	*	2467	1	1	0.188835257942381	0.254554738795704
chr3	3220617	3221924	1308	*	1308	1	1	0.105027374519658	0.253650932488231
chr3	4791186	4795646	4461	*	4461	1	1	0.315072305754391	0.331750760148554
chr3	4798806	4800687	1882	*	1882	2	2	0.0104791135744637	0.253650932488231
chr3	4800413	4801194	782	*	782	2	2	0.0019191061674908	0.253650932488231
chr3	5018174	5023093	4920	*	4920	1	1	0.341229825259113	0.355402953827946
chr3	5022685	5024217	1533	*	1533	1	1	0.121948185241406	0.253650932488231
chr3	8485246	8486612	1367	*	1367	1	1	0.109495675976102	0.253650932488231
chr3	9177093	9178619	1527	*	1527	1	1	0.121501142511811	0.253650932488231
chr3	9393305	9394589	1285	*	1285	1	1	0.103279426731787	0.253650932488231
chr3	9464188	9465125	938	*	938	1	1	0.0764901119462851	0.253650932488231
chr3	9904494	9905213	720	*	720	1	1	0.0592520993149029	0.253650932488231
chr3	9944143	9945248	1106	*	1106	1	1	0.0895586446411714	0.253650932488231
chr3	9973870	9976581	2712	*	2712	1	1	0.205520666473051	0.257707482692365
chr3	10156424	10158360	1937	*	1937	1	1	0.151531555459611	0.253650932488231
chr3	10222035	10223458	1424	*	1424	1	1	0.113791321168355	0.253650932488231
chr3	10593123	10595278	2156	*	2156	1	1	0.167149320635969	0.253650932488231
chr3	11171768	11173040	1273	*	1273	1	1	0.102366099171495	0.253650932488231
chr3	11242375	11244249	1875	*	1875	2	2	0.0104051929365967	0.253650932488231
chr3	11329785	11330926	1142	*	1142	1	1	0.0923348947324018	0.253650932488231
chr3	11330841	11331878	1038	*	1038	1	1	0.0842914271494164	0.253650932488231
chr3	11608826	11611690	2865	*	2865	1	1	0.215765991147399	0.261799598949037
chr3	11679365	11681650	2286	*	2286	1	1	0.176283825899306	0.253650932488231
chr3	11681314	11681999	686	*	686	1	1	0.0565347481918463	0.253650932488231
chr3	11759807	11763224	3418	*	3418	1	1	0.25170703860611	0.282816296722219
chr3	12229343	12231001	1659	*	1659	1	1	0.131283710873889	0.253650932488231
chr3	12703221	12704072	852	*	852	1	1	0.0697278450389744	0.253650932488231
chr3	12703745	12706812	3068	*	3068	1	1	0.229155808432895	0.268864702645474
chr3	13002181	13002905	725	*	725	1	1	0.05965104912887	0.253650932488231
chr3	13055046	13062323	7278	*	7278	2	2	0.118153184986965	0.253650932488231
chr3	13066147	13067806	1660	*	1660	1	1	0.131357403944338	0.253650932488231
chr3	13151699	13153625	1927	*	1927	1	1	0.150811465045206	0.253650932488231
chr3	13153222	13154001	780	*	780	1	1	0.0640283466054494	0.253650932488231
chr3	13323365	13324773	1409	*	1409	1	1	0.112662901322434	0.253650932488231
chr3	13460441	13462773	2333	*	2333	1	1	0.179561585092132	0.253920163450322
chr3	13462322	13463270	949	*	949	1	1	0.0773514997613829	0.253650932488231
chr3	13548537	13550044	1508	*	1508	1	1	0.120084005101836	0.253650932488231
chr3	13621299	13622488	1190	*	1190	1	1	0.0960233970477906	0.253650932488231
chr3	13717202	13718473	1272	*	1272	1	1	0.102289946564437	0.253650932488231
chr3	13891764	13893565	1802	*	1802	1	1	0.141758602075005	0.253650932488231
chr3	13893240	13896647	3408	*	3408	2	2	0.0316883461645361	0.253650932488231
chr3	14412574	14414812	2239	*	2239	3	3	0.000753083244057873	0.253650932488231
chr3	14496473	14497994	1522	*	1522	1	1	0.121128433045351	0.253650932488231
chr3	14501476	14502851	1376	*	1376	2	2	0.00575537606188647	0.253650932488231
chr3	14851264	14852331	1068	*	1068	1	1	0.0866189455321705	0.253650932488231
chr3	14851958	14853417	1460	*	1460	2	2	0.00645043199031203	0.253650932488231
chr3	15332274	15333218	945	*	945	1	1	0.0770383608285783	0.253650932488231
chr3	15688248	15689231	984	*	984	1	1	0.0800869375678639	0.253650932488231
chr3	16305363	16307486	2124	*	2124	1	1	0.164885334060321	0.253650932488231
chr3	19987318	19990072	2755	*	2755	1	1	0.208413518977169	0.258914282439118
chr3	20080894	20083488	2595	*	2595	1	1	0.197595787198655	0.255669494932413
chr3	24562493	24564145	1653	*	1653	1	1	0.130841421142683	0.253650932488231
chr3	25830958	25832440	1483	*	1483	1	1	0.118215867146185	0.253650932488231
chr3	32456133	32457098	966	*	966	1	1	0.078681155414748	0.253650932488231
chr3	32511391	32512683	1293	*	1293	1	1	0.103887795438263	0.253650932488231
chr3	32611136	32613214	2079	*	2079	1	1	0.161691186635144	0.253650932488231
chr3	33700753	33701649	897	*	897	1	1	0.0732723937316643	0.253650932488231
chr3	36985051	36987293	2243	*	2243	1	1	0.173273555443637	0.253650932488231
chr3	37539879	37540588	710	*	710	1	1	0.0584536918431651	0.253650932488231
chr3	38039382	38040774	1393	*	1393	1	1	0.111457669735864	0.253650932488231
chr3	38070418	38073083	2666	*	2666	1	1	0.202414282033754	0.257260140821665
chr3	39182260	39185003	2744	*	2744	1	1	0.207674491114258	0.258405863388968
chr3	41158135	41159350	1216	*	1216	1	1	0.098015073456445	0.253650932488231
chr3	41158932	41160008	1077	*	1077	1	1	0.0873160467399586	0.253650932488231
chr3	42631108	42633592	2485	*	2485	1	1	0.190072962917508	0.254585534407146
chr3	42692644	42697438	4795	*	4795	1	1	0.334206937083754	0.349050316642349
chr3	42844480	42846935	2456	*	2456	1	1	0.18807795174759	0.254554738795704
chr3	42852623	42853503	881	*	881	1	1	0.0720136597230391	0.253650932488231
chr3	43020649	43021701	1053	*	1053	1	1	0.0854559267834616	0.253650932488231
chr3	43326891	43329450	2560	*	2560	1	1	0.195209771705002	0.2555384889528
chr3	43431195	43432136	942	*	942	1	1	0.0768034368868955	0.253650932488231
chr3	44482078	44483094	1017	*	1017	1	1	0.0826586361836944	0.253650932488231
chr3	45105092	45105938	847	*	847	1	1	0.0693331703782355	0.253650932488231
chr3	45168548	45170036	1489	*	1489	1	1	0.118664581657654	0.253650932488231
chr3	45174988	45175715	728	*	728	1	1	0.0598903378035925	0.253650932488231
chr3	45175326	45176512	1187	*	1187	1	1	0.0957933054191229	0.253650932488231
chr3	45179660	45181942	2283	*	2283	1	1	0.176074163176356	0.253650932488231
chr3	45634237	45636526	2290	*	2290	1	1	0.176563293206229	0.253650932488231
chr3	46132126	46133023	898	*	898	1	1	0.0733510078933076	0.253650932488231
chr3	46754481	46756352	1872	*	1872	1	1	0.146840029780349	0.253650932488231
chr3	46975824	46977572	1749	*	1749	1	1	0.137891112654882	0.253650932488231
chr3	47019803	47024673	4871	*	4871	2	2	0.0599471464796877	0.253650932488231
chr3	47203958	47207448	3491	*	3491	1	1	0.256326778924943	0.286203866632879
chr3	48228505	48230183	1679	*	1679	1	1	0.132756385126525	0.253650932488231
chr3	48544107	48546033	1927	*	1927	1	1	0.150811465045206	0.253650932488231
chr3	48595426	48595984	559	*	559	1	1	0.0463150434097079	0.253650932488231
chr3	49054568	49060995	6428	*	6428	1	1	0.420337586283635	0.426463311414518
chr3	49202561	49204556	1996	*	1996	1	1	0.155767676966067	0.253650932488231
chr3	49255126	49256349	1224	*	1224	1	1	0.0986270136966716	0.253650932488231
chr3	49313768	49315745	1978	*	1978	1	1	0.154477547733999	0.253650932488231
chr3	49382493	49385296	2804	*	2804	1	1	0.211697186846336	0.260002278459601
chr3	50191574	50195407	3834	*	3834	1	1	0.277654289701961	0.301485111939832
chr3	50202597	50206525	3929	*	3929	1	1	0.283452406488294	0.30613322774639
chr3	50267190	50268308	1119	*	1119	1	1	0.0905621575919453	0.253650932488231
chr3	50364517	50366633	2117	*	2117	1	1	0.164389267200382	0.253650932488231
chr3	50372493	50377445	4953	*	4953	1	1	0.343071475753837	0.357110206219468
chr3	50387137	50389420	2284	*	2284	2	2	0.0151067582751779	0.253650932488231
chr3	50611102	50612214	1113	*	1113	1	1	0.0900991352866164	0.253650932488231
chr3	50627456	50629278	1823	*	1823	1	1	0.143286200040402	0.253650932488231
chr3	50636468	50641900	5433	*	5433	1	1	0.369284324535277	0.379985095510726
chr3	51427535	51430270	2736	*	2736	1	1	0.207136582978989	0.258237431795907
chr3	51703229	51706611	3383	*	3383	1	1	0.249481927407549	0.281715564522486
chr3	51718173	51719339	1167	*	1167	1	1	0.0942578638253967	0.253650932488231
chr3	52074730	52075632	903	*	903	1	1	0.0737439786804276	0.253650932488231
chr3	52088352	52092599	4248	*	4248	1	1	0.302583494732459	0.3219322884837
chr3	52249955	52254255	4301	*	4301	1	1	0.30571216095448	0.324152914551133
chr3	52270101	52274661	4561	*	4561	1	1	0.320858206807844	0.337171950788541
chr3	52287241	52288628	1388	*	1388	1	1	0.111080699253756	0.253650932488231
chr3	52310895	52314727	3833	*	3833	1	1	0.277593008026898	0.301485111939832
chr3	52314390	52315314	925	*	925	1	1	0.0754710712932415	0.253650932488231
chr3	52530128	52530813	686	*	686	1	1	0.0565347481918463	0.253650932488231
chr3	52566125	52567992	1868	*	1868	1	1	0.146550474654516	0.253650932488231
chr3	53276079	53277117	1039	*	1039	1	1	0.0843691065681339	0.253650932488231
chr3	53878910	53881123	2214	*	2214	1	1	0.171237163996207	0.253650932488231
chr3	55514857	55520199	5343	*	5343	2	2	0.070374295156876	0.253650932488231
chr3	57995574	57997478	1905	*	1905	1	1	0.149225114202017	0.253650932488231
chr3	58102894	58103657	764	*	764	1	1	0.062757056807598	0.253650932488231
chr3	58521988	58523514	1527	*	1527	1	1	0.121501142511811	0.253650932488231
chr3	58567699	58568296	598	*	598	1	1	0.0494651004130278	0.253650932488231
chr3	58593925	58594920	996	*	996	1	1	0.0810229338044326	0.253650932488231
chr3	58594519	58595204	686	*	686	1	1	0.0565347481918463	0.253650932488231
chr3	59034959	59036281	1323	*	1323	1	1	0.106165504406996	0.253650932488231
chr3	61236223	61237987	1765	*	1765	1	1	0.139060489539584	0.253650932488231
chr3	62859236	62861238	2003	*	2003	1	1	0.156268862100613	0.253650932488231
chr3	63848371	63850906	2536	*	2536	1	1	0.193569547442158	0.255214671197723
chr3	63899462	63900372	911	*	911	1	1	0.0743723853372553	0.253650932488231
chr3	66443022	66444125	1104	*	1104	1	1	0.0894041597811384	0.253650932488231
chr3	66523377	66524179	803	*	803	1	1	0.0658528052270457	0.253650932488231
chr3	69127416	69128187	772	*	772	1	1	0.0633929174023037	0.253650932488231
chr3	69590701	69591993	1293	*	1293	1	1	0.103887795438263	0.253650932488231
chr3	70048749	70049259	511	*	511	1	1	0.0424237157370156	0.253650932488231
chr3	71354663	71355468	806	*	806	1	1	0.0660905157535749	0.253650932488231
chr3	71462835	71463942	1108	*	1108	1	1	0.0897131032924616	0.253650932488231
chr3	71802137	71804578	2442	*	2442	2	2	0.0171245834794377	0.253650932488231
chr3	72225632	72227554	1923	*	1923	1	1	0.150523257790203	0.253650932488231
chr3	72771088	72774175	3088	*	3088	1	1	0.230462566931526	0.269288071293373
chr3	72936635	72938165	1531	*	1531	1	1	0.121799196280276	0.253650932488231
chr3	77088001	77089766	1766	*	1766	1	1	0.139133522907084	0.253650932488231
chr3	87137613	87139262	1650	*	1650	1	1	0.13062019184059	0.253650932488231
chr3	100210539	100212151	1613	*	1613	1	1	0.127887062718518	0.253650932488231
chr3	101279925	101281824	1900	*	1900	1	1	0.14886416683019	0.253650932488231
chr3	101394299	101396557	2259	*	2259	1	1	0.174394939074437	0.253650932488231
chr3	105084304	105088997	4694	*	4694	1	1	0.32847779447879	0.34367728111277
chr3	105923574	105924651	1078	*	1078	1	1	0.0873934695806573	0.253650932488231
chr3	107241094	107245159	4066	*	4066	1	1	0.29173204615703	0.312840343781282
chr3	112885304	112886476	1173	*	1173	1	1	0.094718769873724	0.253650932488231
chr3	113774594	113776483	1890	*	1890	1	1	0.148141812618002	0.253650932488231
chr3	114864651	114866494	1844	*	1844	1	1	0.144811079009082	0.253650932488231
chr3	119297831	119299948	2118	*	2118	1	1	0.164460151931531	0.253650932488231
chr3	119350381	119351499	1119	*	1119	1	1	0.0905621575919453	0.253650932488231
chr3	119811786	119815945	4160	*	4160	1	1	0.297357558707865	0.317265344449146
chr3	121378039	121378921	883	*	883	1	1	0.0721710949248686	0.253650932488231
chr3	122101374	122103946	2573	*	2573	1	1	0.19609683314174	0.2555384889528
chr3	123379572	123381197	1626	*	1626	1	1	0.128848329055935	0.253650932488231
chr3	124604208	124607276	3069	*	3069	1	1	0.22922119902822	0.268864702645474
chr3	124773358	124775876	2519	*	2519	1	1	0.192405699750785	0.254585534407146
chr3	124834319	124836608	2290	*	2290	1	1	0.176563293206229	0.253650932488231
chr3	124930692	124932331	1640	*	1640	1	1	0.129882354069061	0.253650932488231
chr3	125237999	125239927	1929	*	1929	1	1	0.150955532002433	0.253650932488231
chr3	125801738	125803996	2259	*	2259	1	1	0.174394939074437	0.253650932488231
