REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20160213_ClearCell_511_IP.nodup.bam	X20160213_ClearCell_511_INPUT.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
Peak_931	chr16	31138833	31154487	1	15655	42049.7748	1883.1762	289	PRSS8,MYST1,PRSS36	PRSS53,VKORC1,FUS,MYST1,BCKDK	PRSS8	289	1	ENSG00000052344	PRSS8	83.986871091441	1
32_Peak_20344_lociStitched	chr16	85891441	85982025	32	26644	49748.7328	9656.2544	290	IRF8		IRF8	290	1	ENSG00000140968	IRF8	5.0452972756968	1
9_Peak_11683_lociStitched	chr19	2147665	2186571	9	16432	41586.6234	1497.881	291	DOT1L,AP3D1	MIR1227,PLEKHJ1	DOT1L	291	1	ENSG00000104885	DOT1L	33.7743116619209	1
9_Peak_42907_lociStitched	chr11	9571874	9605795	9	7215	43744.5216	3751.6626	292	WEE1		WEE1	292	1	ENSG00000166483	WEE1	27.0512767077345	1
34_Peak_39184_lociStitched	chr20	48955040	49100645	34	33300	58795.299	18884.9685	293		LOC284751,PTPN1	PTPN1	293	1	ENSG00000196396	PTPN1	32.3980980170218	1
25_Peak_29622_lociStitched	chr14	99984423	100072485	25	27808	46241.3562	6366.8826	294	CCDC85C	CCNK,SETD3,HHIPL1	CCDC85C	294	1	ENSG00000205476	CCDC85C	36.5105921133758	1
21_Peak_59596_lociStitched	chr1	33758517	33833079	21	22325	44878.8678	5144.778	295	PHC2,ZNF362,MIR3605		MIR3605	295	1	ENSG00000225313		3.96860803673234	1
4_Peak_64757_lociStitched	chr17	79813895	79844877	4	9418	44028.5202	4312.6944	296	P4HB,ARHGDIA	MAFG,THOC4,PCYT2,NPB,LOC92659,ANAPC11,SIRT7,FAM195B,DYSFIP1	ARHGDIA	296	1	ENSG00000141522	ARHGDIA	88.0038469653008	1
16_Peak_74508_lociStitched	chr2	20404436	20443546	16	20375	43916.619	4266.901	297	SDC1		SDC1	297	1	ENSG00000115884	SDC1	36.6268585849158	1
11_Peak_12704_lociStitched	chr20	30175220	30201361	11	18639	44763.8484	5175.918	298	ID1,MIR3193	PSIMCT-1,COX4I2	ID1	298	1	ENSG00000125968	ID1	19.7061916306709	1
42_Peak_72179_lociStitched	chr5	1466573	1576385	42	38806	50612.3508	11036.106	299	LPCAT1,SDHAP3	SLC6A3	LPCAT1	299	1	ENSG00000153395	LPCAT1	40.6454739774061	1
6_Peak_7554_lociStitched	chr2	66659217	66674309	6	11539	41184.5588	1721.9972	300	MEIS1		MEIS1	300	1	ENSG00000143995	MEIS1	60.6970443984811	1
10_Peak_618_lociStitched	chr19	46008592	46032766	10	17508	42043.4208	2620.4616	301	OPA3,VASP	PPM1N,FOSB,RTN2	VASP	301	1	ENSG00000125753	VASP	32.9839502057741	1
9_Peak_96400_lociStitched	chr16	88691039	88724743	9	11608	42996.1928	3599.5872	302	ZC3H18,CYBA,IL17C,MVD	RNF166,SNAI3,MGC23284,CTU2	IL17C	302	1	ENSG00000051523	CYBA	46.6281930478398	1
13_Peak_91240_lociStitched	chr8	126439400	126480111	13	14790	45637.031	6277.6362	303	TRIB1		TRIB1	303	1	ENSG00000173334	TRIB1	24.8587920397527	1
Peak_958	chr14	103536091	103543159	1	7069	39886.1376	610.6752	304		C14orf73,CDC42BPB,TNFAIP2	CDC42BPB	304	1	ENSG00000198752	CDC42BPB	118.824343548739	1
6_Peak_30496_lociStitched	chr12	89739453	89751473	6	8290	40831.94	1557.792	305	DUSP6	DUSP6	DUSP6	305	1	ENSG00000139318	DUSP6	59.8028176569667	1
11_Peak_87728_lociStitched	chr11	18397890	18425977	11	10577	42254.0828	3103.6135	306	LDHA	LDHC,LDHA	LDHA	306	1	ENSG00000134333	LDHA	169.284279031264	1
24_Peak_77714_lociStitched	chr20	52179072	52242355	24	15665	46778.7936	7638.2581	307	ZNF217		ZNF217	307	1	ENSG00000171940	ZNF217	50.7263595660835	1
13_Peak_75740_lociStitched	chr1	27293875	27358658	13	19546	43896.9608	4904.0731	308	TRNP1,FAM46B	C1orf172,NUDC	TRNP1	308	1	ENSG00000253368	TRNP1	11.4555410452036	1
1_Peak_761_lociStitched	chr16	51183119	51190346	1	7228	39697.911	799.3062	309	SALL1		SALL1	309	1	ENSG00000103449	SALL1	0.933668138428501	1
20_Peak_59438_lociStitched	chr1	203236568	203299639	20	22198	43941.5657	5121.3652	310	BTG2,LOC730227	CHIT1,LOC730227,FMOD	LOC730227	310	1	ENSG00000159388	BTG2	65.1473953359288	1
18_Peak_37344_lociStitched	chr16	4329426	4379641	18	24840	44118.899	5373.005	311		GLIS2,VASN,SRL,TFAP4,PAM16	GLIS2	311	1	ENSG00000126603	GLIS2	11.1363399641971	1
9_Peak_38834_lociStitched	chr19	53421317	53450603	9	19122	41794.0506	3107.2446	312	ZNF321	ZNF702P,ZNF816,ZNF320	ZNF321	312	1	ENSG00000213801	ZNF321P	12.0303035018749	1
20_Peak_13319_lociStitched	chr2	201980049	202023433	20	20288	42177.9248	3501.0888	313	CFLAR	CASP10,FAM126B,NDUFB3	CFLAR	313	1	ENSG00000003402	CFLAR	169.444852423572	1
23_Peak_102677_lociStitched	chr19	3654956	3726755	23	27197	43409.6754	4796.1732	314	PIP5K1C	TJP3,MRPL54,APBA3,RAX2,PIP5K1C,C19orf29,TBXA2R	PIP5K1C	314	1	ENSG00000186111	PIP5K1C	27.2942319133932	1
56_Peak_20745_lociStitched	chr1	19668618	19808083	56	44867	49677.433	11101.414	315	CAPZB	AKR7A2,PQLC2	CAPZB	315	1	ENSG00000077549	CAPZB	98.7623344479686	1
1_Peak_94_lociStitched	chr6	32935110	32942037	1	6928	39265.0068	782.751	316	BRD2	HLA-DMA,HLA-DOA,HLA-DMB	BRD2	316	1	ENSG00000204256	BRD2	179.822889814422	1
Peak_753	chr12	6441955	6452005	1	10051	39721.62	1286.4	317	TNFRSF1A	PLEKHG6,SCNN1A,LTBR	TNFRSF1A	317	1	ENSG00000067182	TNFRSF1A	55.2386915319191	1
17_Peak_20660_lociStitched	chr22	39825846	39871759	17	26807	43217.9069	4788.7259	318	TAB1,MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	318	1	ENSG00000128268	MGAT3	8.26957388498338	1
28_Peak_77817_lociStitched	chr11	3837198	3937303	28	19028	49151.555	10731.256	319	PGAP2,STIM1,RHOG	PGAP2,NUP98	STIM1	319	1	ENSG00000167323	STIM1	23.3021020437885	1
Peak_297	chr17	27069445	27077922	1	8478	39362.1018	964.6826	320	TRAF4,NEK8	RAB34,SNORD42A,RPL23A,PROCA1,SNORD4A,SNORD4B,TLCD1,SNORD42B	TRAF4	320	1	ENSG00000076604	TRAF4	41.3165370400352	1
28_Peak_54177_lociStitched	chr12	120105238	120166400	28	29102	43847.0378	5486.2314	321	CIT,PRKAB1,MIR1178		MIR1178	321	1	ENSG00000111725	PRKAB1	39.4045195619458	1
Peak_319	chr20	62149611	62159289	1	9679	39553.0182	1238.784	322	PPDPF	PRIC285,PTK6,KCNQ2,C20orf195,SRMS,EEF1A2	PPDPF	322	1	ENSG00000125534	PPDPF	70.5763062035428	1
15_Peak_71042_lociStitched	chr8	22899236	22963948	15	18754	45466.6512	7176.5608	323	TNFRSF10B,TNFRSF10C	RHOBTB2	TNFRSF10B	323	1	ENSG00000120889	TNFRSF10B	45.2366597553699	1
25_Peak_38619_lociStitched	chr2	47230730	47313650	25	29082	46899.552	8814.396	324	TTC7A		MCFD2	324	1	ENSG00000180398	MCFD2	35.2330437432678	1
17_Peak_6426_lociStitched	chr8	23379999	23419706	17	16802	42129.127	4117.6159	325	SLC25A37		SLC25A37	325	1	ENSG00000147454	SLC25A37	80.533047907139	1
36_Peak_26780_lociStitched	chr14	93540152	93644090	36	29963	46179.6534	8169.5268	326	ITPK1	MOAP1,C14orf142,ITPK1-AS1,ITPK1,UBR7,C14orf109	ITPK1	326	1	ENSG00000100605	ITPK1	36.4521186942306	1
Peak_11	chr11	67229963	67237968	1	8006	38837.8585	900.5625	327	TMEM134	AIP,CABP4,TMEM134,CDK2AP2,PTPRCAP,CORO1B,GPR152,PITPNM1,CARNS1,RPS6KB2	TMEM134	327	1	ENSG00000172663	TMEM134	19.4954083001744	1
19_Peak_23134_lociStitched	chr15	66992864	67073303	19	24834	46775.2785	8880.4656	328	SMAD6	SMAD6	SMAD6	328	1	ENSG00000137834	SMAD6	12.4532183221601	1
15_Peak_32440_lociStitched	chr12	53262800	53302834	15	16651	43496.941	5656.8042	329	KRT8	KRT18,KRT79,KRT78	KRT8	329	1	ENSG00000170421	KRT8	560.232747258979	1
Peak_3109	chr14	103587223	103599268	1	12046	38774.0595	974.4405	330	TNFAIP2	C14orf73	TNFAIP2	330	1	ENSG00000185215	TNFAIP2	235.685495577713	1
12_Peak_54701_lociStitched	chr1	12647899	12680440	12	19305	40113.2907	2372.2389	331	DHRS3	AADACL4	DHRS3	331	1	ENSG00000162496	DHRS3	49.3693560933508	1
23_Peak_106213_lociStitched	chr10	71185329	71255777	23	23980	45544.632	7939.4896	332	TSPAN15	TACR2	TSPAN15	332	1	ENSG00000099282	TSPAN15	23.9120516962987	1
35_Peak_20571_lociStitched	chr7	55089386	55229274	35	23186	57717.7888	20143.872	333	EGFR		EGFR	333	1	ENSG00000146648	EGFR	36.9684995589121	1
2_Peak_3876_lociStitched	chr6	21587082	21597305	2	6420	38466.0821	1242.0945	334	SOX4		SOX4	334	1	ENSG00000124766	SOX4	383.04666235243	1
27_Peak_75529_lociStitched	chr9	139404901	139484988	27	28190	43343.0844	6206.7425	335	NOTCH1	C9orf163,SEC16A	NOTCH1	335	1	ENSG00000148400	NOTCH1	22.730962994806	1
7_Peak_139358_lociStitched	chr21	36236605	36263918	7	7611	42209.5102	5099.3371	336	RUNX1		RUNX1	336	1	ENSG00000159216	RUNX1	33.5896582013772	1
30_Peak_80408_lociStitched	chr12	6270807	6340252	30	25936	44785.0805	7715.3395	337	CD9	VWF	CD9	337	1	ENSG00000010278	CD9	57.4919348287287	1
13_Peak_39532_lociStitched	chr16	635347	678314	13	15674	41441.6715	4374.0406	338	RAB40C	MIR3176,WDR90,WFIKKN1,PIGQ,C16orf11,NHLRC4,FAM195A,RHOT2,RHBDL1,C16orf13,RAB40C	RAB40C	338	1	ENSG00000197562	RAB40C	17.6714881870904	1
24_Peak_15010_lociStitched	chr3	46967873	47032226	24	24586	41945.2854	4884.3927	339	CCDC12,NBEAL2	PTH1R,NRADDP	CCDC12	339	1	ENSG00000160799	CCDC12	30.2717836541808	1
23_Peak_13764_lociStitched	chr1	181064122	181122646	23	26689	41557.8924	4506.348	340		IER5	IER5	340	1	ENSG00000162783	IER5	13.9738998051466	1
Peak_272	chr11	65620668	65629280	1	8613	38066.7624	1070.4716	341	CFL1,MUS81,SNX32	CCDC85B,CTSW,EFEMP2,FIBP,FOSL1	CFL1	341	1	ENSG00000172757	CFL1	196.055732983134	1
10_Peak_35254_lociStitched	chr1	11843975	11874954	10	20053	39650.0221	2688.9772	342	CLCN6,MTHFR	NPPA,AGTRAP,NPPB	MTHFR	342	1	ENSG00000177000	MTHFR	45.0691776731594	1
16_Peak_14003_lociStitched	chr1	28826917	28870613	16	20340	40021.1664	3264.0912	343	SNHG3,RCC1	SNORA44,SNORD99,SNORA61,SNHG3,RAB42,TRNAU1AP,SNORA16A,SNHG12	RCC1	343	1	ENSG00000242125	SNHG3	69.7833139990086	1
21_Peak_43173_lociStitched	chr22	20858062	20924838	21	21969	44866.7944	8119.9616	344	MED15	KLHL22	MED15	344	1	ENSG00000099917	MED15	55.6515047123409	1
15_Peak_25272_lociStitched	chr1	28184803	28217616	15	22412	39595.4471	2858.0123	345	C1orf38	PPP1R8,RPA2,SCARNA1,SMPDL3B	C1orf38	345	1	ENSG00000130775	THEMIS2	9.2081429449691	1
31_Peak_37031_lociStitched	chr10	5580606	5703679	31	32196	46423.1356	9710.4597	346	ASB13	C10orf18,CALML5,ASB13,CALML3	ASB13	346	1	ENSG00000196372	ASB13	11.9081863943761	1
16_Peak_4120_lociStitched	chr18	20679021	20724550	16	19323	41904.8916	5226.7292	347	CABLES1	CABLES1	CABLES1	347	1	ENSG00000134508	CABLES1	17.85280905024	1
13_Peak_44797_lociStitched	chr19	17875525	17919448	13	19211	39855.7302	3219.5559	348	FCHO1,B3GNT3	INSL3,MAP1S,JAK3	B3GNT3	348	1	ENSG00000179913	B3GNT3	9.40506022186397	1
14_Peak_5924_lociStitched	chr17	38467169	38516594	14	21812	43380.3225	6840.42	349	RARA	RARA,CDC6,GJD3	RARA	349	1	ENSG00000131759	RARA	12.4457086969	1
12_Peak_69014_lociStitched	chr17	78227379	78269336	12	14431	42196.1549	5676.7821	350	RNF213	SLC26A11,SGSH	RNF213	350	1	ENSG00000173821	RNF213	267.64648989583	1
23_Peak_27530_lociStitched	chr15	90577753	90650527	23	21438	44639.5716	8143.4106	351	ZNF710,IDH2		IDH2	351	1	ENSG00000182054	IDH2	38.2285283644919	1
9_Peak_64953_lociStitched	chr1	201352616	201377704	9	14424	38341.9904	1976.9344	352	TNNI1,LAD1	TNNT2	LAD1	352	1	ENSG00000159166	LAD1	62.4771847734602	1
10_Peak_22463_lociStitched	chr21	40159093	40203666	10	12861	44390.2507	8143.4871	353	ETS2	NCRNA00114	ETS2	353	1	ENSG00000157557	ETS2	44.1056632810914	1
25_Peak_124196_lociStitched	chr1	15290840	15373367	25	31184	42394.1199	6156.5142	354	KAZ		KAZ	354	1	ENSG00000189337	KAZN	33.7267266423255	2
9_Peak_75485_lociStitched	chr9	131926026	131947229	9	14266	37985.1745	1766.2099	355	IER5L		IER5L	355	1	ENSG00000188483	IER5L	14.0197059306297	1
12_Peak_19784_lociStitched	chr16	8943315	8980613	12	19430	39964.807	3789.4768	356	CARHSP1		CARHSP1	356	1	ENSG00000153048	CARHSP1	48.6606196456111	1
8_Peak_64416_lociStitched	chr8	141498514	141524314	8	13459	39468.84	3335.94	357	CHRAC1	TRAPPC9	CHRAC1	357	1	ENSG00000104472	CHRAC1	24.5738665750362	1
8_Peak_29410_lociStitched	chr18	8701587	8731258	8	9926	40124.0933	4082.7296	358	KIAA0802		KIAA0802	358	1	ENSG00000168502	MTCL1	6.04071430305301	2
12_Peak_89313_lociStitched	chr11	57074710	57095117	12	13683	38159.0493	2124.3687	359	SSRP1,TNKS1BP1	P2RX3	TNKS1BP1	359	1	ENSG00000149115	TNKS1BP1	92.6765037291603	1
19_Peak_22081_lociStitched	chr12	130610266	130672872	19	15272	40919.2816	4895.7892	360	FLJ31485,FZD10		FLJ31485	360	1	ENSG00000250208	FZD10-DT	5.92250962791977	1
15_Peak_4297_lociStitched	chr8	37887228	37917288	15	23538	39246.336	3273.534	361	EIF4EBP1	ASH2L	EIF4EBP1	361	1	ENSG00000187840	EIF4EBP1	13.0091093954371	1
18_Peak_24615_lociStitched	chr1	27155168	27214546	18	17246	40810.4994	4845.2448	362	SFN,ZDHHC18,GPN2	GPATCH3,PIGV,NR0B2,NUDC	SFN	362	1	ENSG00000175793	SFN	18.6627619957487	1
11_Peak_103592_lociStitched	chr1	20799648	20826451	11	14273	37990.5722	2117.437	363	CAMK2N1,MUL1	LOC339505	CAMK2N1	363	1	ENSG00000162545	CAMK2N1	24.2442493278601	1
6_Peak_72069_lociStitched	chr2	241503962	241530229	6	14770	38118.6704	2261.5887	364	CAPN10,RNPEPL1	GPR35,ANKMY1,DUSP28	RNPEPL1	364	1	ENSG00000142327	RNPEPL1	43.5273033623923	1
37_Peak_80351_lociStitched	chr11	19974787	20063919	37	25000	46179.2892	10410.6176	365	NAV2		NAV2	365	1	ENSG00000166833	NAV2	51.2373705758157	1
15_Peak_8715_lociStitched	chr1	26187833	26222052	15	19877	38366.3428	2669.082	366	STMN1,PAQR7	C1orf135,STMN1,MIR3917,FAM54B,LOC646471	PAQR7	366	1	ENSG00000182749	PAQR7	36.770580974337	1
7_Peak_9226_lociStitched	chr1	24424192	24447921	7	14766	37408.7685	1720.3525	367	MYOM3,IL22RA1		MYOM3	367	1	ENSG00000142661	MYOM3	1.05608942011322	1
5_Peak_43303_lociStitched	chr1	205399606	205426701	5	13008	38011.5755	2341.008	368	MIR135B	LEMD1,CDK18	MIR135B	368	1	ENSG00000186007	LEMD1	3.48345348707846	2
Peak_2228	chr8	146011384	146020130	1	8747	37146.8858	1499.0644	369	ZNF34,RPL8	ZNF517,ZNF7,ZNF251	RPL8	369	1	ENSG00000161016	RPL8	984.648467984026	1
8_Peak_34319_lociStitched	chr1	150531373	150550019	8	15354	38606.543	2962.8494	370	MCL1,ADAMTSL4	MIR4257,MCL1	MCL1	370	1	ENSG00000143384	MCL1	147.30744040547	1
Peak_651	chr22	46464830	46471543	1	6714	36370.3627	759.2403	371		LOC400931,C22orf26,MIRLET7A3,MIR3619,LOC100271722,LOC150381,MIRLET7B	LOC400931	371	1	ENSG00000197182	MIRLET7BHG	25.4538308562833	2
3_Peak_806_lociStitched	chr3	39182514	39196853	3	10910	36703.5383	1109.8386	372	CSRNP1	GORASP1,XIRP1,TTC21A	CSRNP1	372	1	ENSG00000144655	CSRNP1	27.4618209802221	1
13_Peak_31784_lociStitched	chr22	47126851	47173561	13	15184	41347.692	5801.382	373	CERK,TBC1D22A		TBC1D22A	373	1	ENSG00000054611	TBC1D22A	23.0493614881469	1
21_Peak_80706_lociStitched	chr22	46802287	46860832	21	25779	43024.7205	7499.6145	374	CELSR1		TRMU	374	1	ENSG00000100416	TRMU	22.0618720848302	1
18_Peak_71361_lociStitched	chr12	56440430	56481731	18	16857	41077.9746	5575.635	375	ERBB3	IKZF4,ESYT1,SUOX,RPS26,PA2G4,ZC3H10,RPL41	ERBB3	375	1	ENSG00000065361	ERBB3	144.44520779013	1
24_Peak_8281_lociStitched	chr10	73591098	73660341	24	23127	42321.3216	6986.6187	376	PSAP	PSAP,CDH23	PSAP	376	1	ENSG00000197746	PSAP	330.232053855551	1
18_Peak_58032_lociStitched	chr8	141587662	141640830	18	18041	43055.4464	7735.944	377	EIF2C2		EIF2C2	377	1	ENSG00000123908	AGO2	82.3241016613085	2
3_Peak_12679_lociStitched	chr5	176236552	176252492	3	15486	36929.792	1611.534	378	UNC5A		UNC5A	378	1	ENSG00000113763	UNC5A	1.2346134858726	1
5_Peak_43548_lociStitched	chr6	143247491	143269152	5	6887	37324.0691	2070.7916	379	HIVEP2		HIVEP2	379	1	ENSG00000010818	HIVEP2	34.2353867669308	1
Peak_347	chr7	5567275	5573653	1	6379	36231.5046	986.6766	380	ACTB	MIR589,FBXL18	ACTB	380	1	ENSG00000075624	ACTB	1933.15464981693	1
8_Peak_150232_lociStitched	chr19	36618400	36646518	8	17207	38274.2216	3067.6738	381	COX7A1,CAPNS1	CAPNS1,POLR2I,TBCB	CAPNS1	381	1	ENSG00000126247	CAPNS1	161.735253920451	1
4_Peak_5014_lociStitched	chr1	3369873	3400417	4	16052	37098.7424	1982.3056	382	ARHGEF16		ARHGEF16	382	1	ENSG00000130762	ARHGEF16	20.4281005412983	1
Peak_3868	chr1	155096520	155103448	1	6929	36277.0864	1206.1648	383	EFNA1	EFNA3,DPM3,TRIM46,EFNA1,KRTCAP2,SLC50A1	EFNA1	383	1	ENSG00000169242	EFNA1	31.6789533496512	1
26_Peak_19236_lociStitched	chr5	149838265	149904944	26	24808	41854.4083	6847.9333	384	NDST1	CD74,RPS14	NDST1	384	1	ENSG00000070614	NDST1	51.3446529605835	1
10_Peak_58774_lociStitched	chr19	48762878	48795209	10	11892	38270.2047	3265.431	385	ZNF114	CARD8,EMP3,CCDC114	ZNF114	385	1	ENSG00000178150	ZNF114	0.868008133453212	1
5_Peak_24564_lociStitched	chr12	26265645	26280528	5	5334	36807.1473	1821.6792	386	BHLHE41		BHLHE41	386	1	ENSG00000123095	BHLHE41	24.4163417892988	1
3_Peak_44869_lociStitched	chr2	232566050	232583147	3	9124	36327.7056	1395.1152	387	MIR1244-1,PTMA	PTMA,MIR1244-2	PTMA	387	1	ENSG00000187514	PTMA	922.382099240683	1
32_Peak_67858_lociStitched	chr12	678827	755630	32	28659	43677.8661	8832.345	388	NINJ2		NINJ2	388	1	ENSG00000171840	NINJ2	1.41804027501306	1
26_Peak_7290_lociStitched	chr14	55537942	55598846	26	18972	39819.0352	5085.484	389	LGALS3	LGALS3,MAPK1IP1L,SOCS4,WDHD1	LGALS3	389	1	ENSG00000131981	LGALS3	164.045757547886	1
7_Peak_25277_lociStitched	chr1	36590390	36633271	7	9788	37769.5848	3143.1773	390	MAP7D1,TRAPPC3	ADPRHL2,COL8A2,TEKT2	TRAPPC3	390	1	ENSG00000054116	TRAPPC3	25.4403561380293	1
28_Peak_34627_lociStitched	chr14	69378501	69447200	28	26581	40182.0451	5578.3588	391	ACTN1		ACTN1	391	1	ENSG00000072110	ACTN1	75.7079489170228	1
15_Peak_62522_lociStitched	chr2	99343933	99392966	15	12896	43247.106	8737.6806	392	MGAT4A		MGAT4A	392	1	ENSG00000071073	MGAT4A	21.539047410406	1
29_Peak_26417_lociStitched	chr22	32010373	32077003	29	24337	42629.874	8142.186	393	SFI1,PISD		PISD	393	1	ENSG00000241878	PISD	23.313668289137	1
2_Peak_819_lociStitched	chr15	69109006	69127122	2	5799	36255.5508	1771.7448	394	MIR548H4,ANP32A	MIR4312,C15orf28	MIR548H4	394	1	ENSG00000140350	ANP32A	68.5509058666882	2
24_Peak_20954_lociStitched	chr4	6887316	6976945	24	22922	40736.3805	6282.9929	395	TBC1D14	TBC1D14	TBC1D14	395	1	ENSG00000132405	TBC1D14	28.0752033395186	1
17_Peak_112648_lociStitched	chr19	11239990	11315183	17	19444	39837.2514	5436.4539	396	KANK2,SPC24,LDLR,DOCK6	LOC55908,LDLR	SPC24	396	1	ENSG00000197256	KANK2	57.9284411361968	1
5_Peak_3944_lociStitched	chr17	74117398	74138004	5	13171	37884.131	3498.8988	397	FOXJ1	EXOC7,GALR2,ZACN,SRP68	FOXJ1	397	1	ENSG00000129654	FOXJ1	31.3732942451966	1
4_Peak_31822_lociStitched	chr11	69450870	69470396	4	12329	36343.7438	1964.3156	398	CCND1	ORAOV1,FGF19	CCND1	398	1	ENSG00000110092	CCND1	96.3736611270875	1
Peak_311	chr22	37952532	37961386	1	8855	35158.3486	781.8082	399	CDC42EP1	GGA1,CARD10,LGALS2	CDC42EP1	399	1	ENSG00000128283	CDC42EP1	25.6884480686732	1
41_Peak_89424_lociStitched	chr13	110950966	111076516	41	29421	48713.4	14337.81	400	COL4A2,COL4A1		COL4A2	400	1	ENSG00000134871	COL4A2	116.569854066526	1
11_Peak_48405_lociStitched	chr19	45346967	45380692	11	11111	37886.665	3571.4775	401	PVRL2	APOC1,BCAM,APOC1P1,TOMM40,APOE	PVRL2	401	1	ENSG00000130202	NECTIN2	39.5047398965027	2
Peak_823	chr21	45185927	45196960	1	11034	36426.5528	2135.9888	402	CSTB	LOC284837,PDXK,RRP1	CSTB	402	1	ENSG00000160213	CSTB	75.521229841236	1
12_Peak_21997_lociStitched	chr8	8989238	9009501	12	13755	36416.6636	2249.193	403	PPP1R3B		PPP1R3B	403	1	ENSG00000173281	PPP1R3B	19.7471850360606	1
13_Peak_45944_lociStitched	chr16	88820619	88860302	13	23084	38480.6051	4329.4153	404	FAM38A	RNF166,APRT,CDT1,CTU2	FAM38A	404	1	ENSG00000103335	PIEZO1	52.0059899370211	2
6_Peak_17155_lociStitched	chr16	1457701	1484361	6	9604	36694.824	2650.004	405	C16orf91,UNKL	UNKL,CCDC154,CLCN7	UNKL	405	1	ENSG00000059145	UNKL	19.0160579404559	1
16_Peak_4658_lociStitched	chr21	44904354	44942876	16	18273	41172.3136	7172.7964	406		C21orf125,C21orf84	C21orf84	406	1	ENSG00000160209	PDXK	130.866202849101	3
42_Peak_64931_lociStitched	chr1	182924861	183054917	42	18035	44583.1968	10599.564	407	LAMC1	C1orf14	LAMC1	407	1	ENSG00000135862	LAMC1	179.535020701164	1
19_Peak_54807_lociStitched	chr1	224356043	224407174	19	18058	37944.3151	3988.218	408	DEGS1	MIR320B2	DEGS1	408	1	ENSG00000143753	DEGS1	24.101292217824	1
20_Peak_56237_lociStitched	chr22	46959145	47032323	20	24636	41521.1972	7573.923	409	GRAMD4	CELSR1	GRAMD4	409	1	ENSG00000075240	GRAMD4	25.838198616444	1
14_Peak_61221_lociStitched	chr12	48195414	48229901	14	17676	39280.693	5414.459	410	HDAC7	RAPGEF3,SLC48A1,HDAC7	HDAC7	410	1	ENSG00000061273	HDAC7	84.4115852748388	1
17_Peak_37374_lociStitched	chr8	101470700	101508819	17	16011	40413.7638	6659.3893	411			ANKRD46	411	1	ENSG00000186106	ANKRD46	14.470131631458	1
5_Peak_978_lociStitched	chr16	1659907	1678958	5	7047	35770.1576	2133.712	412	IFT140,CRAMP1L	HN1L	CRAMP1L	412	1	ENSG00000226890		1.10267350016188	1
10_Peak_35548_lociStitched	chr17	42392196	42428296	10	8249	38601.73	5025.12	413	GRN,RUNDC3A,SLC25A39	FAM171A2,SLC25A39,ITGA2B,SLC4A1	SLC25A39	413	1	ENSG00000013306	SLC25A39	75.9471615939407	1
14_Peak_6524_lociStitched	chr3	13694806	13727416	14	25652	36366.672	2899.029	414	LOC285375		LOC285375	414	1	ENSG00000144713	RPL32	565.052274822036	3
19_Peak_32502_lociStitched	chr8	103072551	103141598	19	12961	45674.5905	12269.6519	415	NCALD	NCALD	NCALD	415	1	ENSG00000104490	NCALD	49.9497218416312	1
3_Peak_1016_lociStitched	chr12	57022548	57032675	3	8072	34800.4228	1416.7673	416	ATP5B,BAZ2A	SNORD59B,SNORD59A,PTGES3	BAZ2A	416	1	ENSG00000076108	BAZ2A	139.410711430786	1
22_Peak_29209_lociStitched	chr13	113338878	113399086	22	16425	40351.4016	7068.4192	417	ATP11A	C13orf35,ATP11A	ATP11A	417	1	ENSG00000068650	ATP11A	42.2691508395389	1
4_Peak_1999_lociStitched	chr12	57479574	57497197	4	12275	35399.3201	2151.7683	418	STAT6,NAB2	MYO1A,LRP1,STAT6,TMEM194A	NAB2	418	1	ENSG00000166886	NAB2	24.0540968708704	1
18_Peak_1712_lociStitched	chr3	197182901	197250052	18	17080	42882.6286	9636.1685	419	BDH1		BDH1	419	1	ENSG00000161267	BDH1	17.7438411998059	1
20_Peak_72593_lociStitched	chr2	110428354	110469954	20	16012	38879.36	5657.6	420			ANKRD57	420	1	ENSG00000135968	GCC2	200.944648382733	3
23_Peak_20280_lociStitched	chr17	27428468	27487010	23	27172	39603.663	6445.4742	421	MYO18A	TIAF1,MYO18A	MYO18A	421	1	ENSG00000196535	MYO18A	91.8412170250396	1
20_Peak_70618_lociStitched	chr17	80589136	80646811	20	14358	40724.3175	7566.96	422	WDR45L,RAB40B	FN3KRP,FN3K	WDR45L	422	1	ENSG00000141580	WDR45B	68.9022115495261	2
7_Peak_62381_lociStitched	chr16	552190	586581	7	11970	36378.7998	3239.6322	423	RAB11FIP3,SOLH,NCRNA00235	PIGQ,C16orf11,NHLRC4,MIR3176	NCRNA00235	423	1	ENSG00000090565	RAB11FIP3	27.6365768974836	2
12_Peak_23004_lociStitched	chr21	46711526	46757311	12	20635	41252.285	8126.8375	424	LOC642852	POFUT2	LOC642852	424	1	ENSG00000223768	LINC00205	3.55806237776003	1
1_Peak_2476_lociStitched	chr5	107004365	107009630	1	5266	33787.0845	698.6655	425	EFNA5		EFNA5	425	1	ENSG00000184349	EFNA5	22.9371139340602	1
17_Peak_18501_lociStitched	chr8	29106639	29154370	17	16051	38647.7907	5627.4849	426	KIF13B		KIF13B	426	1	ENSG00000197892	KIF13B	53.7395272329499	1
