REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_589_Tu_IP.nodup.bam	Endometrioid_589_Tu_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
31_Peak_49503_lociStitched	chr2	240138314	240213173	31	33280	54370.0917	9566.9802	135	HDAC4	MIR4269,MGC16025	MIR4269	135	1	ENSG00000068024	HDAC4	21.4624624087526	2
16_Peak_31509_lociStitched	chr1	201417397	201482583	16	26875	52396.5068	7822.32	136	PHLDA3,CSRP1	CSRP1,RPS10P7,TNNI1,LAD1	PHLDA3	136	1	ENSG00000159176	CSRP1	65.6861876089153	1
19_Peak_44576_lociStitched	chr15	91350648	91417897	19	25588	52635.7923	8217.8278	137	BLM,FURIN	FES,MAN2A2	FURIN	137	1	ENSG00000140564	FURIN	53.2470874643865	1
25_Peak_30344_lociStitched	chr20	48364150	48462349	25	36366	56150.1882	11793.6999	138	SLC9A8	B4GALT5	SLC9A8	138	1	ENSG00000197818	SLC9A8	22.6172845754295	1
4_Peak_98_lociStitched	chr18	3446270	3458674	4	10060	45793.0872	1485.9992	139	TGIF1		TGIF1	139	1	ENSG00000177426	TGIF1	35.7594897018116	1
20_Peak_38627_lociStitched	chr3	14438997	14514950	20	34980	54032.9642	9835.9135	140	SLC6A6		SLC6A6	140	1	ENSG00000131389	SLC6A6	40.2334745792865	1
10_Peak_39481_lociStitched	chr1	33791210	33833703	10	25743	49041.1713	5009.9247	141	PHC2,MIR3605		PHC2	141	1	ENSG00000134686	PHC2	46.228330651437	1
14_Peak_1442_lociStitched	chr8	103739987	103827124	14	31278	54251.4962	10482.5811	142		AZIN1	AZIN1	142	1	ENSG00000155096	AZIN1	66.8908767842382	1
23_Peak_16218_lociStitched	chr17	4377192	4446940	23	42038	51718.142	8230.264	143	SPNS2,SPNS3,MYBBP1A	GGT6,SMTNL2,MYBBP1A	SPNS2	143	1	ENSG00000183018	SPNS2	7.80143474857833	1
34_Peak_28026_lociStitched	chr6	7111215	7220487	34	39819	56526.4056	13112.64	144	RREB1	RREB1	RREB1	144	1	ENSG00000124782	RREB1	80.6283453785879	1
Peak_119	chr22	50962539	50974172	1	11634	44678.8631	1440.1654	145	ODF3B,SCO2,TYMP,NCAPH2	C22orf41,CPT1B,LMF2,SBF1,LOC100144603,ADM2,MIOX,KLHDC7B,CHKB,TYMP	TYMP	145	1	ENSG00000025708	TYMP	28.4131942843118	1
21_Peak_6625_lociStitched	chr10	95172894	95239375	21	29249	52174.2888	8961.6388	146	MYOF	CEP55,MYOF	MYOF	146	1	ENSG00000138119	MYOF	112.315172230775	1
19_Peak_14052_lociStitched	chr19	17178084	17250013	19	32276	51091.1687	8653.0587	147	HAUS8,MYO9B	CPAMD8,HAUS8	MYO9B	147	1	ENSG00000099331	MYO9B	65.2116330382301	1
22_Peak_3449_lociStitched	chr14	55538505	55599617	22	26777	50215.7304	7779.5576	148	LGALS3	LGALS3,MAPK1IP1L,SOCS4,WDHD1	LGALS3	148	1	ENSG00000131981	LGALS3	164.045757547886	1
20_Peak_46181_lociStitched	chr20	36751377	36829998	20	34434	51999.9294	9591.762	149	TGM2		TGM2	149	1	ENSG00000198959	TGM2	45.2400066426742	1
4_Peak_5787_lociStitched	chr19	47596669	47618110	4	13769	45032.5323	2686.5573	150	ZC3H4	SAE1,TMEM160	ZC3H4	150	1	ENSG00000130749	ZC3H4	41.4366432523609	1
5_Peak_20677_lociStitched	chr10	119296915	119314120	5	13345	44454.279	2224.6065	151	EMX2,EMX2OS	EMX2	EMX2OS	151	1	ENSG00000229847	EMX2OS	24.7107481739628	1
14_Peak_24223_lociStitched	chr15	93340731	93393501	14	20386	48242.334	6295.461	152		LOC100507217,ASB9P1	ASB9P1	152	1	ENSG00000258527	ASB9P1	0.602950772170342	1
14_Peak_72663_lociStitched	chr17	72413113	72488358	14	22189	50685.032	8841.2875	153	GPRC5C,CD300A	GPR142,CD300LB	CD300A	153	1	ENSG00000170412	GPRC5C	48.9938118588631	1
15_Peak_15032_lociStitched	chr22	47124586	47195045	15	26415	50441.5981	8617.1357	154	CERK,TBC1D22A		TBC1D22A	154	1	ENSG00000054611	TBC1D22A	23.0493614881469	1
3_Peak_49073_lociStitched	chr2	232566067	232582830	3	9288	43483.222	2143.9877	155	MIR1244-1,PTMA	PTMA,MIR1244-2	PTMA	155	1	ENSG00000187514	PTMA	922.382099240683	1
12_Peak_19303_lociStitched	chr1	36807776	36867522	12	22663	49224.7294	7946.218	156	LSM10,STK40	C1orf113,OSCP1,FAM176B	STK40	156	1	ENSG00000196182	STK40	19.8481230029139	1
5_Peak_17649_lociStitched	chr9	131925787	131942389	5	13926	42921.1506	1944.0942	157	IER5L		IER5L	157	1	ENSG00000188483	IER5L	14.0197059306297	1
3_Peak_4078_lociStitched	chr3	50191807	50220917	3	20973	44139.493	3271.964	158	SEMA3F	GNAT1,SLC38A3	SEMA3F	158	1	ENSG00000001617	SEMA3F	18.2854944054834	1
8_Peak_811_lociStitched	chr17	42268674	42313266	8	14040	45822.7392	5114.7024	159	TMUB2,UBTF,ATXN7L3	TMUB2,C17orf65,ASB16,C17orf53,SLC4A1	UBTF	159	1	ENSG00000108312	UBTF	84.59480888139	1
19_Peak_37943_lociStitched	chr2	233913000	233981791	19	31650	48862.2473	8213.6454	160	INPP5D	NEU2,INPP5D,NGEF	INPP5D	160	1	ENSG00000168918	INPP5D	12.496966335168	1
2_Peak_19297_lociStitched	chr3	187453656	187468644	2	13481	42216.6996	1773.0804	161	BCL6	RTP2,LOC100131635,BCL6	BCL6	161	1	ENSG00000113916	BCL6	31.4646162650405	1
15_Peak_30801_lociStitched	chr9	131621831	131680112	15	24370	47155.1571	6754.7679	162	LRRC8A,CCBL1	PHYHD1,CCBL1,NUP188,ENDOG,DOLK,C9orf114	LRRC8A	162	1	ENSG00000136802	LRRC8A	22.6888888321099	1
7_Peak_16723_lociStitched	chr9	73005919	73037216	7	16120	43834.5782	3527.1719	163	KLF9		KLF9	163	1	ENSG00000119138	KLF9	9.97808107628937	1
9_Peak_232_lociStitched	chr2	201979493	201998534	9	15022	42286.2528	2147.8248	164	CFLAR	CASP10,FAM126B,NDUFB3	CFLAR	164	1	ENSG00000003402	CFLAR	169.444852423572	1
19_Peak_56379_lociStitched	chr6	42055574	42126522	19	29728	48024.7012	8073.8824	165	GUCA1A,C6orf132	GUCA1B,TAF8,CCND3	C6orf132	165	1	ENSG00000188112	C6orf132	41.5132609026166	1
22_Peak_17232_lociStitched	chr2	20366087	20436350	22	34892	48523.6278	8670.4542	166	SDC1		SDC1	166	1	ENSG00000115884	SDC1	36.6268585849158	1
26_Peak_16695_lociStitched	chr20	30249239	30318710	26	30468	48212.874	8461.5678	167	BCL2L1	COX4I2,TPX2	BCL2L1	167	1	ENSG00000171552	BCL2L1	52.8689294767238	1
8_Peak_39592_lociStitched	chr1	16151930	16178530	8	13345	42700.98	3043.04	168	SPEN,FLJ37453	UQCRHL	SPEN	168	1	ENSG00000065526	SPEN	91.1029904807855	1
Peak_99	chr2	219258360	219267187	1	8828	40800.1594	1146.6273	169	SLC11A1,CTDSP1	MIR26B,C2orf62,VIL1	CTDSP1	169	1	ENSG00000144579	CTDSP1	74.538611609101	1
20_Peak_63140_lociStitched	chr17	81005784	81068997	20	27168	46872.4395	7237.8885	170	B3GNTL1,METRNL		METRNL	170	1	ENSG00000176845	METRNL	10.7958511598243	1
8_Peak_25271_lociStitched	chr9	135978413	136020631	8	29316	44721.5274	5319.468	171	RALGDS	CEL,CELP,GBGT1	RALGDS	171	1	ENSG00000160271	RALGDS	47.0538754055554	1
13_Peak_7374_lociStitched	chr19	45922229	45989424	13	21555	47318.719	7942.449	172	ERCC1,FOSB,RTN2	PPM1N,FOSB,ERCC2,ERCC1,PPP1R13L,CD3EAP,VASP	FOSB	172	1	ENSG00000125740	FOSB	42.0125057681665	1
11_Peak_56585_lociStitched	chr15	75063442	75093091	11	22019	43011.8043	3715.0197	173	CSK	ULK3,CYP1A1,CPLX3,LMAN1L,CYP1A2	CSK	173	1	ENSG00000103653	CSK	30.0559271444326	1
21_Peak_18731_lociStitched	chr21	45557199	45641174	21	35874	48848.2575	9573.15	174	C21orf33	ICOSLG,PWP2,DNMT3L	C21orf33	174	1	ENSG00000160221	GATD3A	0.258407473787289	2
14_Peak_57520_lociStitched	chr1	36574188	36638651	14	15606	46787.2454	7625.9729	175	MAP7D1,TRAPPC3	ADPRHL2,COL8A2,TEKT2	TRAPPC3	175	1	ENSG00000054116	TRAPPC3	25.4403561380293	1
13_Peak_31402_lociStitched	chr22	37896882	37966977	13	25916	47496.372	8404.3905	176	CDC42EP1,CARD10,LGALS2	GGA1,MFNG	CARD10	176	1	ENSG00000128283	CDC42EP1	25.6884480686732	1
5_Peak_171_lociStitched	chr12	6641147	6662874	5	16090	42261.1877	3191.6963	177	GAPDH,IFFO1	NCAPD2,IFFO1,MRPL51,NOP2,SCARNA11,SCARNA10	GAPDH	177	1	ENSG00000111640	GAPDH	838.647100205882	1
10_Peak_17790_lociStitched	chr9	132076797	132124799	10	21438	44872.2696	5808.242	178	C9orf106		C9orf106	178	1	ENSG00000233901	LINC01503	5.0633964606585	1
12_Peak_75735_lociStitched	chr3	129294941	129347903	12	32234	45319.5834	6323.6628	179	PLXND1	H1FOO,RHO	PLXND1	179	1	ENSG00000004399	PLXND1	40.5793802389377	1
22_Peak_11688_lociStitched	chr17	78991722	79072292	22	32102	48132.518	9152.752	180	BAIAP2,FLJ90757	MIR1250,MIR657,CHMP6,MIR3065,MIR338	BAIAP2	180	1	ENSG00000175866	BAIAP2	28.0539533631079	1
18_Peak_36788_lociStitched	chr16	73019518	73116538	18	23388	50178.744	11244.618	181	ZFHX3	HTA	ZFHX3	181	1	ENSG00000140836	ZFHX3	92.6598682461304	1
32_Peak_31924_lociStitched	chr18	9672789	9809255	32	37615	55104.9708	16253.1006	182	RAB31		RAB31	182	1	ENSG00000168461	RAB31	43.2550364661112	1
4_Peak_23070_lociStitched	chr4	2789149	2815315	4	20939	41988.5802	3527.1768	183	SH3BP2	TNIP2,SH3BP2,ADD1	SH3BP2	183	1	ENSG00000087266	SH3BP2	90.3343174705676	1
13_Peak_66595_lociStitched	chr3	50611351	50670414	13	24875	45821.0754	7424.2191	184	HEMK1,CISH,MAPKAPK3	C3orf18,CISH,DOCK3	CISH	184	1	ENSG00000114737	CISH	6.84689968180901	1
11_Peak_7988_lociStitched	chr12	52402364	52476408	11	24812	48365.5408	10010.7488	185	GRASP,C12orf44,NR4A1	C12orf44	NR4A1	185	1	ENSG00000123358	NR4A1	88.5410137850284	1
11_Peak_53869_lociStitched	chr1	33177406	33254635	11	22942	46808.4969	8456.5755	186	YARS,KIAA1522	KIAA1522,SYNC,S100PBP	KIAA1522	186	1	ENSG00000162522	KIAA1522	76.3843674173869	1
28_Peak_61852_lociStitched	chr17	40462959	40589314	28	26524	52816.39	14467.6475	187	STAT5A,STAT3,PTRF	STAT5B,ATP6V0A1	STAT3	187	1	ENSG00000168610	STAT3	168.495976715064	1
15_Peak_56893_lociStitched	chr15	96863978	96904087	15	27780	42407.2457	4075.0744	188	NR2F2,MIR1469		NR2F2	188	1	ENSG00000185551	NR2F2	109.550421333738	1
6_Peak_6186_lociStitched	chr10	70803091	70828898	6	23602	42117.024	3806.5325	189		SRGN	SRGN	189	1	ENSG00000122862	SRGN	16.1241748255285	1
7_Peak_44935_lociStitched	chr19	46007959	46032832	7	14522	41194.6626	3046.9425	190	OPA3,VASP	PPM1N,FOSB,RTN2	VASP	190	1	ENSG00000125753	VASP	32.9839502057741	1
28_Peak_7277_lociStitched	chr8	134029013	134106328	28	36524	47177.613	9084.5125	191	SLA,TG		SLA	191	1	ENSG00000155926	SLA	5.96251186266072	1
6_Peak_56136_lociStitched	chr21	36236402	36264053	6	10853	41130.8625	3257.2878	192	RUNX1		RUNX1	192	1	ENSG00000159216	RUNX1	33.5896582013772	1
17_Peak_41052_lociStitched	chr20	56232322	56294153	17	31765	45285.0244	7599.0299	193	PMEPA1	ZBP1	PMEPA1	193	1	ENSG00000124225	PMEPA1	30.2666404190392	1
22_Peak_33633_lociStitched	chr14	69011275	69105350	22	29198	49793.8975	12145.0825	194	RAD51L1		ZFP36L1	194	1	ENSG00000185650	ZFP36L1	374.570349120322	1
9_Peak_55755_lociStitched	chr3	52071677	52125286	9	24078	44055.8762	6449.1627	195	POC1A,DUSP7,C3orf74	RPL29	C3orf74	195	1	ENSG00000164086	DUSP7	7.66620623922071	1
1_Peak_60_lociStitched	chr6	32935048	32942008	1	6961	38449.824	879.744	196	BRD2	HLA-DMA,HLA-DOA,HLA-DMB	BRD2	196	1	ENSG00000204256	BRD2	179.822889814422	1
10_Peak_23208_lociStitched	chr11	67112268	67157059	10	20492	42851.5497	5379.3991	197	LOC100130987,CLCF1,POLD4	PPP1CA,PTPRCAP,RAD9A,TBC1D10C,SSH3,CARNS1,RPS6KB2	CLCF1	197	1	ENSG00000175482	POLD4	33.8678289335435	1
Peak_2147	chr1	1096276	1107990	1	11715	38822.5388	1390.4518	198	MIR429,MIR200B,MIR200A	C1orf159,TTLL10,TNFRSF4,TNFRSF18	MIR200B	198	1	ENSG00000272141		5.56515047123408	1
8_Peak_5453_lociStitched	chr7	73865108	73899044	8	21079	41449.4304	4255.5744	199	GTF2IRD1		GTF2IRD1	199	1	ENSG00000006704	GTF2IRD1	28.601347575071	1
19_Peak_39778_lociStitched	chr2	85623657	85698664	19	24967	46211.8127	9030.8428	200	CAPG,SH2D6	ELMOD3,RETSAT	SH2D6	200	1	ENSG00000042493	CAPG	32.9476448420327	2
7_Peak_63543_lociStitched	chr8	126417321	126465262	7	12535	43261.9584	6088.507	201	TRIB1		TRIB1	201	1	ENSG00000173334	TRIB1	24.8587920397527	1
13_Peak_17006_lociStitched	chr1	17512148	17564157	13	29831	43079.0547	5975.8341	202	PADI1	PADI3	PADI1	202	1	ENSG00000142623	PADI1	0.630099142949647	1
7_Peak_33601_lociStitched	chr11	313061	337771	7	12512	39578.007	2594.55	203	IFITM3,IFITM1	ATHL1,B4GALNT4,IFITM5,NLRP6,IFITM2	IFITM3	203	1	ENSG00000142089	IFITM3	289.373031399626	1
19_Peak_67556_lociStitched	chr5	171826836	171883261	19	31450	43988.93	7171.6175	204	SH3PXD2B		SH3PXD2B	204	1	ENSG00000174705	SH3PXD2B	19.8755373972646	1
23_Peak_28722_lociStitched	chr17	75092112	75161690	23	23533	45142.2064	8356.3178	205	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	205	1	ENSG00000129657	SEC14L1	51.8505837874944	1
16_Peak_106080_lociStitched	chr2	238570662	238624462	16	25552	43099.18	6375.3	206	LRRFIP1		LRRFIP1	206	1	ENSG00000124831	LRRFIP1	191.429417367712	1
20_Peak_73261_lociStitched	chr9	139406460	139483429	20	27133	45881.2209	9159.311	207	NOTCH1	C9orf163,SEC16A	NOTCH1	207	1	ENSG00000148400	NOTCH1	22.730962994806	1
Peak_401	chr17	80184181	80191723	1	7543	37841.985	1148.6466	208	SLC16A3	CCDC57,CSNK1D	SLC16A3	208	1	ENSG00000141526	SLC16A3	37.9078154374608	1
8_Peak_32347_lociStitched	chr14	105516526	105560990	8	20870	41582.7328	5104.4672	209	GPR132	CDCA4	GPR132	209	1	ENSG00000183484	GPR132	3.37884135753498	1
16_Peak_11792_lociStitched	chr17	63510665	63558497	16	28986	42092.16	5682.4416	210	AXIN2		AXIN2	210	1	ENSG00000168646	AXIN2	9.17110349992705	1
8_Peak_43199_lociStitched	chr19	2259472	2302853	8	15552	41138.2023	4793.6005	211	LINGO3,C19orf35,OAZ1	AMH,SPPL2B,JSRP1,LSM7,PLEKHJ1,MIR1227,MIR4321,SF3A2	C19orf35	211	1	ENSG00000104904	OAZ1	198.442224368004	1
18_Peak_24774_lociStitched	chr19	9116831	9190820	18	28885	43779.2913	7517.2824	212		OR1M1,MUC16,OR7G2,OR7G3,OR7G1	OR1M1	212	1	ENSG00000181143	MUC16	357.528755362012	3
17_Peak_20352_lociStitched	chr22	39826800	39895298	17	29386	44229.1586	8110.1632	213	MGAT3,TAB1	ATF4,SMCR7L,RPS19BP1	MGAT3	213	1	ENSG00000128268	MGAT3	8.26957388498338	1
8_Peak_22687_lociStitched	chr9	117125892	117161028	8	18375	40100.7168	4300.6464	214	AKNA	ORM2,ORM1	AKNA	214	1	ENSG00000106948	AKNA	21.0513173926593	1
5_Peak_18055_lociStitched	chr14	94840356	94862115	5	14067	38646.1599	2933.1132	215	SERPINA1	SERPINA1	SERPINA1	215	1	ENSG00000197249	SERPINA1	25.8144775807082	1
47_Peak_47736_lociStitched	chr13	110951681	111076203	47	42928	49796.3478	14145.6992	216	COL4A2,COL4A1		COL4A2	216	1	ENSG00000134871	COL4A2	116.569854066526	1
Peak_4330	chr22	30640320	30655149	1	14830	37234.1361	1690.506	217	LIF	OSM,GATSL3	LIF	217	1	ENSG00000128342	LIF	18.2292297281738	1
11_Peak_21763_lociStitched	chr5	139014743	139051779	11	24481	40176.6528	4681.3504	218	CXXC5		CXXC5	218	1	ENSG00000171604	CXXC5	44.7229510821834	1
18_Peak_53910_lociStitched	chr10	30707199	30756953	18	19406	42146.6134	6756.5932	219	MAP3K8	LOC729668	MAP3K8	219	1	ENSG00000107968	MAP3K8	12.6111522941968	1
32_Peak_40055_lociStitched	chr14	92926008	93031995	32	34937	47121.8202	12114.3141	220	SLC24A4,RIN3		RIN3	220	1	ENSG00000100599	RIN3	10.1237866968218	1
14_Peak_73162_lociStitched	chr7	75912076	75978078	14	21480	42855.0986	7920.24	221	HSPB1,YWHAG,SRRM3	ZP3	HSPB1	221	1	ENSG00000106211	HSPB1	204.112526233261	1
12_Peak_10294_lociStitched	chr12	57520398	57576949	12	27426	43312.4109	8426.099	222	LRP1	NXPH4,SHMT2,NAB2,MIR1228,STAT6,TMEM194A	LRP1	222	1	ENSG00000123384	LRP1	89.1065204654626	1
28_Peak_20649_lociStitched	chr11	47995293	48089409	28	32858	45938.0196	11105.688	223	PTPRJ		PTPRJ	223	1	ENSG00000149177	PTPRJ	30.3068009101809	1
15_Peak_109266_lociStitched	chr19	10973393	11027560	15	23882	41248.1705	6456.7064	224	C19orf38,CARM1	TMED1,SMARCA4,MIR199A1,YIPF2,C19orf52	CARM1	224	1	ENSG00000142453	CARM1	81.0628655222216	1
23_Peak_26635_lociStitched	chr5	149836663	149898065	23	25334	42091.071	7319.1184	225	NDST1	CD74,RPS14	NDST1	225	1	ENSG00000070614	NDST1	51.3446529605835	1
25_Peak_73406_lociStitched	chr19	10835201	10895912	25	33444	41842.0212	7279.2489	226	DNM2	DNM2,MIR199A1,QTRT1,MIR638	MIR638	226	1	ENSG00000079805	DNM2	107.953034406902	2
4_Peak_16618_lociStitched	chr17	56401254	56422514	4	13172	37400.592	2876.478	227	BZRAP1,MIR142	MPO,SUPT4H1	MIR142	227	1	ENSG00000265206		1.33462614118876	1
22_Peak_13325_lociStitched	chr5	169693820	169742089	22	31116	40072.9238	5604.0309	228	LCP2	KCNIP1,LOC257358,C5orf58	LCP2	228	1	ENSG00000043462	LCP2	7.37806913435231	1
17_Peak_67318_lociStitched	chr14	50417418	50471284	17	23335	41110.5312	6673.9974	229	C14orf182		C14orf182	229	1	ENSG00000214900	LINC01588	2.85427200763036	2
21_Peak_70335_lociStitched	chr12	123336159	123412332	21	18285	45170.589	10793.7141	230	HIP1R,VPS37B	ABCB9,OGFOD2	VPS37B	230	1	ENSG00000139722	VPS37B	42.5598999801296	1
8_Peak_35780_lociStitched	chr17	73843968	73875484	8	13592	37652.1652	3460.4568	231	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	WBP2	231	1	ENSG00000132471	WBP2	58.3366789847549	1
15_Peak_18483_lociStitched	chr6	6781210	6827776	15	25513	39953.628	5792.8104	232			LY86-AS1	232	1	ENSG00000124783	SSR1	110.99654006533	3
9_Peak_11002_lociStitched	chr17	39926441	39958145	9	20594	37797.5088	3655.4712	233	JUP	FKBP10,HAP1,LEPREL4,JUP,NT5C3L,KLHL10	JUP	233	1	ENSG00000173801	JUP	148.354601895436	1
1_Peak_643_lociStitched	chr6	30646835	30657508	1	10674	35631.8105	1489.9508	234	KIAA1949,NRM	MDC1,TUBB,DHX16,C6orf136	KIAA1949	234	1	ENSG00000146112	PPP1R18	22.5952427741809	2
18_Peak_45796_lociStitched	chr15	63765995	63810064	18	20833	39150.8996	5010.6453	235	USP3		USP3	235	1	ENSG00000140455	USP3	44.9736714145446	1
6_Peak_36210_lociStitched	chr7	104643705	104660559	6	8505	36011.9418	1899.4458	236	MLL5,LOC100216545		LOC100216545	236	1	ENSG00000239569	KMT2E-AS1	5.34858190186374	1
18_Peak_67993_lociStitched	chr18	74156517	74216122	18	21134	40424.111	6330.051	237	ZNF516	LOC284276	ZNF516	237	1	ENSG00000101493	ZNF516	22.5185518288658	1
Peak_121	chr2	219145895	219157707	1	11813	35850.6012	1846.2156	238	TMBIM1,PNKD	AAMP,GPBAR1,PNKD	TMBIM1	238	1	ENSG00000135926	TMBIM1	74.2578635427767	1
16_Peak_39962_lociStitched	chr20	47354999	47414981	16	27796	41015.6916	7029.8904	239	PREX1		PREX1	239	1	ENSG00000124126	PREX1	16.9974693868973	1
20_Peak_104463_lociStitched	chr2	70201678	70275697	20	29240	42797.7858	8815.6629	240	LOC400960	PCBP1,ASPRV1	ASPRV1	240	1	ENSG00000244617	ASPRV1	0.720637273954103	1
6_Peak_152_lociStitched	chr3	39182509	39223908	6	16376	38687.3655	4914.0613	241	CSRNP1	GORASP1,XIRP1,TTC21A	CSRNP1	241	1	ENSG00000144655	CSRNP1	27.4618209802221	1
10_Peak_55921_lociStitched	chr22	50714457	50753314	10	20113	37807.861	4064.4422	242	FAM116B,PLXNB2	TUBGCP6,MAPK12,HDAC10,MAPK11,PPP6R2	PLXNB2	242	1	ENSG00000196576	PLXNB2	224.035339681892	1
17_Peak_47817_lociStitched	chr17	48252861	48300395	17	35542	38821.0178	5223.9866	243	COL1A1,SGCA	HILS1,TMEM92,PPP1R9B,SAMD14	COL1A1	243	1	ENSG00000108821	COL1A1	645.472548239145	1
Peak_4358	chr19	36388902	36401481	1	12580	35006.0991	1517.0274	244	TYROBP,HCST,NFKBID	KIRREL2,APLP1,TYROBP,LRFN3,NPHS1	HCST	244	1	ENSG00000011600	TYROBP	11.2298552265509	1
Peak_1984	chr17	38471456	38481418	1	9963	34754.4294	1338.8928	245	RARA	RARA,CDC6,GJD3	RARA	245	1	ENSG00000131759	RARA	12.4457086969	1
5_Peak_17498_lociStitched	chr15	70384567	70406638	5	11318	36189.8187	2822.8809	246	TLE3	MIR629	TLE3	246	1	ENSG00000140332	TLE3	48.8326835785977	1
10_Peak_31135_lociStitched	chr21	45122103	45161154	10	19415	37953.6669	4623.6384	247	PDXK	RRP1B,HSF2BP,RRP1,CSTB	PDXK	247	1	ENSG00000160209	PDXK	130.866202849101	1
7_Peak_27709_lociStitched	chr9	130715830	130749831	7	23995	37435.101	4161.7224	248	FAM102A	FAM102A,PIP5KL1,ST6GALNAC4,DPM2	FAM102A	248	1	ENSG00000167106	FAM102A	32.4287634979404	1
12_Peak_42059_lociStitched	chr14	93099237	93154303	12	21525	39306.1108	6035.2336	249	RIN3		LGMN	249	1	ENSG00000100600	LGMN	24.2499772283491	1
14_Peak_72275_lociStitched	chr1	32387784	32429905	14	17300	38317.4737	5054.52	250	PTP4A2	KHDRBS1,PTP4A2	PTP4A2	250	1	ENSG00000184007	PTP4A2	139.396476137477	1
8_Peak_41823_lociStitched	chr17	74241857	74273454	8	17252	36835.7826	3775.8415	251	FAM100B,QRICH2	RNF157	FAM100B	251	1	ENSG00000185262	UBALD2	27.2260656890071	1
18_Peak_59235_lociStitched	chr2	113914528	114002079	18	26631	42943.7655	9945.7936	252	LOC654433,LOC440839,PSD4,PAX8	IL1RN	PSD4	252	1	ENSG00000125637	PSD4	49.2037805049832	1
30_Peak_72504_lociStitched	chr13	44792984	44888150	30	31481	44204.607	11305.7208	253			SERP2	253	1	ENSG00000151778	SERP2	1.08846122891499	1
17_Peak_27135_lociStitched	chr7	104563548	104625641	17	22693	40099.6594	7246.2531	254	LOC723809	MLL5,LOC100216545	LOC723809	254	1	ENSG00000237513		0.374330755099063	1
4_Peak_74295_lociStitched	chr20	60924871	60957019	4	22998	36410.8248	3565.2132	255	LAMA5	RPS21,C20orf151,ADRM1,CABLES2	LAMA5	255	1	ENSG00000130702	LAMA5	169.244292649164	1
13_Peak_52081_lociStitched	chr10	125822137	125867833	13	17888	39389.952	6548.2368	256	CHST15		CHST15	256	1	ENSG00000182022	CHST15	27.0639331773874	1
13_Peak_58697_lociStitched	chr8	130969851	131029562	13	26594	39355.5201	6526.4123	257		FAM49B	FAM49B	257	1	ENSG00000153310	FAM49B	28.9845605756838	1
24_Peak_67227_lociStitched	chr10	72976077	73032344	24	27780	41013.0163	8203.7286	258	UNC5B	SLC29A3	UNC5B	258	1	ENSG00000107731	UNC5B	16.1985629787706	1
8_Peak_25784_lociStitched	chr11	1771458	1807256	8	20632	36839.7218	4106.0306	259	MOB2,CTSD	SYT8,LOC402778	MOB2	259	1	ENSG00000117984	CTSD	208.0467283403	1
2_Peak_35022_lociStitched	chr1	156714489	156722477	2	7905	33803.6184	1073.5872	260	HDGF	C1orf66,PRCC,ISG20L2,MRPL24,CRABP2	HDGF	260	1	ENSG00000143321	HDGF	206.41789514421	1
18_Peak_43945_lociStitched	chr15	75929840	76002002	18	23227	39941.667	7288.362	261	IMP3,SNX33,CSPG4	ODF3L1,DNM1P35,SNUPN	SNX33	261	1	ENSG00000173548	SNX33	31.2676506087864	1
29_Peak_30358_lociStitched	chr22	46897877	47032158	29	32258	46984.9219	14381.4951	262	GRAMD4,CELSR1		CELSR1	262	1	ENSG00000075275	CELSR1	66.7390186489717	1
Peak_1058	chr17	80169517	80178455	1	8939	33692.6848	1203.9486	263	CCDC57	SLC16A3	CCDC57	263	1	ENSG00000176155	CCDC57	44.3191923481773	1
20_Peak_25728_lociStitched	chr11	61455830	61543999	20	28974	42567.9932	10086.5336	264	C11orf9,DAGLA,DKFZP434K028	MIR611,FEN1,FADS1,MIR1908,C11orf10	C11orf9	264	1	ENSG00000124915		1.30530286942479	1
48_Peak_20725_lociStitched	chr2	238034264	238236267	48	41228	55449.8235	23048.5423	265	COL6A3	COPS8	COPS8	265	1	ENSG00000198612	COPS8	16.1524587948131	1
3_Peak_13690_lociStitched	chr20	48802957	48813930	3	10756	33850.6077	1572.4309	266	CEBPB	TMEM189-UBE2V1	CEBPB	266	1	ENSG00000172216	CEBPB	24.1767622901139	1
18_Peak_11193_lociStitched	chr16	81634413	81691705	18	31167	39319.4996	7161.5	267	CMIP		CMIP	267	1	ENSG00000153815	CMIP	64.1241008588561	1
15_Peak_7337_lociStitched	chr20	52195228	52241538	15	17488	36705.306	4617.107	268	ZNF217		ZNF217	268	1	ENSG00000171940	ZNF217	50.7263595660835	1
Peak_2450	chr22	46479395	46491288	1	11894	33736.8731	1657.8842	269	MIR3619,LOC400931	C22orf26,MIRLET7A3,LOC100271722,LOC150381,MIRLET7B	MIR3619	269	1	ENSG00000197182	MIRLET7BHG	25.4538308562833	2
29_Peak_14217_lociStitched	chr6	16670097	16769772	29	20354	43378.56	11303.145	270	ATXN1		ATXN1	270	1	ENSG00000124788	ATXN1	53.3364451827169	1
4_Peak_17603_lociStitched	chr17	21178666	21193803	4	10759	34015.8664	2041.9813	271	MAP2K3	C17orf103	MAP2K3	271	1	ENSG00000034152	MAP2K3	25.6394432424713	1
