#Endometrioid_589_Tu_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/Endometrioid_589_Tu_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by Endometrioid_589_Tu_IP.nodup.bam
#Using cutoff of 20167.791 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_589_Tu_IP.nodup.bam	Endometrioid_589_Tu_Input.nodup.bam	enhancerRank	isSuper
6_Peak_32456_lociStitched	chr3	49380024	49393459	6	10284	14187.36	1792.229	1316	0
11_Peak_19588_lociStitched	chr7	44654547	44680127	11	11394	15598.684	3217.964	1317	0
12_Peak_47156_lociStitched	chr19	33530154	33553639	12	13258	14762.671	2383.7275	1318	0
Peak_7086	chr14	24778785	24786295	1	7511	13315.23	946.26	1319	0
8_Peak_11008_lociStitched	chr9	33202284	33236432	8	11375	16247.6184	3896.2868	1320	0
7_Peak_41969_lociStitched	chr5	6704691	6738435	7	6740	16267.9824	3921.0528	1321	0
5_Peak_24255_lociStitched	chr22	41042310	41066051	5	8951	15039.9235	2701.7258	1322	0
5_Peak_4840_lociStitched	chr14	71103285	71133194	5	8202	15765.0339	3430.5623	1323	0
9_Peak_17750_lociStitched	chr18	46351007	46382604	9	15660	16142.9073	3820.0773	1324	0
4_Peak_5327_lociStitched	chr19	3548719	3565760	4	9180	14498.4828	2176.1357	1325	0
13_Peak_24352_lociStitched	chr3	45147606	45182816	13	13093	16249.415	3929.436	1326	0
7_Peak_34518_lociStitched	chr7	5709276	5739868	7	12939	16054.6816	3741.4016	1327	0
6_Peak_56541_lociStitched	chr10	80704195	80738403	6	7294	17114.2624	4802.8032	1328	0
5_Peak_7827_lociStitched	chr7	75993094	76023459	5	7930	15908.2235	3601.289	1329	0
Peak_1206	chr20	47893008	47897994	1	4987	12886.317	591.8382	1330	0
12_Peak_93061_lociStitched	chr15	75396462	75433024	12	12733	16730.7712	4438.6268	1331	0
4_Peak_20062_lociStitched	chr1	151167031	151185589	4	6894	14276.6694	2002.4082	1332	0
9_Peak_10652_lociStitched	chr10	124219209	124235947	9	11373	14697.6378	2438.7266	1333	0
3_Peak_21565_lociStitched	chr1	23692996	23704793	3	6602	13683.3403	1428.6167	1334	0
1_Peak_3105_lociStitched	chr15	99190341	99195362	1	5022	12772.9219	521.1798	1335	0
5_Peak_30960_lociStitched	chr12	111834810	111848419	5	9906	14200.9915	1966.5005	1336	0
9_Peak_10970_lociStitched	chr6	36701913	36749774	9	11914	17804.292	5571.0204	1337	0
6_Peak_10520_lociStitched	chr8	1684478	1715326	6	6853	15788.0064	3559.8592	1338	0
7_Peak_15522_lociStitched	chr1	46631919	46655060	7	10044	14877.3489	2663.5291	1339	0
4_Peak_6187_lociStitched	chr1	29550171	29566466	4	6218	14333.082	2123.2385	1340	0
4_Peak_34124_lociStitched	chr9	34171424	34187220	4	2749	14006.3132	1797.5848	1341	0
1_Peak_2541_lociStitched	chr1	65531105	65535142	1	4038	12642.6729	447.7033	1342	0
7_Peak_34061_lociStitched	chr3	196346938	196378960	7	7573	15841.2834	3650.508	1343	0
7_Peak_17323_lociStitched	chr19	45594067	45622222	7	9902	15786.5085	3603.84	1344	0
14_Peak_12657_lociStitched	chr10	71087460	71152356	14	12250	21220.992	9040.0128	1345	0
5_Peak_104599_lociStitched	chr4	6975640	7006742	5	6002	15722.061	3545.628	1346	0
7_Peak_16346_lociStitched	chr12	26424309	26452941	7	10263	16108.3632	3934.0368	1347	0
3_Peak_24385_lociStitched	chr17	3813727	3822763	3	7075	13430.2068	1256.004	1348	0
4_Peak_41787_lociStitched	chr11	350565	364717	4	6116	13755.744	1590.6848	1349	0
10_Peak_52578_lociStitched	chr7	6461291	6484178	10	13551	14961.2319	2799.0801	1350	0
4_Peak_29488_lociStitched	chr5	141698549	141707838	4	1931	13438.3963	1287.4554	1351	0
6_Peak_31121_lociStitched	chr14	77370663	77389657	6	9113	14427.8424	2279.28	1352	0
4_Peak_18023_lociStitched	chr12	4377899	4399437	4	10705	14955.9872	2838.7084	1353	0
1_Peak_1258_lociStitched	chr10	103876672	103881828	1	5157	12864.7356	761.5412	1354	0
7_Peak_6060_lociStitched	chr1	207223535	207244337	7	8087	14792.3022	2689.6986	1355	0
2_Peak_26180_lociStitched	chr6	2980920	2991481	2	5462	13538.1459	1442.6326	1356	0
8_Peak_19747_lociStitched	chr2	197023374	197043378	8	3877	14094.8184	2000.4	1357	0
5_Peak_8464_lociStitched	chr16	57699100	57725638	5	9276	15203.6202	3115.5612	1358	0
9_Peak_6611_lociStitched	chr1	230239181	230263318	9	11179	15015.6277	2927.8181	1359	0
4_Peak_79823_lociStitched	chr6	6748323	6760161	4	6824	13630.2732	1543.6752	1360	0
10_Peak_14132_lociStitched	chr19	16369460	16413537	10	13156	17516.1998	5430.2864	1361	0
9_Peak_9277_lociStitched	chr2	178079796	178126512	9	9495	17294.2632	5213.5056	1362	0
2_Peak_38816_lociStitched	chr11	68767860	68782953	2	8106	13758.7788	1678.3416	1363	0
4_Peak_7246_lociStitched	chr8	141597928	141609452	4	7971	13570.6624	1493.5104	1364	0
8_Peak_40063_lociStitched	chr16	88825955	88857573	8	10236	15720.4696	3645.5554	1365	0
3_Peak_3590_lociStitched	chr11	392757	407792	3	6354	13289.4365	1225.3525	1366	0
Peak_1195	chr22	38661742	38669930	1	8189	13018.92	958.8148	1367	0
4_Peak_55093_lociStitched	chr11	75472567	75489613	4	8421	14110.6788	2052.3384	1368	0
4_Peak_58445_lociStitched	chr1	182111649	182119640	4	6922	13035.7183	993.2813	1369	0
4_Peak_60846_lociStitched	chr3	49498563	49514041	4	2659	13885.3138	1843.4298	1370	0
11_Peak_36217_lociStitched	chr8	22024932	22086391	11	14369	18849.4753	6834.2408	1371	0
1_Peak_846_lociStitched	chr14	71786518	71788892	1	2375	12351.6846	353.726	1372	0
10_Peak_19626_lociStitched	chr10	99112899	99150381	10	13262	16911.8784	4917.6384	1373	0
Peak_5235	chr17	27043513	27049391	1	5879	12682.9606	698.3064	1374	0
13_Peak_41368_lociStitched	chr20	17816020	17857321	13	13088	16863.1983	4894.1685	1375	0
4_Peak_46491_lociStitched	chr1	36265581	36277507	4	4043	13243.823	1277.2746	1376	0
15_Peak_50490_lociStitched	chr15	101655335	101691362	15	13030	16500.366	4539.402	1377	0
5_Peak_665_lociStitched	chr10	32034031	32050222	5	8613	14259.4137	2307.2175	1378	0
6_Peak_54105_lociStitched	chr17	19429624	19458700	6	6689	15160.2264	3218.7132	1379	0
Peak_9126	chr17	38464840	38471339	1	6500	12771.1849	833.1718	1380	0
6_Peak_44206_lociStitched	chr9	123681018	123699824	6	5158	14066.888	2130.7198	1381	0
3_Peak_39920_lociStitched	chr17	73771327	73779272	3	3932	13103.6885	1170.2985	1382	0
11_Peak_52424_lociStitched	chr22	23584633	23625263	11	12458	16512.032	4611.505	1383	0
Peak_2173	chr19	18400503	18405474	1	4972	12426.5058	528.4173	1384	0
13_Peak_80153_lociStitched	chr20	62520786	62544822	13	13043	14707.6284	2829.0372	1385	0
3_Peak_72700_lociStitched	chr19	14182513	14193505	3	7181	13149.7296	1276.1712	1386	0
Peak_1628	chr14	24709005	24713290	1	4286	12433.356	575.047	1387	0
2_Peak_23648_lociStitched	chr15	68564112	68574653	2	1614	13243.7124	1406.1694	1388	0
2_Peak_7642_lociStitched	chr16	56639533	56649131	2	6616	13094.5514	1278.4536	1389	0
9_Peak_14595_lociStitched	chr14	100027016	100063322	9	12636	15876.6138	4062.6414	1390	0
3_Peak_6093_lociStitched	chr7	155743391	155757966	3	7796	13448.3525	1635.315	1391	0
5_Peak_21280_lociStitched	chr3	156799478	156822084	5	5469	14472.3612	2660.7262	1392	0
1_Peak_7657_lociStitched	chr7	128044936	128050793	1	5858	12486.5383	687.0261	1393	0
1_Peak_5612_lociStitched	chr17	27503071	27508529	1	5459	12539.755	757.5704	1394	0
8_Peak_56903_lociStitched	chr16	29605638	29629967	8	6534	12935.7293	1162.9262	1395	0
6_Peak_43710_lociStitched	chr1	22091762	22118797	6	5736	14909.8025	3138.7635	1396	0
1_Peak_3682_lociStitched	chr12	93963608	93967798	1	4191	12364.69	601.265	1397	0
11_Peak_44563_lociStitched	chr13	99127083	99162640	11	11154	16018.4285	4270.3957	1398	0
13_Peak_51549_lociStitched	chr3	57935191	57970268	13	14672	16065.266	4324.9941	1399	0
1_Peak_3919_lociStitched	chr11	63971922	63977419	1	5498	12418.8224	690.9729	1400	0
Peak_5301	chr6	30714455	30721380	1	6926	12741.3075	1020.0525	1401	0
4_Peak_6717_lociStitched	chr1	111734176	111763173	4	6253	15127.7349	3427.4454	1402	0
2_Peak_6920_lociStitched	chr17	43247396	43254523	2	6349	12393.853	703.4349	1403	0
9_Peak_24834_lociStitched	chr6	11350487	11371159	9	10971	14147.9168	2480.64	1404	0
9_Peak_61556_lociStitched	chr6	1589769	1638181	9	5514	17133.0068	5485.0796	1405	0
9_Peak_79054_lociStitched	chr7	100737759	100767974	9	13631	15249.5105	3604.6495	1406	0
10_Peak_43883_lociStitched	chr11	76364773	76418339	10	10615	17896.4006	6261.8654	1407	0
3_Peak_40598_lociStitched	chr11	71724049	71754236	3	6223	15208.2106	3574.1408	1408	0
4_Peak_24368_lociStitched	chr7	139466950	139478718	4	5756	13080.132	1466.2928	1409	0
8_Peak_3994_lociStitched	chr2	127412601	127428352	8	9350	13408.8263	1803.4895	1410	0
2_Peak_28184_lociStitched	chr22	41808331	41814643	2	3637	12391.0872	786.4752	1411	0
3_Peak_35307_lociStitched	chr10	126599704	126613714	3	3844	13263.267	1661.586	1412	0
3_Peak_20359_lociStitched	chr12	112210361	112218904	3	6833	12991.3401	1395.0719	1413	0
5_Peak_19902_lociStitched	chr11	33711019	33728796	5	5693	13803.8405	2207.9034	1414	0
Peak_1113	chr7	100179786	100184913	1	5128	12374.5272	778.7913	1415	0
4_Peak_60502_lociStitched	chr17	58466592	58476397	4	2095	12534.712	951.085	1416	0
8_Peak_44476_lociStitched	chr19	16981726	17009307	8	9641	14708.9473	3135.9597	1417	0
6_Peak_69337_lociStitched	chr6	35438974	35462566	6	8943	14313.2664	2746.1088	1418	0
2_Peak_5233_lociStitched	chr16	430404	439733	2	5125	12584.821	1030.8545	1419	0
3_Peak_19522_lociStitched	chr20	34188807	34207708	3	6832	13818.5211	2277.5705	1420	0
6_Peak_57773_lociStitched	chr17	25650628	25681710	6	6728	15338.967	3810.6532	1421	0
Peak_1675	chr22	39710788	39716841	1	6054	12124.159	596.2205	1422	0
10_Peak_42423_lociStitched	chr3	194014385	194068382	10	10278	16787.6673	5270.1072	1423	0
Peak_4130	chr19	52191038	52195949	1	4912	12057.4872	547.0854	1424	0
12_Peak_71772_lociStitched	chr20	1913775	1947091	12	11537	15378.6656	3871.3192	1425	0
8_Peak_24430_lociStitched	chr21	46889141	46909698	8	9694	13816.3597	2353.7765	1426	0
8_Peak_25820_lociStitched	chr17	45724025	45749766	8	4960	14499.9053	3037.438	1427	0
2_Peak_27712_lociStitched	chrX	152061943	152071045	2	8717	12604.4496	1154.1336	1428	0
3_Peak_3331_lociStitched	chr1	17758602	17769225	3	6146	12756.0984	1313.0028	1429	0
6_Peak_29374_lociStitched	chr10	134346565	134369992	6	6058	14185.0485	2743.3017	1430	0
3_Peak_7317_lociStitched	chr8	26297299	26309361	3	8045	12826.7308	1387.13	1431	0
3_Peak_15543_lociStitched	chr17	74117452	74138003	3	8246	13763.0047	2326.3732	1432	0
9_Peak_41320_lociStitched	chr19	51469235	51498332	9	9066	14455.3896	3020.2686	1433	0
5_Peak_49497_lociStitched	chr17	62398015	62410806	5	8007	12958.5621	1540.0364	1434	0
4_Peak_56573_lociStitched	chr13	48795160	48811327	4	2463	13221.3726	1804.2372	1435	0
4_Peak_37005_lociStitched	chr10	123871721	123902678	4	6251	15685.9119	4272.066	1436	0
11_Peak_14867_lociStitched	chr6	30458882	30501173	11	10644	15723.7938	4317.9111	1437	0
7_Peak_17011_lociStitched	chr22	45621174	45644691	7	9098	14056.1109	2669.1795	1438	0
2_Peak_45076_lociStitched	chr4	146855568	146860347	2	3882	11874.3813	488.4138	1439	0
1_Peak_5384_lociStitched	chr8	95650683	95655138	1	4456	11913.1155	539.055	1440	0
4_Peak_22778_lociStitched	chr11	447660	470918	4	6956	13892.0034	2525.8188	1441	0
12_Peak_34172_lociStitched	chr11	72886963	72926852	12	15569	15975.5445	4611.1684	1442	0
9_Peak_74125_lociStitched	chr10	3494325	3537769	9	10181	16882.3384	5539.11	1443	0
11_Peak_32260_lociStitched	chr16	3199424	3224479	11	9047	14218.7125	2876.314	1444	0
6_Peak_5022_lociStitched	chr10	129704499	129725002	6	10426	14183.9754	2847.8667	1445	0
15_Peak_13006_lociStitched	chr14	65095207	65150086	15	13403	17341.764	6009.2505	1446	0
1_Peak_1101_lociStitched	chr14	50233471	50237295	1	3825	11821.5136	491.0016	1447	0
4_Peak_33139_lociStitched	chr3	184050467	184064523	4	6331	13298.3816	1976.2736	1448	0
8_Peak_43316_lociStitched	chr10	126826514	126846470	8	10335	14150.7996	2831.7564	1449	0
4_Peak_54390_lociStitched	chr3	49444294	49455555	4	3462	12621.3288	1314.1587	1450	0
Peak_22	chr17	80228431	80232543	1	4113	11825.2896	519.3456	1451	0
12_Peak_52836_lociStitched	chr1	68174050	68232789	12	12219	17686.3129	6384.9293	1452	0
5_Peak_22466_lociStitched	chr22	45554429	45566329	5	3271	12636.61	1339.94	1453	0
9_Peak_21089_lociStitched	chr17	76712974	76755683	9	8474	16502.7576	5210.498	1454	0
3_Peak_6776_lociStitched	chr17	40819680	40832564	3	7111	12810.5612	1519.0236	1455	0
8_Peak_24534_lociStitched	chr19	35911429	35954507	8	11063	16270.5606	4988.4324	1456	0
Peak_1244	chr1	45264809	45270028	1	5220	11867.4841	587.6594	1457	0
1_Peak_3751_lociStitched	chr22	31738069	31744158	1	6090	12092.1451	815.3171	1458	0
7_Peak_22627_lociStitched	chr1	167586493	167620183	7	9854	14800.017	3527.343	1459	0
2_Peak_36570_lociStitched	chr20	48720121	48731028	2	5317	12598.6757	1329.5633	1460	0
13_Peak_59419_lociStitched	chr7	73986859	74027426	13	12481	16417.4649	5156.0657	1461	0
12_Peak_49083_lociStitched	chr2	27975255	28003462	12	7969	14303.7697	3049.1767	1462	0
1_Peak_479_lociStitched	chr13	31037451	31040727	1	3277	11562.642	311.8752	1463	0
1_Peak_2869_lociStitched	chr5	180672365	180676014	1	3650	11731.535	488.966	1464	0
11_Peak_16732_lociStitched	chr17	800234	855452	11	11859	17089.971	5853.108	1465	0
2_Peak_5134_lociStitched	chr4	187644237	187649545	2	4560	11821.9776	592.3728	1466	0
Peak_487	chr15	90772878	90778135	1	5258	11813.0047	597.1952	1467	0
8_Peak_10514_lociStitched	chr7	43678976	43698828	8	8019	13638.324	2429.8848	1468	0
4_Peak_57829_lociStitched	chr19	3050972	3066087	4	5041	12855.3075	1650.558	1469	0
3_Peak_20927_lociStitched	chr20	39310905	39319603	3	7773	12265.0498	1062.8956	1470	0
9_Peak_70750_lociStitched	chr6	169546365	169572826	9	13513	14053.4371	2855.1419	1471	0
6_Peak_66165_lociStitched	chr4	3462371	3488895	6	11268	13911.838	2721.3624	1472	0
5_Peak_32130_lociStitched	chr20	35214090	35243128	5	6452	14681.6128	3510.6942	1473	0
6_Peak_49775_lociStitched	chr10	121061163	121078397	6	7250	13554.541	2386.909	1474	0
2_Peak_33493_lociStitched	chr5	95294024	95298768	2	4588	11850.512	687.4056	1475	0
4_Peak_34589_lociStitched	chr22	32021627	32043353	4	4756	13598.3034	2439.8298	1476	0
5_Peak_13303_lociStitched	chr12	113568362	113592728	5	5562	14565.9948	3408.8034	1477	0
14_Peak_37482_lociStitched	chrX	64893434	64927460	14	12936	15451.2066	4294.0812	1478	0
6_Peak_20431_lociStitched	chr1	59037670	59058775	6	5584	13332.0285	2175.9255	1479	0
4_Peak_8265_lociStitched	chrX	106915927	106929994	4	8133	13094.9703	1944.0594	1480	0
4_Peak_68067_lociStitched	chr1	150943492	150952196	4	3776	12137.728	991.3856	1481	0
2_Peak_3573_lociStitched	chr17	4869020	4882752	2	6051	12835.3004	1712.3804	1482	0
1_Peak_1965_lociStitched	chrX	3731712	3734818	1	3107	11518.601	404.0906	1483	0
6_Peak_51627_lociStitched	chr20	1350739	1380622	6	8247	14624.7402	3514.2408	1484	0
8_Peak_45006_lociStitched	chr20	54983338	55019690	8	9706	15336.9088	4227.7376	1485	0
2_Peak_25249_lociStitched	chr20	33850949	33868175	2	5343	13222.6776	2117.0754	1486	0
7_Peak_25484_lociStitched	chr9	132499863	132540900	7	8768	16037.2596	4932.6474	1487	0
6_Peak_95332_lociStitched	chr1	235242121	235269115	6	7122	14355.4092	3263.5746	1488	0
Peak_3071	chr10	104209087	104214390	1	5304	11984.78	896.7373	1489	0
10_Peak_22879_lociStitched	chr7	73621041	73656398	10	7462	14917.1183	3829.1631	1490	0
4_Peak_48181_lociStitched	chr2	66801015	66811030	4	7364	12253.3525	1171.755	1491	0
Peak_2631	chr6	31694675	31699345	1	4671	11593.742	537.05	1492	0
5_Peak_3907_lociStitched	chr19	16250466	16272797	5	10671	13648.7072	2597.0953	1493	0
Peak_2729	chr7	150776420	150781216	1	4797	11704.1584	656.0928	1494	0
8_Peak_10533_lociStitched	chr1	42192655	42235113	8	9193	16032.1408	5005.7982	1495	0
4_Peak_37234_lociStitched	chr17	56582209	56612973	4	4056	15089.742	4063.9244	1496	0
3_Peak_2938_lociStitched	chr12	123753363	123763491	3	4500	12115.1136	1112.0544	1497	0
3_Peak_11373_lociStitched	chr12	1905028	1923337	3	6285	13479.0858	2480.8695	1498	0
3_Peak_14223_lociStitched	chr1	28827282	28837277	3	3372	12206.8935	1210.3945	1499	0
7_Peak_65724_lociStitched	chr7	128523942	128544911	7	7784	13231.439	2241.5861	1500	0
11_Peak_32404_lociStitched	chr1	209916081	209943613	11	7899	14297.3676	3309.3464	1501	0
7_Peak_58518_lociStitched	chr16	8942693	8980300	7	9639	15362.4595	4388.7369	1502	0
15_Peak_49890_lociStitched	chr7	55583252	55638005	15	11847	17657.8425	6690.8166	1503	0
5_Peak_61818_lociStitched	chr1	32797889	32820204	5	5392	13576.446	2610.855	1504	0
1_Peak_6585_lociStitched	chr7	92461852	92466413	1	4562	11584.4839	622.1204	1505	0
5_Peak_6005_lociStitched	chr19	47342582	47367555	5	6142	13897.4745	2949.3113	1506	0
11_Peak_39909_lociStitched	chr16	10830377	10868032	11	8730	15351.9435	4424.4625	1507	0
6_Peak_4682_lociStitched	chr19	30153285	30179095	6	8661	13818.674	2895.882	1508	0
6_Peak_12434_lociStitched	chr3	10230482	10248393	6	11023	12777.7074	1859.1618	1509	0
4_Peak_6086_lociStitched	chr12	3408668	3425147	4	8259	13174.9605	2267.5104	1510	0
Peak_3669	chr1	2143354	2147065	1	3712	11312.9835	408.5811	1511	0
3_Peak_49714_lociStitched	chr11	122930336	122940091	3	1261	12022.062	1124.7515	1512	0
2_Peak_1015_lociStitched	chr5	52094325	52106371	2	4510	12059.2506	1166.0528	1513	0
4_Peak_78319_lociStitched	chr17	77016413	77038593	4	7383	13285.82	2397.658	1514	0
2_Peak_27585_lociStitched	chrX	47052010	47060905	2	8357	12084.747	1217.7255	1515	0
10_Peak_28530_lociStitched	chrX	39751012	39774666	10	10940	14225.5156	3377.7912	1516	0
5_Peak_8851_lociStitched	chr1	30179621	30193141	5	7865	12261.288	1427.712	1517	0
14_Peak_88398_lociStitched	chr6	43662705	43694059	14	13223	14422.84	3593.1684	1518	0
16_Peak_41369_lociStitched	chr20	19883503	19924091	16	13589	15171.7944	4342.916	1519	0
4_Peak_39350_lociStitched	chr12	104669902	104683798	4	5301	12819.06	1994.076	1520	0
6_Peak_57446_lociStitched	chr2	151328879	151344314	6	5104	12429.8055	1616.0445	1521	0
9_Peak_15186_lociStitched	chr8	49308582	49345561	9	14583	14688.0588	3875.3992	1522	0
7_Peak_37077_lociStitched	chr15	31679870	31696476	7	10437	12655.4326	1843.266	1523	0
Peak_2310	chr19	18413570	18416935	1	3366	11256.9345	450.91	1524	0
3_Peak_45694_lociStitched	chr19	4861027	4879027	3	3678	12994.2	2188.8	1525	0
10_Peak_62710_lociStitched	chr6	39136943	39177769	10	12651	15203.6024	4409.208	1526	0
20_Peak_32325_lociStitched	chr15	91095350	91142433	20	14007	16441.3836	5654.6683	1527	0
4_Peak_4937_lociStitched	chr16	57922815	57933631	4	7130	12019.8208	1235.1872	1528	0
13_Peak_45330_lociStitched	chr1	232710719	232766979	13	10468	17086.162	6306.746	1529	0
7_Peak_31659_lociStitched	chr11	1552194	1581736	7	8639	13406.1596	2638.1006	1530	0
2_Peak_37151_lociStitched	chr11	67346916	67354656	2	5316	11699.01	931.896	1531	0
6_Peak_13407_lociStitched	chr15	85451669	85474019	6	8169	13273.665	2507.67	1532	0
2_Peak_56620_lociStitched	chr2	61403395	61409123	2	5295	11536.7648	777.2896	1533	0
2_Peak_10823_lociStitched	chr17	6454118	6462806	2	5204	11923.4112	1177.224	1534	0
5_Peak_13436_lociStitched	chr19	15357926	15377747	5	9893	13091.7705	2346.8064	1535	0
3_Peak_50507_lociStitched	chr1	154150730	154156538	3	5303	11495.7744	752.136	1536	0
10_Peak_54192_lociStitched	chr19	31802574	31843082	10	9297	14987.96	4261.4416	1537	0
15_Peak_70066_lociStitched	chr3	119344835	119384564	15	11804	15057.291	4338.4068	1538	0
11_Peak_61657_lociStitched	chr15	59565281	59608623	11	13213	15486.0966	4780.6226	1539	0
3_Peak_9396_lociStitched	chr12	1699773	1715967	3	2261	12926.0508	2225.0556	1540	0
5_Peak_7348_lociStitched	chr14	21536936	21560962	5	7391	13951.8982	3257.9256	1541	0
12_Peak_18574_lociStitched	chr10	120859753	120899251	12	10092	15653.0574	4964.8986	1542	0
8_Peak_36154_lociStitched	chr16	1186498	1214212	8	12306	13510.575	2826.828	1543	0
13_Peak_58789_lociStitched	chr17	70366870	70426995	13	12301	17364.1	6685.9	1544	0
4_Peak_55002_lociStitched	chr7	99719605	99750649	4	1919	14314.3884	3641.4612	1545	0
5_Peak_71586_lociStitched	chr1	38460552	38468861	5	6846	11516.274	850.8416	1546	0
Peak_1986	chr11	694493	698700	1	4208	11148.1293	491.3776	1547	0
4_Peak_19763_lociStitched	chr12	50055881	50069782	4	8862	12929.3201	2282.5442	1548	0
Peak_4855	chr14	105951852	105958280	1	6429	11526.0468	879.9932	1549	0
9_Peak_68369_lociStitched	chr11	64088228	64123222	9	7694	14400.031	3761.855	1550	0
10_Peak_77976_lociStitched	chr12	130663935	130707952	10	10049	15973.7693	5343.6638	1551	0
11_Peak_60024_lociStitched	chr6	159452649	159490626	11	10811	15118.6437	4496.4768	1552	0
1_Peak_4844_lociStitched	chr4	129730472	129734149	1	3678	11037.6186	426.532	1553	0
10_Peak_57366_lociStitched	chr9	138136503	138193277	10	8674	16333.8798	5734.174	1554	0
1_Peak_7882_lociStitched	chr16	30193778	30199143	1	5366	11355.0225	762.3665	1555	0
4_Peak_20512_lociStitched	chr8	33411104	33425235	4	7249	12405.6049	1828.5514	1556	0
7_Peak_89680_lociStitched	chr19	41913051	41934985	7	10763	13195.4944	2621.113	1557	0
11_Peak_35607_lociStitched	chr8	11532283	11575268	11	13967	15139.317	4569.3055	1558	0
8_Peak_40628_lociStitched	chr14	102172007	102204519	8	8260	13931.392	3361.7408	1559	0
3_Peak_18565_lociStitched	chr1	206939056	206953455	3	6013	12288.1066	1720.6805	1560	0
12_Peak_19438_lociStitched	chr16	88260863	88280132	12	12203	11451.5667	888.3009	1561	0
2_Peak_23123_lociStitched	chr14	23384475	23396068	2	1660	12090.3397	1532.5946	1562	0
3_Peak_8019_lociStitched	chr1	167682519	167697598	3	3096	12532.1569	1976.8569	1563	0
5_Peak_19315_lociStitched	chr19	46379734	46396644	5	4577	12680.809	2127.278	1564	0
9_Peak_48293_lociStitched	chr14	51392485	51435358	9	5741	15091.296	4557.3999	1565	0
11_Peak_15686_lociStitched	chr15	70086565	70107360	11	13231	12976.08	2453.81	1566	0
10_Peak_12572_lociStitched	chr10	126772236	126813046	10	9989	16213.813	5692.995	1567	0
4_Peak_43170_lociStitched	chr3	46731442	46756102	4	7298	13543.272	3025.782	1568	0
9_Peak_15005_lociStitched	chr18	20804231	20841381	9	11018	14990.025	4476.575	1569	0
10_Peak_11733_lociStitched	chr11	128585719	128609546	10	11485	13288.3179	2782.9936	1570	0
9_Peak_29089_lociStitched	chr15	40336816	40374860	9	10994	14970.314	4466.3656	1571	0
6_Peak_11706_lociStitched	chrX	118812623	118828348	6	8934	12411.7425	1909.015	1572	0
6_Peak_59520_lociStitched	chr16	2713690	2752933	6	4906	14147.1015	3649.599	1573	0
4_Peak_44049_lociStitched	chr21	43084984	43105631	4	8016	12840.3693	2343.4345	1574	0
5_Peak_45545_lociStitched	chr17	72977788	72990487	5	5121	12137.7042	1641.9807	1575	0
3_Peak_5925_lociStitched	chr12	104849975	104857106	3	4590	11451.6729	956.2671	1576	0
10_Peak_27866_lociStitched	chr15	93450874	93473920	10	11240	12954.1566	2459.0082	1577	0
7_Peak_36486_lociStitched	chr5	138897132	138923422	7	9536	13131.855	2647.403	1578	0
Peak_6609	chr17	76167044	76173252	1	6209	11288.6272	815.7312	1579	0
16_Peak_81604_lociStitched	chr17	4746126	4785419	16	13384	14817.3903	4345.8058	1580	0
4_Peak_28662_lociStitched	chr10	125793105	125804349	4	9696	12078.3048	1607.892	1581	0
5_Peak_7796_lociStitched	chr21	47500635	47520652	5	9447	12500.6165	2035.7289	1582	0
8_Peak_64680_lociStitched	chr19	10702790	10729030	8	8567	13298.432	2833.92	1583	0
11_Peak_40540_lociStitched	chr1	234651178	234690137	11	10795	14921.297	4456.9096	1584	0
3_Peak_100287_lociStitched	chr2	231275517	231283718	3	3006	11440.395	977.5592	1585	0
11_Peak_13944_lociStitched	chr2	131554733	131601601	11	12030	15128.9904	4668.0528	1586	0
4_Peak_104228_lociStitched	chr13	21628363	21650411	4	2339	13019.344	2561.9776	1587	0
1_Peak_11352_lociStitched	chr7	5631046	5639028	1	7983	11467.7394	1022.4942	1588	0
9_Peak_21395_lociStitched	chr17	70576197	70614723	9	10010	14601.354	4156.9554	1589	0
4_Peak_32267_lociStitched	chr19	14113414	14136845	4	6149	12898.7655	2455.5688	1590	0
3_Peak_30674_lociStitched	chr7	73116342	73131046	3	7508	12224.9056	1782.1248	1591	0
4_Peak_21846_lociStitched	chr6	35982754	35999544	4	3549	12239.91	1808.283	1592	0
3_Peak_4444_lociStitched	chr15	42781997	42791640	3	2978	11709.4949	1285.4119	1593	0
22_Peak_43992_lociStitched	chr18	74062331	74141715	22	13731	18988.6528	8565.5336	1594	0
2_Peak_5594_lociStitched	chr22	31471449	31482400	2	6957	11786.5613	1368.875	1595	0
5_Peak_26279_lociStitched	chr16	84534135	84567070	5	8333	14445.291	4034.5375	1596	0
4_Peak_13486_lociStitched	chr1	156660222	156680111	4	6777	12691.1709	2289.2239	1597	0
6_Peak_27624_lociStitched	chr15	70005629	70023480	6	10222	12520.6914	2127.8392	1598	0
11_Peak_19617_lociStitched	chr14	68962068	68996119	11	11471	14464.8648	4072.4996	1599	0
4_Peak_48037_lociStitched	chr7	2900601	2914271	4	6672	12036.435	1644.501	1600	0
1_Peak_7663_lociStitched	chr12	57869466	57874713	1	5248	11236.4505	845.2917	1601	0
1_Peak_1842_lociStitched	chr1	228870590	228875695	1	5106	11031.905	643.23	1602	0
7_Peak_71002_lociStitched	chr11	111793877	111817469	7	6148	13098.2784	2720.1576	1603	0
