#HG_Serous_550_IP Enhancers
#Created from /media/Data01/Marcos/MTF/histologies/RoseRes/HG_Serous_550_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by HG_Serous_550_IP.nodup.bam
#Using cutoff of 6146.2695 for Super-Enhancers
#Created on Oct 25 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HG_Serous_550_IP.nodup.bam	HG_Serous_550_Input.nodup.bam	enhancerRank	isSuper
2_Peak_1638_lociStitched	chr5	134209599	134212661	2	2805	4781.9254	465.1178	1248	0
2_Peak_1116_lociStitched	chr14	102413741	102415906	2	2015	4613.8315	298.5535	1249	0
4_Peak_17137_lociStitched	chr20	35925780	35945166	4	5145	6882.03	2570.5836	1250	0
1_Peak_2814_lociStitched	chr9	36486104	36488951	1	2848	4742.5326	437.0145	1251	0
1_Peak_1448_lociStitched	chr12	49452155	49455149	1	2995	4660.7598	373.6512	1252	0
5_Peak_4862_lociStitched	chr2	208193873	208202869	5	4052	5240.17	960.7728	1253	0
4_Peak_38938_lociStitched	chr17	47747398	47765948	4	1782	6370.07	2092.44	1254	0
4_Peak_35923_lociStitched	chr20	46040664	46046775	4	5376	4935.2436	660.5991	1255	0
1_Peak_405_lociStitched	chr19	15946526	15948455	1	1930	4521.1902	247.2978	1256	0
4_Peak_42459_lociStitched	chr2	39350904	39369097	4	3471	6285.6815	2015.7844	1257	0
8_Peak_13573_lociStitched	chr21	33815369	33849274	8	4872	7560.815	3295.566	1258	0
9_Peak_26445_lociStitched	chr1	157965347	157990249	9	4435	7107.0308	2846.2986	1259	0
2_Peak_56735_lociStitched	chr7	22758037	22763964	2	3877	4915.8538	662.6386	1260	0
3_Peak_21903_lociStitched	chr20	47374617	47391529	3	4187	6232.072	1982.0864	1261	0
4_Peak_5630_lociStitched	chr1	161695355	161710468	4	4291	5780.7225	1533.9695	1262	0
1_Peak_4042_lociStitched	chr17	62980384	62983321	1	2938	4606.6845	361.251	1263	0
8_Peak_34497_lociStitched	chr12	124978843	125004146	8	3543	7074.7188	2836.4663	1264	0
4_Peak_23949_lociStitched	chr8	29347209	29357762	4	4550	5483.3388	1245.254	1265	0
2_Peak_3763_lociStitched	chr8	67024773	67027139	2	2276	4441.2186	216.2524	1266	0
1_Peak_1164_lociStitched	chr7	104623170	104625493	1	2324	4573.987	349.1469	1267	0
1_Peak_1037_lociStitched	chr5	139486478	139488579	1	2102	4455.8008	234.8918	1268	0
7_Peak_22291_lociStitched	chr11	60828104	60860389	7	5549	7706.4295	3490.0085	1269	0
3_Peak_33849_lociStitched	chr1	28826036	28837080	3	1240	5619.1872	1403.6924	1270	0
1_Peak_3619_lociStitched	chr22	47131155	47135207	1	4053	4674.3872	461.1176	1271	0
8_Peak_39873_lociStitched	chr6	16470963	16487695	8	5696	6383.258	2170.1404	1272	0
1_Peak_5123_lociStitched	chr7	4783781	4786606	1	2826	4521.4125	318.3775	1273	0
4_Peak_4664_lociStitched	chr5	180610983	180619673	4	4341	5178.371	981.97	1274	0
3_Peak_37901_lociStitched	chr19	10336712	10353480	3	1825	6039.8336	1844.48	1275	0
6_Peak_22855_lociStitched	chr2	75061488	75077419	6	5244	6033.0697	1840.0305	1276	0
4_Peak_44917_lociStitched	chr2	86220794	86227518	4	3759	5175.4628	985.066	1277	0
2_Peak_5912_lociStitched	chr1	32715776	32720274	2	4311	4789.4704	599.5834	1278	0
1_Peak_1474_lociStitched	chr12	53764078	53766141	1	2064	4450.0973	260.9695	1279	0
1_Peak_335_lociStitched	chr10	74056224	74058468	1	2245	4392.8544	204.204	1280	0
7_Peak_32008_lociStitched	chr19	19265421	19277333	7	5356	5655.8176	1468.7496	1281	0
1_Peak_1843_lociStitched	chr2	20549629	20552093	1	2465	4525.136	339.5392	1282	0
9_Peak_46858_lociStitched	chr6	106232707	106242706	9	6225	5258.4741	1072.8927	1283	0
9_Peak_15122_lociStitched	chr6	16687414	16714193	9	5682	6780.4428	2600.2409	1284	0
5_Peak_13456_lociStitched	chr21	43933509	43955138	5	5410	6735.2706	2556.5478	1285	0
7_Peak_18229_lociStitched	chr11	59304902	59333860	7	4126	7329.2698	3153.5262	1286	0
8_Peak_10549_lociStitched	chr14	75760312	75777857	8	4797	6053.025	1877.315	1287	0
5_Peak_68619_lociStitched	chr10	77155728	77169396	5	2131	5714.5908	1540.3836	1288	0
6_Peak_22268_lociStitched	chr1	160398629	160430698	6	4636	7654.8703	3485.9003	1289	0
8_Peak_19860_lociStitched	chr6	26304713	26342951	8	4808	8592.0786	4435.608	1290	0
8_Peak_39990_lociStitched	chr9	136810480	136826089	8	4232	6071.901	1919.907	1291	0
11_Peak_100238_lociStitched	chr6	30719460	30762261	11	5756	8778.4851	4626.7881	1292	0
10_Peak_44152_lociStitched	chr12	26424339	26452482	10	5367	7750.5822	3602.304	1293	0
7_Peak_28628_lociStitched	chr2	231731773	231743386	7	5470	5725.209	1578.2067	1294	0
3_Peak_27155_lociStitched	chr22	37589553	37596245	3	3151	4954.7568	808.3936	1295	0
6_Peak_18520_lociStitched	chr12	109224907	109234511	6	5065	5216.8928	1070.846	1296	0
9_Peak_10664_lociStitched	chr7	92347180	92378862	9	5348	7457.9428	3313.9372	1297	0
2_Peak_7472_lociStitched	chr14	90082783	90092444	2	4133	5257.5162	1114.8794	1298	0
5_Peak_18974_lociStitched	chr1	51966758	51982385	5	4656	5633.5335	1492.3785	1299	0
1_Peak_5259_lociStitched	chr15	56535099	56538481	1	3383	4460.5198	324.3338	1300	0
7_Peak_30059_lociStitched	chr15	86154351	86169848	7	5789	5843.9187	1709.3191	1301	0
1_Peak_6199_lociStitched	chr11	826744	830325	1	3582	4549.3024	416.1122	1302	0
6_Peak_18351_lociStitched	chr22	30698273	30707525	6	4168	5400.3924	1269.3744	1303	0
5_Peak_39314_lociStitched	chr12	112195743	112214293	5	3844	6518.47	2389.24	1304	0
2_Peak_31725_lociStitched	chr6	26472901	26475879	2	2822	4540.5566	412.7508	1305	0
6_Peak_10567_lociStitched	chr3	142883238	142900188	6	5461	5790.12	1666.185	1306	0
3_Peak_27729_lociStitched	chr15	86113560	86127873	3	4797	5760.9825	1641.7011	1307	0
2_Peak_2366_lociStitched	chr12	98884983	98898429	2	2214	5651.3538	1532.844	1308	0
1_Peak_7074_lociStitched	chr22	37879804	37882840	1	3037	4526.0688	410.4672	1309	0
4_Peak_9400_lociStitched	chr11	82705095	82719777	4	5938	5640.8244	1526.928	1310	0
1_Peak_1976_lociStitched	chr18	48677604	48681317	1	3714	4442.2332	329.3431	1311	0
10_Peak_40640_lociStitched	chr8	48421545	48439744	10	6581	6125.7834	2014.6293	1312	0
1_Peak_1210_lociStitched	chr6	64345043	64346889	1	1847	4324.255	216.3512	1313	0
8_Peak_80358_lociStitched	chr17	56013074	56035379	8	3999	6673.656	2569.536	1314	0
4_Peak_16744_lociStitched	chr5	156340142	156360104	4	3459	6603.4296	2501.2386	1315	0
6_Peak_28558_lociStitched	chr17	3697905	3709690	6	4255	5463.526	1362.346	1316	0
5_Peak_40343_lociStitched	chr16	81684382	81691821	5	4581	5004.9592	909.0458	1317	0
2_Peak_6976_lociStitched	chr8	8992053	8996750	2	4521	4594.1357	499.2911	1318	0
7_Peak_68193_lociStitched	chr19	47453821	47481062	7	4727	7243.3819	3149.0596	1319	0
7_Peak_80727_lociStitched	chr19	10518661	10536044	7	3915	6023.2095	1931.2513	1320	0
3_Peak_66623_lociStitched	chr9	138997925	139004846	3	4132	5235.7365	1149.5781	1321	0
4_Peak_30542_lociStitched	chr1	27154741	27166277	4	4174	5538.4336	1463.9184	1322	0
7_Peak_16075_lociStitched	chr4	2789340	2805916	7	4313	6230.9184	2159.8528	1323	0
5_Peak_46922_lociStitched	chr9	93558404	93577835	5	2772	6301.4733	2236.5081	1324	0
10_Peak_54792_lociStitched	chrX	45612831	45631608	10	5738	6034.9278	1971.585	1325	0
4_Peak_11177_lociStitched	chr2	65140529	65146256	4	4920	4776.318	720.4566	1326	0
3_Peak_36632_lociStitched	chr8	142096251	142107029	3	4220	5322.1764	1271.804	1327	0
3_Peak_18754_lociStitched	chr9	98898728	98913695	3	3603	5632.0821	1583.5086	1328	0
3_Peak_104199_lociStitched	chr8	96142620	96152488	3	1470	4889.594	847.6612	1329	0
4_Peak_22717_lociStitched	chr3	49380127	49390511	4	5041	5106.8512	1065.3984	1330	0
4_Peak_20011_lociStitched	chr19	38523374	38540663	4	5265	6047.6922	2017.6263	1331	0
3_Peak_7495_lociStitched	chr6	15247710	15254676	3	3606	4810.023	780.192	1332	0
2_Peak_337_lociStitched	chr1	153755479	153764147	2	3119	4940.76	911.0068	1333	0
1_Peak_2031_lociStitched	chr10	92921733	92924218	1	2486	4338.5615	310.128	1334	0
1_Peak_1283_lociStitched	chr3	156891732	156894177	1	2446	4218.3585	196.3335	1335	0
2_Peak_31677_lociStitched	chr11	75268926	75275717	2	598	4890.1991	870.6062	1336	0
2_Peak_8728_lociStitched	chr9	123833555	123838030	2	3241	4616.41	598.755	1337	0
1_Peak_3403_lociStitched	chr19	46269961	46272639	1	2679	4418.4322	404.378	1338	0
7_Peak_11806_lociStitched	chr7	18545446	18561939	7	5612	5436.0928	1424.9952	1339	0
7_Peak_17078_lociStitched	chr7	36814966	36830233	7	4611	5659.4769	1648.836	1340	0
5_Peak_21940_lociStitched	chr1	93438388	93447374	5	4946	4960.272	956.1104	1341	0
4_Peak_5368_lociStitched	chr16	25059697	25078975	4	3731	5954.9742	1950.9336	1342	0
4_Peak_71840_lociStitched	chr7	128163486	128172637	4	2204	4710.9348	711.9478	1343	0
6_Peak_48019_lociStitched	chr11	67414305	67427008	6	1916	5341.6115	1349.0586	1344	0
6_Peak_29634_lociStitched	chr10	73118046	73138954	6	4294	6326.7608	2335.4236	1345	0
9_Peak_26311_lociStitched	chr5	32273590	32284202	9	6199	5204.1248	1216.1352	1346	0
9_Peak_29546_lociStitched	chr7	38256314	38284501	9	4557	6657.7694	2672.1276	1347	0
2_Peak_1345_lociStitched	chr2	42395911	42399869	2	3809	4399.317	414.4026	1348	0
2_Peak_6520_lociStitched	chr2	219148480	219152810	2	3724	4530.912	546.446	1349	0
12_Peak_59426_lociStitched	chr19	18570180	18591627	12	5244	6277.5369	2296.9737	1350	0
Peak_7031	chr11	65353380	65356639	1	3260	4417.5745	442.5722	1351	0
2_Peak_1436_lociStitched	chr17	66200883	66203197	2	2231	4232.5374	258.4738	1352	0
5_Peak_47436_lociStitched	chr11	36390564	36402907	5	4325	5346.9876	1373.7759	1353	0
9_Peak_20744_lociStitched	chr9	140632161	140654294	9	3980	6710.7256	2737.8521	1354	0
2_Peak_3860_lociStitched	chr13	95200563	95204304	2	2528	4394.9268	428.3445	1355	0
4_Peak_8688_lociStitched	chr15	65587746	65597686	4	4976	5158.86	1193.794	1356	0
1_Peak_9199_lociStitched	chr6	44230129	44233372	1	3244	4358.592	398.5647	1357	0
2_Peak_1882_lociStitched	chr17	47268834	47271437	2	2514	4227.5323	270.4517	1358	0
2_Peak_6228_lociStitched	chr2	158753618	158757403	2	3696	4382.273	428.462	1359	0
5_Peak_5656_lociStitched	chr11	126334520	126350738	5	3916	5799.5568	1847.2302	1360	0
3_Peak_12810_lociStitched	chr16	70461686	70468355	3	5802	4905.0495	953.0001	1361	0
12_Peak_29549_lociStitched	chr7	8154784	8183535	12	5161	7110.1223	3159.7349	1362	0
5_Peak_18759_lociStitched	chrX	39711786	39720348	5	4024	5119.2198	1169.5692	1363	0
2_Peak_5034_lociStitched	chr19	36133780	36136340	2	2464	4313.856	364.288	1364	0
1_Peak_2483_lociStitched	chr18	74533119	74535583	1	2465	4180.9152	238.2688	1365	0
7_Peak_18207_lociStitched	chr22	25458555	25473000	7	5230	5542.5465	1606.284	1366	0
3_Peak_35673_lociStitched	chr1	161732053	161752334	3	779	6039.6818	2109.224	1367	0
3_Peak_8545_lociStitched	chr21	45615738	45628173	3	3174	5410.4685	1481.0085	1368	0
8_Peak_17289_lociStitched	chr16	75131720	75145842	8	6667	5523.1142	1594.3738	1369	0
2_Peak_10313_lociStitched	chr8	22551403	22563004	2	3229	5401.4256	1477.9674	1370	0
5_Peak_26925_lociStitched	chr17	72439075	72470599	5	2775	7524.7788	3603.1932	1371	0
2_Peak_3992_lociStitched	chr1	244210343	244213648	2	3046	4236.6795	315.6275	1372	0
8_Peak_49938_lociStitched	chr16	57072204	57095775	8	4536	6908.6601	3000.5883	1373	0
6_Peak_80777_lociStitched	chr22	46959462	46989431	6	5136	7414.3306	3506.373	1374	0
5_Peak_30504_lociStitched	chr6	42333651	42342258	5	3517	4970.5425	1064.6859	1375	0
2_Peak_23527_lociStitched	chr19	48889036	48902022	2	1383	5178.8168	1273.9266	1376	0
2_Peak_8207_lociStitched	chr2	234257426	234266087	2	1013	4990.4682	1093.0182	1377	0
5_Peak_23656_lociStitched	chr7	139466651	139474968	5	5050	4928.6542	1057.9224	1378	0
1_Peak_1208_lociStitched	chr15	101815198	101817736	1	2539	4093.0326	223.344	1379	0
5_Peak_15416_lociStitched	chr7	36756747	36777065	5	5085	6186.831	2320.3156	1380	0
1_Peak_1692_lociStitched	chr6	27445920	27447819	1	1900	4104.8784	240.9831	1381	0
5_Peak_19407_lociStitched	chr12	54407915	54418199	5	4222	5081.3244	1217.6256	1382	0
5_Peak_53728_lociStitched	chr2	173448642	173466587	5	2749	5695.743	1832.1845	1383	0
3_Peak_20786_lociStitched	chr17	17589386	17598974	3	3047	4909.056	1051.8036	1384	0
1_Peak_5869_lociStitched	chr1	9711363	9715375	1	4013	4388.3256	531.1888	1385	0
2_Peak_8648_lociStitched	chr7	73506459	73509698	2	3123	4301.7159	453.7839	1386	0
5_Peak_60618_lociStitched	chr11	65304618	65319606	5	4158	5514.0852	1666.6656	1387	0
6_Peak_19517_lociStitched	chr14	68734528	68752580	6	4634	6128.654	2283.578	1388	0
5_Peak_6663_lociStitched	chr2	9679609	9692758	5	5603	5220.153	1384.5897	1389	0
7_Peak_10042_lociStitched	chr22	23862757	23880068	7	4170	5804.3783	1971.7229	1390	0
2_Peak_2063_lociStitched	chr10	976158	978587	2	2252	4079.7484	248.7296	1391	0
Peak_3329	chr12	6534955	6537545	1	2591	4158.504	329.189	1392	0
5_Peak_58585_lociStitched	chr22	35787924	35807136	5	3621	6232.3728	2403.4212	1393	0
8_Peak_33506_lociStitched	chr19	15396777	15412467	8	4711	5767.644	1943.991	1394	0
4_Peak_23304_lociStitched	chr10	14687043	14701894	4	3050	5295.8666	1473.2192	1395	0
4_Peak_12275_lociStitched	chr2	87013015	87022025	4	5014	4754.577	932.535	1396	0
9_Peak_33962_lociStitched	chr7	151114319	151157850	9	4910	8466.7795	4644.7577	1397	0
1_Peak_160_lociStitched	chr12	8178513	8180088	1	1576	3934.5075	112.6125	1398	0
4_Peak_44155_lociStitched	chr13	42033394	42040889	4	4562	4657.393	835.6925	1399	0
3_Peak_30406_lociStitched	chr7	75357398	75370969	3	1515	5238.406	1430.3834	1400	0
5_Peak_4871_lociStitched	chr11	128160136	128173686	5	3776	5499.945	1692.395	1401	0
4_Peak_14033_lociStitched	chr6	25404300	25413633	4	4096	4923.1575	1119.96	1402	0
8_Peak_15164_lociStitched	chr17	48982241	49031337	8	4247	9632.6352	5832.6048	1403	0
3_Peak_24456_lociStitched	chr3	142800460	142804479	3	2666	4213.5196	413.957	1404	0
9_Peak_32482_lociStitched	chr9	93909046	93937818	9	4915	6954.1924	3156.2884	1405	0
7_Peak_46935_lociStitched	chr12	52418806	52439192	7	3826	6085.221	2289.3478	1406	0
3_Peak_35785_lociStitched	chr11	353204	356439	3	2032	4188.031	392.729	1407	0
Peak_4359	chr12	122226184	122228920	1	2737	4160.6352	365.5296	1408	0
2_Peak_1974_lociStitched	chr15	91413607	91416818	2	2809	4093.3828	300.2285	1409	0
6_Peak_7885_lociStitched	chr5	32206521	32218635	6	4290	4915.8612	1129.0248	1410	0
3_Peak_8781_lociStitched	chr6	106966805	106973676	3	4932	4383.0109	599.1512	1411	0
3_Peak_14021_lociStitched	chr2	64487429	64511507	3	4330	6342.1452	2561.8992	1412	0
5_Peak_43088_lociStitched	chr11	76851111	76865980	5	4327	5456.923	1678.7101	1413	0
3_Peak_18103_lociStitched	chr4	38986391	38999002	3	4975	4997.7393	1223.267	1414	0
6_Peak_19816_lociStitched	chr1	206879584	206891284	6	4406	5370.3	1595.88	1415	0
7_Peak_29454_lociStitched	chr19	1154248	1169946	7	4233	5334.1804	1560.3812	1416	0
5_Peak_20413_lociStitched	chr1	156066423	156077493	5	4808	5001.426	1227.663	1417	0
2_Peak_68011_lociStitched	chr12	26306530	26312255	2	4966	4284.59	514.105	1418	0
1_Peak_9562_lociStitched	chr5	1313201	1317867	1	4667	4282.4548	518.8592	1419	0
5_Peak_45130_lociStitched	chr5	75837977	75845145	5	4438	4627.6608	868.0448	1420	0
2_Peak_4955_lociStitched	chr4	2537125	2539726	2	2398	4046.6358	287.4105	1421	0
8_Peak_60657_lociStitched	chr12	10531618	10548814	8	3084	5323.8816	1568.2752	1422	0
1_Peak_9323_lociStitched	chr1	95389836	95393728	1	3893	4104.8924	355.7288	1423	0
5_Peak_16792_lociStitched	chr21	26936612	26943745	5	6081	4528.7417	781.0635	1424	0
7_Peak_10503_lociStitched	chr9	126959514	126981263	7	5322	6413.7801	2668.6023	1425	0
4_Peak_22706_lociStitched	chr19	54708266	54714201	4	3879	4477.9575	733.566	1426	0
4_Peak_5835_lociStitched	chr10	6205026	6221862	4	2724	5747.8104	2013.5856	1427	0
2_Peak_16501_lociStitched	chr22	42176660	42179261	2	2506	4086.9513	353.4759	1428	0
4_Peak_13590_lociStitched	chr1	11843985	11864150	4	4241	6099.9125	2367.371	1429	0
3_Peak_19581_lociStitched	chr7	2562009	2571007	3	4184	4767.1404	1039.269	1430	0
4_Peak_15810_lociStitched	chr17	29862246	29877773	4	3704	5437.5554	1711.0754	1431	0
4_Peak_13670_lociStitched	chr5	140886359	140893664	4	5364	4499.1495	775.0605	1432	0
3_Peak_74627_lociStitched	chr19	47359623	47367430	3	2449	4706.0596	986.0241	1433	0
3_Peak_14583_lociStitched	chr12	31805842	31815424	3	1795	4748.8392	1033.8978	1434	0
2_Peak_2653_lociStitched	chr6	33537944	33545610	2	2932	4316.7246	604.8474	1435	0
2_Peak_26277_lociStitched	chr19	49832591	49843238	2	1057	5089.266	1386.2394	1436	0
6_Peak_19093_lociStitched	chr14	55532200	55544195	6	5643	5053.4935	1351.8365	1437	0
1_Peak_2677_lociStitched	chr11	65419255	65421593	1	2339	4054.092	353.038	1438	0
1_Peak_9220_lociStitched	chr20	62708036	62712112	1	4077	4303.4408	602.4328	1439	0
2_Peak_39455_lociStitched	chr16	71875921	71888316	2	985	5164.9965	1466.3285	1440	0
4_Peak_30906_lociStitched	chr10	43935530	43951990	4	3474	5565.126	1866.564	1441	0
6_Peak_14162_lociStitched	chr2	66802125	66810952	6	6455	4640.3539	941.8409	1442	0
2_Peak_28861_lociStitched	chr19	1855025	1857984	2	2799	4075.4307	377.2725	1443	0
3_Peak_19383_lociStitched	chr1	2507569	2510720	3	2667	3953.2446	259.0122	1444	0
6_Peak_105469_lociStitched	chr10	134220963	134236647	6	4803	5349.8124	1657.7988	1445	0
9_Peak_37725_lociStitched	chr2	191524155	191545187	9	5414	5756.4584	2067.4456	1446	0
5_Peak_92858_lociStitched	chr17	80452394	80465139	5	3350	5268.783	1581.6545	1447	0
2_Peak_45858_lociStitched	chr21	45717222	45726141	2	739	4673.556	986.4414	1448	0
3_Peak_17440_lociStitched	chr1	193506365	193511035	3	3649	4181.051	494.553	1449	0
2_Peak_14233_lociStitched	chr12	53264114	53268822	2	2423	4267.802	581.438	1450	0
6_Peak_26889_lociStitched	chr17	76875168	76887696	6	4865	5266.7712	1582.2864	1451	0
3_Peak_3344_lociStitched	chr9	132214156	132223840	3	3187	4606.6788	924.822	1452	0
6_Peak_39845_lociStitched	chr5	77821541	77845199	6	4250	6257.541	2576.3562	1453	0
6_Peak_17304_lociStitched	chr14	23308126	23322842	6	4642	5444.92	1764.4484	1454	0
5_Peak_30768_lociStitched	chrX	64815612	64822368	5	4733	4482.606	817.476	1455	0
Peak_7275	chr12	6569845	6572608	1	2764	4045.8609	382.9518	1456	0
2_Peak_991_lociStitched	chr15	68131363	68136708	2	2901	4333.726	671.332	1457	0
4_Peak_9967_lociStitched	chr20	43270662	43276671	4	5112	4401.5925	745.7169	1458	0
7_Peak_47944_lociStitched	chr10	121045095	121066256	7	3569	6231.9145	2579.5259	1459	0
4_Peak_10378_lociStitched	chr14	71288423	71299320	4	4251	4727.1186	1077.7133	1460	0
2_Peak_8139_lociStitched	chr7	30360121	30370832	2	3452	4682.8492	1037.8959	1461	0
2_Peak_6282_lociStitched	chr5	173697462	173701315	2	3504	4011.7436	367.9615	1462	0
1_Peak_4473_lociStitched	chr19	4914146	4917085	1	2940	3995.8644	352.68	1463	0
4_Peak_19611_lociStitched	chr15	38962454	38976890	4	3946	5351.4252	1709.2224	1464	0
3_Peak_39269_lociStitched	chr11	117056751	117072695	3	3487	5468.792	1827.1824	1465	0
2_Peak_26240_lociStitched	chr2	120987487	120991062	2	3006	4108.0325	473.6875	1466	0
2_Peak_352_lociStitched	chr1	182557418	182571336	2	1690	5277.7056	1643.7158	1467	0
3_Peak_7248_lociStitched	chr14	103783578	103788088	3	3762	4054.49	422.587	1468	0
5_Peak_26475_lociStitched	chr11	60741044	60754597	5	4416	5234.1686	1606.0305	1469	0
3_Peak_9677_lociStitched	chr15	70327345	70341019	3	4957	5120.913	1495.9356	1470	0
2_Peak_4629_lociStitched	chr19	50860471	50872824	2	2523	4912.7881	1289.6532	1471	0
3_Peak_6687_lociStitched	chr2	128586691	128590484	3	3391	4135.8872	516.6066	1472	0
6_Peak_9318_lociStitched	chr16	70414058	70439220	6	3008	6552.1848	2936.4054	1473	0
5_Peak_11700_lociStitched	chr7	22734497	22741125	5	3931	4410.934	798.674	1474	0
8_Peak_21519_lociStitched	chr15	77295557	77315204	8	4257	5872.4883	2263.3344	1475	0
5_Peak_13550_lociStitched	chr8	134151453	134170770	5	4031	5839.5291	2231.1135	1476	0
3_Peak_48711_lociStitched	chr3	72027584	72035769	3	5231	4421.537	813.589	1477	0
3_Peak_10679_lociStitched	chr12	8111387	8124545	3	4477	4988.1978	1380.2742	1478	0
1_Peak_6521_lociStitched	chr2	113930826	113934217	1	3392	4007.8229	401.4944	1479	0
2_Peak_675_lociStitched	chr12	48591404	48594856	2	2334	4051.9576	447.3792	1480	0
6_Peak_65450_lociStitched	chr1	235053589	235070382	6	4498	5612.2206	2008.4428	1481	0
6_Peak_39663_lociStitched	chr20	37462303	37474008	6	4396	4816.6075	1217.32	1482	0
7_Peak_28697_lociStitched	chr3	172227810	172238953	7	5244	4699.0031	1104.2713	1483	0
Peak_1032	chr6	31788930	31791003	1	2074	3893.9232	299.7558	1484	0
8_Peak_15287_lociStitched	chr16	81894229	81908326	8	4949	5292.0138	1704.3273	1485	0
2_Peak_37264_lociStitched	chr6	4017536	4019643	2	2000	3785.8576	198.2687	1486	0
8_Peak_36332_lociStitched	chr6	24928602	24950129	8	4353	5818.7481	2234.5026	1487	0
4_Peak_8054_lociStitched	chr18	12838227	12845039	4	3546	4290.1976	710.4916	1488	0
1_Peak_7542_lociStitched	chr19	51869156	51872247	1	3092	4000.0631	420.6851	1489	0
7_Peak_25900_lociStitched	chr20	5037170	5066649	7	3786	7157.5012	3578.7506	1490	0
2_Peak_23201_lociStitched	chr22	21264408	21275075	2	890	4694.5467	1116.8349	1491	0
1_Peak_5906_lociStitched	chrX	38662607	38665629	1	3023	3902.0064	326.6782	1492	0
3_Peak_9277_lociStitched	chr7	47708774	47712407	3	3415	3872.778	300.4491	1493	0
1_Peak_4107_lociStitched	chr12	123848186	123851099	1	2914	3850.986	282.2697	1494	0
2_Peak_36217_lociStitched	chr13	27742291	27755037	2	442	4879.1688	1319.211	1495	0
3_Peak_4537_lociStitched	chr8	102138144	102163231	3	4091	6437.3242	2877.4789	1496	0
2_Peak_6916_lociStitched	chr1	178574174	178578214	2	3934	4086.864	527.22	1497	0
7_Peak_76940_lociStitched	chr9	132095914	132114585	7	4266	5698.3892	2139.6966	1498	0
4_Peak_15189_lociStitched	chr9	136541804	136550221	4	4087	4426.5003	870.3178	1499	0
8_Peak_34708_lociStitched	chr12	106474499	106517683	8	3126	8049.4976	4495.4544	1500	0
2_Peak_61860_lociStitched	chr7	150073580	150086300	2	472	4869.216	1315.248	1501	0
5_Peak_25243_lociStitched	chr11	111603340	111609185	5	5357	4324.7155	776.216	1502	0
4_Peak_30365_lociStitched	chr17	44342050	44369288	4	2480	6624.2816	3080.6178	1503	0
5_Peak_35209_lociStitched	chr9	93783195	93799510	5	3713	5560.152	2019.797	1504	0
11_Peak_95434_lociStitched	chr13	30717356	30737926	11	5374	5911.818	2373.778	1505	0
5_Peak_10634_lociStitched	chr8	141598718	141608784	5	3834	4726.9936	1189.8012	1506	0
1_Peak_7121_lociStitched	chr11	58340400	58344074	1	3675	3861.374	325.149	1507	0
1_Peak_3890_lociStitched	chr1	153934987	153937027	1	2041	3831.324	295.188	1508	0
7_Peak_23718_lociStitched	chr10	80899035	80930922	7	3200	7085.2914	3552.2118	1509	0
4_Peak_21658_lociStitched	chr7	2796932	2803871	4	5469	4338.2628	805.6179	1510	0
1_Peak_611_lociStitched	chr19	56145889	56147624	1	1736	3731.4645	205.424	1511	0
3_Peak_10643_lociStitched	chr16	10831132	10844047	3	1324	5049.765	1530.4275	1512	0
7_Peak_38942_lociStitched	chr17	55517390	55541148	7	3456	6906.4506	3390.2666	1513	0
2_Peak_3131_lociStitched	chr6	159289955	159291832	2	1659	3716.6477	202.5283	1514	0
9_Peak_25149_lociStitched	chr12	12161568	12186605	9	4205	6512.1237	2999.4326	1515	0
4_Peak_22341_lociStitched	chr19	49971797	49982091	4	1979	4594.2122	1082.9288	1516	0
2_Peak_25173_lociStitched	chr12	6881229	6888242	2	4464	4312.2937	808.5989	1517	0
8_Peak_18209_lociStitched	chr3	129310963	129323313	8	4161	5002.985	1505.465	1518	0
7_Peak_45884_lociStitched	chr3	101503631	101522709	7	4082	5385.7194	1890.6298	1519	0
1_Peak_3940_lociStitched	chr9	131313830	131317566	1	3737	3852.1896	358.656	1520	0
1_Peak_1370_lociStitched	chr12	57823635	57825392	1	1758	3684.6047	191.8644	1521	0
10_Peak_17854_lociStitched	chr15	80302296	80326099	10	4867	6050.7226	2558.8225	1522	0
3_Peak_6525_lociStitched	chr13	45491335	45496590	3	2743	4034.2635	542.8415	1523	0
2_Peak_97381_lociStitched	chr7	150782842	150787818	2	3807	3966.8672	477.696	1524	0
5_Peak_25345_lociStitched	chr1	54738957	54745528	5	4312	4239.6092	751.7224	1525	0
2_Peak_2804_lociStitched	chr3	27521711	27526527	2	2414	3957.7888	473.4128	1526	0
6_Peak_22192_lociStitched	chr12	102318487	102333307	6	3978	5221.086	1736.904	1527	0
3_Peak_5548_lociStitched	chr17	39821804	39836011	3	3317	5103.1544	1625.2808	1528	0
6_Peak_12505_lociStitched	chr1	26440248	26453565	6	4501	4997.8701	1520.8014	1529	0
2_Peak_16036_lociStitched	chr17	2905411	2908422	2	2883	3900.1483	427.2609	1530	0
6_Peak_5826_lociStitched	chr2	20618299	20630605	6	3404	4865.7924	1393.0392	1531	0
4_Peak_41603_lociStitched	chr16	4554849	4566650	4	3664	5027.226	1556.5519	1532	0
3_Peak_50022_lociStitched	chr1	154912495	154916850	3	3873	3937.791	474.695	1533	0
7_Peak_44100_lociStitched	chr3	11316601	11349423	7	3816	7063.2944	3600.5734	1534	0
