REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HG_Serous_550_IP.nodup.bam	HG_Serous_550_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
11_Peak_57261_lociStitched	chr14	61937035	61978335	11	11723	21983.99	5026.21	141	PRKCH		PRKCH	141	1	ENSG00000027075	PRKCH	9.13066493733357	1
17_Peak_24313_lociStitched	chr4	25844973	25881200	17	15607	21058.7551	4173.3504	142	SEL1L3	C4orf52	SEL1L3	142	1	ENSG00000091490	SEL1L3	28.7678199375397	1
13_Peak_24601_lociStitched	chr1	235090476	235133889	13	16496	22335.9885	5457.0141	143			SNORA14B	143	1	ENSG00000238005		0.488103006042658	1
8_Peak_20626_lociStitched	chr21	44768139	44783596	8	10071	18959.5562	2088.2407	144			SIK1	144	1	ENSG00000160209	PDXK	130.866202849101	3
11_Peak_3089_lociStitched	chr3	50264266	50311152	11	10484	22627.1836	5832.6184	145	GNAI2,SEMA3B	GNAT1,HYAL3,SLC38A3,HYAL1,C3orf45,NAT6,HYAL2,IFRD2	GNAI2	145	1	ENSG00000114353	GNAI2	127.917817203965	1
9_Peak_36245_lociStitched	chr17	16870208	16895219	9	14763	19363.5162	2668.6737	146	TNFRSF13B		TNFRSF13B	146	1	ENSG00000133030	MPRIP	96.4782298584931	3
10_Peak_9231_lociStitched	chr11	118780876	118801096	10	17191	19051.284	2418.312	147	BCL9L	CXCR5,UPK2,FOXR1	BCL9L	147	1	ENSG00000186174	BCL9L	51.5099097810062	1
12_Peak_1864_lociStitched	chr10	73505889	73533365	12	13710	20090.4512	3459.2284	148	CDH23,C10orf54	CDH23,C10orf105	C10orf54	148	1	ENSG00000107738	VSIR	12.2107982531112	1
10_Peak_3695_lociStitched	chr16	56944309	56973406	10	10577	20344.6224	3887.3592	149	SLC12A3,HERPUD1	SLC12A3,CETP,HERPUD1	HERPUD1	149	1	ENSG00000051108	HERPUD1	24.9770383937936	1
7_Peak_3519_lociStitched	chr1	204462179	204491896	7	9872	19940.107	3509.5777	150	MDM4	MDM4,PIK3C2B	MDM4	150	1	ENSG00000198625	MDM4	144.343576549023	1
28_Peak_28641_lociStitched	chr2	89128102	89168939	28	26667	19654.8481	3299.6296	151			ANKRD36BP2	151	1	ENSG00000211592	IGKC	8.21091317944622	1
6_Peak_52173_lociStitched	chr8	142122876	142147709	6	8558	19429.3392	3076.8087	152	DENND3		DENND3	152	1	ENSG00000105339	DENND3	26.3761200511355	1
1_Peak_984_lociStitched	chr17	79476546	79487226	1	10681	17592.096	1289.076	153	ACTG1	FSCN2,C17orf70	ACTG1	153	1	ENSG00000184009	ACTG1	1197.638504459	1
2_Peak_972_lociStitched	chr6	30646985	30656633	2	9532	17432.0064	1218.5424	154	KIAA1949,NRM	MDC1,TUBB,DHX16,C6orf136	KIAA1949	154	1	ENSG00000146112	PPP1R18	22.5952427741809	2
6_Peak_37609_lociStitched	chr10	63796547	63817132	6	11059	18514.149	2404.328	155	ARID5B		ARID5B	155	1	ENSG00000150347	ARID5B	105.688656779001	1
1_Peak_280_lociStitched	chr8	126441237	126447854	1	6618	16748.9504	661.0383	156	TRIB1		TRIB1	156	1	ENSG00000173334	TRIB1	24.8587920397527	1
Peak_1649	chr22	50975496	50983868	1	8373	17012.7412	956.0824	157		ODF3B,C22orf41,SCO2,NCAPH2,CPT1B,LMF2,LOC100144603,TYMP,KLHDC7B,CHKB	KLHDC7B	157	1	ENSG00000272666		0.684242764953852	1
6_Peak_27639_lociStitched	chr9	132645986	132663871	6	11380	18212.2955	2156.931	158	FNBP1	USP20,C9orf78	USP20	158	1	ENSG00000136878	USP20	17.7886059705518	1
11_Peak_79459_lociStitched	chr5	6692598	6739771	11	12157	21458.9977	5410.7431	159	PAPD7	PAPD7	PAPD7	159	1	ENSG00000112941	TENT4A	23.1107165531918	2
7_Peak_29143_lociStitched	chr19	42371716	42392961	7	8793	18402.419	2394.3115	160	ARHGEF1,CD79A,RPS19	LYPD4,DMRTC2	CD79A	160	1	ENSG00000105372	RPS19	593.925219950507	2
7_Peak_13709_lociStitched	chr19	2253575	2273825	7	6882	18445.725	2498.85	161	OAZ1,JSRP1	AMH,MIR1227,C19orf35,PLEKHJ1,LINGO3,MIR4321,SF3A2	OAZ1	161	1	ENSG00000104904	OAZ1	198.442224368004	1
4_Peak_679_lociStitched	chr2	28612766	28622661	4	9195	16893.7335	1014.2375	162	FOSL2		FOSL2	162	1	ENSG00000075426	FOSL2	164.758793831088	1
16_Peak_52374_lociStitched	chr1	12202917	12246549	16	18801	21410.2224	5571.8064	163	TNFRSF1B,TNFRSF8	VPS13D	TNFRSF1B	163	1	ENSG00000028137	TNFRSF1B	18.4905899744948	1
25_Peak_13645_lociStitched	chr19	39140741	39186414	25	21054	21534.8195	5750.2307	164	ACTN4	EIF3K,CAPN12,MAP4K1	ACTN4	164	1	ENSG00000130402	ACTN4	381.617471962806	1
7_Peak_13531_lociStitched	chr3	53199875	53228434	7	17992	19217.3511	3447.0713	165	PRKCD	RFT1	PRKCD	165	1	ENSG00000163932	PRKCD	33.076156644773	1
4_Peak_39245_lociStitched	chr10	3817965	3828462	4	7361	17015.637	1256.4909	166	KLF6	KLF6	KLF6	166	1	ENSG00000067082	KLF6	220.962320472183	1
6_Peak_2110_lociStitched	chr2	232526315	232546568	6	9561	18335.0409	2576.1816	167		PTMA,MIR1244-2	PTMA	167	1	ENSG00000187514	PTMA	922.382099240683	1
6_Peak_39280_lociStitched	chr11	311728	336326	6	9450	18364.8668	2624.6066	168	IFITM3,IFITM1	ATHL1,B4GALNT4,IFITM5,NLRP6,IFITM2	IFITM3	168	1	ENSG00000142089	IFITM3	289.373031399626	1
23_Peak_61666_lociStitched	chr5	130586985	130624627	23	12411	19287.7608	3572.2258	169	CDC42SE2		CDC42SE2	169	1	ENSG00000158985	CDC42SE2	48.9931996842572	1
4_Peak_3434_lociStitched	chr9	130659222	130675310	4	7088	17827.1128	2147.748	170	ST6GALNAC4,ST6GALNAC6	FAM102A,PIP5KL1,AK1,ENG,DPM2	ST6GALNAC6	170	1	ENSG00000160408	ST6GALNAC6	24.8007545190711	1
8_Peak_30954_lociStitched	chr11	111233812	111251738	8	14315	17791.555	2206.6906	171	POU2AF1		POU2AF1	171	1	ENSG00000110777	POU2AF1	1.18948830680128	1
1_Peak_33_lociStitched	chr5	90674734	90680821	1	6088	16096.4628	571.5693	172	ARRDC3,LOC100129716		ARRDC3	172	1	ENSG00000113369	ARRDC3	64.8588133494999	1
Peak_69	chr2	70311855	70316917	1	5063	16136.1374	627.1818	173	LOC400960,PCBP1	LOC100133985	PCBP1	173	1	ENSG00000169564	PCBP1	130.418222051345	1
2_Peak_34_lociStitched	chr11	122931741	122942226	2	8203	16611.3855	1159.641	174	HSPA8	HSPA8,LOC341056	HSPA8	174	1	ENSG00000109971	HSPA8	205.431050174925	1
12_Peak_12242_lociStitched	chr20	37488086	37522852	12	13367	19980.0202	4627.3546	175	PPP1R16B	FAM83D	FAM83D	175	1	ENSG00000101447	FAM83D	2.72144803678004	1
12_Peak_53640_lociStitched	chr19	45241015	45273832	12	8887	19102.7757	3803.4903	176	BCL3	CEACAM16,CBLC,BCAM	BCL3	176	1	ENSG00000069399	BCL3	15.6007350409478	1
3_Peak_48356_lociStitched	chr18	3447073	3459550	3	8823	16648.0611	1389.9378	177	TGIF1		TGIF1	177	1	ENSG00000177426	TGIF1	35.7594897018116	1
6_Peak_22608_lociStitched	chr2	233924264	233952329	6	15028	18525.7065	3283.605	178	INPP5D	NEU2,INPP5D,NGEF	INPP5D	178	1	ENSG00000168918	INPP5D	12.496966335168	1
5_Peak_195_lociStitched	chr19	16180588	16198010	5	8811	17282.624	2057.5382	179	TPM4	HSH2D,FLJ25328,RAB8A	TPM4	179	1	ENSG00000167460	TPM4	334.742670341799	1
9_Peak_14690_lociStitched	chr1	160696336	160738480	9	11601	19706.5344	4488.336	180	SLAMF7	CD48,LY9	SLAMF7	180	1	ENSG00000026751	SLAMF7	0.969212694430675	1
14_Peak_29608_lociStitched	chr1	32391012	32427811	14	10385	19345.2343	4139.8875	181	PTP4A2	PTP4A2	PTP4A2	181	1	ENSG00000184007	PTP4A2	139.396476137477	1
5_Peak_53527_lociStitched	chr17	66230745	66259765	5	6900	17600.63	2449.288	182	AMZ2,ARSG	LOC440461,AMZ2,SLC16A6	AMZ2	182	1	ENSG00000196704	AMZ2	22.8157341683446	1
7_Peak_8177_lociStitched	chr7	142490764	142510701	7	13004	17205.631	2071.4543	183		TRY6,PRSS1,PRSS2,EPHB6	PRSS2	183	1	ENSG00000211772	TRBC2	1.75169681031025	1
1_Peak_577_lociStitched	chr3	187455251	187465095	1	9845	16324.3052	1231.4844	184	BCL6	RTP2,BCL6,LOC100131635	BCL6	184	1	ENSG00000113916	BCL6	31.4646162650405	1
7_Peak_3097_lociStitched	chr19	4058141	4090081	7	9352	18751.974	3660.324	185	ZBTB7A	MAP2K2	ZBTB7A	185	1	ENSG00000178951	ZBTB7A	62.7471928234805	1
8_Peak_9364_lociStitched	chr8	29934122	29971392	8	5742	19227.593	4140.697	186	LEPROTL1,TMEM66	DCTN6,MBOAT4	LEPROTL1	186	1	ENSG00000104660	LEPROTL1	18.1067009380432	1
7_Peak_22603_lociStitched	chr17	8024480	8062193	7	10495	19569.2757	4495.3896	187	PER1,HES7	ALOXE3,VAMP2,MIR3676,C17orf59,TMEM107,MIR4314,ALOX12B	PER1	187	1	ENSG00000179094	PER1	33.1173498237664	1
7_Peak_67978_lociStitched	chr11	62306665	62328879	7	15965	17571.274	2561.2742	188	AHNAK,EEF1G	TUT1,MTA2	AHNAK	188	1	ENSG00000124942	AHNAK	562.993455668991	1
3_Peak_20300_lociStitched	chr8	144095267	144109185	3	4841	16609.7412	1624.2306	189	LY6E,LOC100133669	C8orf31	LY6E	189	1	ENSG00000160932	LY6E	114.461558515422	1
19_Peak_57021_lociStitched	chr14	102278418	102326163	19	14515	20157.939	5194.656	190	PPP2R5C	PPP2R5C	PPP2R5C	190	1	ENSG00000078304	PPP2R5C	65.4898957239868	1
3_Peak_1241_lociStitched	chr10	135201395	135220024	3	8804	16957.9787	1998.8917	191	PAOX,MTG1	PAOX,C10orf125,LOC619207,SPRN,PRAP1,ECHS1,MIR3944	MTG1	191	1	ENSG00000148824	MTG1	31.4957385363214	1
14_Peak_13702_lociStitched	chr22	39460151	39496461	14	13096	18696.019	3790.764	192	APOBEC3H,APOBEC3G	APOBEC3C,APOBEC3F,APOBEC3D	APOBEC3G	192	1	ENSG00000239713	APOBEC3G	7.86094585708033	1
19_Peak_34796_lociStitched	chr15	96864030	96903441	19	17211	19015.8075	4220.9181	193	NR2F2,MIR1469		NR2F2	193	1	ENSG00000185551	NR2F2	109.550421333738	1
1_Peak_119_lociStitched	chr4	15002639	15007749	1	5111	15470.014	712.845	194	CPEB2	CPEB2	CPEB2	194	1	ENSG00000137449	CPEB2	9.83463772478022	1
9_Peak_13435_lociStitched	chr2	20405321	20425205	9	16574	17207.6136	2457.6624	195	SDC1		SDC1	195	1	ENSG00000115884	SDC1	36.6268585849158	1
16_Peak_48847_lociStitched	chr6	37102692	37152309	16	12001	19995.651	5274.2871	196	PIM1		PIM1	196	1	ENSG00000137193	PIM1	25.959359294396	1
15_Peak_78908_lociStitched	chr2	85115002	85173939	15	10492	20981.572	6294.4716	197	TMSB10	C2orf89,KCMF1	TMSB10	197	1	ENSG00000034510	TMSB10	682.722232981462	1
12_Peak_22817_lociStitched	chr2	175453806	175476810	12	12650	17055.1656	2376.3132	198	WIPF1		WIPF1	198	1	ENSG00000115935	WIPF1	20.3382381873417	1
6_Peak_7277_lociStitched	chr13	27998173	28030166	6	6083	18210.4156	3554.4223	199	MTIF3,GTF3A		MTIF3	199	1	ENSG00000122034	GTF3A	49.5783971139972	1
5_Peak_21327_lociStitched	chr1	155939983	155959298	5	9900	16954.707	2327.4575	200	ARHGEF2	ARHGEF2,SCARNA4,SSR2,RXFP4,KIAA0907	ARHGEF2	200	1	ENSG00000116584	ARHGEF2	40.3263451487774	1
20_Peak_14817_lociStitched	chr5	118608741	118689348	20	16800	23093.9055	8560.4634	201	TNFAIP8	TNFAIP8	TNFAIP8	201	1	ENSG00000145779	TNFAIP8	5.42779594893642	1
20_Peak_74740_lociStitched	chr2	225774697	225848800	20	16227	21749.2305	7217.6322	202	DOCK10		DOCK10	202	1	ENSG00000135905	DOCK10	9.30881954068459	1
5_Peak_1841_lociStitched	chr1	45267052	45286597	5	5344	16879.062	2398.1715	203	BTBD19,PTCH2,PLK3,TCTEX1D4	SNORD55,BEST4,SNORD46,SNORD38A,PTCH2,SNORD38B,RPS8	BTBD19	203	1	ENSG00000222009	BTBD19	12.2206155716141	1
4_Peak_29509_lociStitched	chr4	78736568	78748971	4	6050	15684.8338	1206.8119	204	CNOT6L	MRPL1	CNOT6L	204	1	ENSG00000138767	CNOT6L	28.2393335059119	1
7_Peak_18682_lociStitched	chr2	68989051	69007065	7	9324	16558.4688	2100.4324	205	ARHGAP25	ARHGAP25	ARHGAP25	205	1	ENSG00000163219	ARHGAP25	6.55078821423361	1
15_Peak_12105_lociStitched	chr5	156997942	157041002	15	14310	19196.148	4775.354	206	ADAM19	SOX30	ADAM19	206	1	ENSG00000135074	ADAM19	5.72506278752426	1
13_Peak_28353_lociStitched	chr14	74207288	74251509	13	13762	19811.008	5452.4493	207	C14orf43	PNMA1	C14orf43	207	1	ENSG00000156030	ELMSAN1	45.0838907166489	2
11_Peak_39998_lociStitched	chr9	33130177	33167384	11	13818	18648.1484	4368.1018	208	B4GALT1		B4GALT1	208	1	ENSG00000086062	B4GALT1	114.550872613194	1
7_Peak_57619_lociStitched	chrX	118811808	118832891	7	10818	16451.0649	2331.7798	209	SEPT6	MIR766	SEPT6	209	1	ENSG00000125354	SEPT6	19.8755373972646	1
12_Peak_32422_lociStitched	chr5	150590259	150622805	12	11146	18017.4656	3905.52	210	CCDC69	GM2A	CCDC69	210	1	ENSG00000198624	CCDC69	11.7191858231919	1
8_Peak_70751_lociStitched	chr2	145262879	145282445	8	12424	15879.7656	1768.7664	211	ZEB2		ZEB2	211	1	ENSG00000169554	ZEB2	18.3377061007632	1
8_Peak_13400_lociStitched	chr20	34188739	34207359	8	9620	16223.606	2113.37	212	SPAG4,FER1L4	CPNE1	FER1L4	212	1	ENSG00000088340	FER1L4	20.3539654177413	1
6_Peak_11502_lociStitched	chr14	95960838	95990733	6	13545	17751.651	3656.1585	213		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	213	1	ENSG00000252481	SCARNA13	9.9817483901024	1
4_Peak_21388_lociStitched	chr12	92527447	92539667	4	11149	15480.296	1394.302	214	BTG1		BTG1	214	1	ENSG00000133639	BTG1	55.8418105618633	1
21_Peak_13491_lociStitched	chr14	106146236	106178807	21	14654	15461.4537	1381.0104	215			TMEM121	215	1	ENSG00000211895	IGHA1	4.62262258663929	1
6_Peak_11537_lociStitched	chr17	80163809	80199669	6	8927	18267.084	4217.136	216	SLC16A3,CCDC57	CSNK1D	SLC16A3	216	1	ENSG00000141526	SLC16A3	37.9078154374608	1
12_Peak_12157_lociStitched	chr20	52195163	52212589	12	11244	15226.8388	1212.8496	217	ZNF217		ZNF217	217	1	ENSG00000171940	ZNF217	50.7263595660835	1
1_Peak_65_lociStitched	chr8	38237549	38244851	1	7303	14787.2802	787.8858	218	LETM2,WHSC1L1		WHSC1L1	218	1	ENSG00000147548	NSD3	102.406606350334	2
11_Peak_37669_lociStitched	chr1	154358225	154392933	11	14818	17787.85	3793.5844	219	IL6R	IL6R	IL6R	219	1	ENSG00000160712	IL6R	33.0059860885691	1
14_Peak_59373_lociStitched	chr18	2956188	2983153	14	16106	16955.592	2976.936	220	LPIN2	LOC727896	LOC727896	220	1	ENSG00000101577	LPIN2	37.7828557827786	2
1_Peak_540_lociStitched	chr14	64968058	64973992	1	5935	14670.6282	720.981	221	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	221	1	ENSG00000126804	ZBTB1	21.1034477445812	1
13_Peak_26171_lociStitched	chr6	113947272	113972986	13	15962	16210.1056	2285.9746	222			MARCKS	222	1	ENSG00000277443	MARCKS	71.9716995934567	1
4_Peak_649_lociStitched	chr19	48824526	48837655	4	6290	15665.5228	1786.8569	223	TMEM143,EMP3	CCDC114,ZNF114,SYNGR4	EMP3	223	1	ENSG00000142227	EMP3	5.93343359610918	1
1_Peak_47_lociStitched	chr11	118659078	118664278	1	5201	14325.48	589.16	224	DDX6		DDX6	224	1	ENSG00000110367	DDX6	132.917541640423	1
23_Peak_22360_lociStitched	chr3	45986399	46035282	23	18577	20002.9236	6296.1304	225	CXCR6,FYCO1	XCR1	CXCR6	225	1	ENSG00000172215	CXCR6	1.63269184337248	1
9_Peak_14601_lociStitched	chr12	47600555	47618491	9	12140	15372.9456	1682.3968	226	LOC100233209,FAM113B		FAM113B	226	1	ENSG00000179715	PCED1B	6.56776126209584	2
3_Peak_1140_lociStitched	chr12	46120351	46126947	3	6116	14411.6004	766.4552	227	ARID2,LOC400027		ARID2	227	1	ENSG00000189079	ARID2	57.5398915410625	1
16_Peak_37547_lociStitched	chr16	81728396	81791829	16	12934	20920.2034	7275.7651	228	CMIP	PLCG2	PLCG2	228	1	ENSG00000197943	PLCG2	9.24212488972803	1
2_Peak_97653_lociStitched	chr17	36856497	36863062	2	6420	14280.8445	697.203	229	MLLT6	CISD3,PCGF2,PSMB3,C17orf96	MLLT6	229	1	ENSG00000275023	MLLT6	158.533419635893	1
1_Peak_680_lociStitched	chr6	26194930	26200739	1	5810	14193.7106	612.8495	230	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H2BG,HIST1H4D,HIST1H4G,HIST1H3E,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H2BD,HIST1H4F,HIST1H1D,HIST1H1E	HIST1H3D	230	1	ENSG00000197409	HIST1H3D	2.17002033363303	1
11_Peak_24560_lociStitched	chr1	203707312	203745295	11	10251	17855.8083	4284.4824	231	ATP2B4,LAX1	SNORA77,ZC3H11A,ZBED6,LAX1	LAX1	231	1	ENSG00000122188	LAX1	0.574238830638421	1
3_Peak_230_lociStitched	chr3	39183039	39196010	3	8490	15234.4395	1669.3677	232	CSRNP1	GORASP1,XIRP1,TTC21A	CSRNP1	232	1	ENSG00000144655	CSRNP1	27.4618209802221	1
9_Peak_21983_lociStitched	chr16	11863011	11904727	9	6256	18238.2352	4680.5352	233	ZC3H7A	TXNDC11,BCAR4,RSL1D1	ZC3H7A	233	1	ENSG00000122299	ZC3H7A	27.8855550677312	1
9_Peak_42359_lociStitched	chr19	42022581	42062021	9	10462	17665.176	4141.2	234		CEACAM21	CEACAM21	234	1	ENSG00000270164	LINC01480	0.486735662258018	1
17_Peak_12842_lociStitched	chr12	9860329	9895874	17	16204	16848.33	3330.5665	235	CLECL1	CLEC2D,CD69	CLECL1	235	1	ENSG00000166532	RIMKLB	77.2282945254147	3
3_Peak_367_lociStitched	chr2	219260838	219272234	3	7146	14919.6432	1406.2664	236	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	236	1	ENSG00000144579	CTDSP1	74.538611609101	1
6_Peak_26210_lociStitched	chr8	12610218	12624647	6	2973	15073.9763	1649.2347	237	LOC340357,LONRF1	MIR3926-2,MIR3926-1	LONRF1	237	1	ENSG00000154359	LONRF1	12.2900754720149	1
10_Peak_91363_lociStitched	chr2	198152287	198189847	10	12067	17476.668	4097.796	238	ANKRD44		ANKRD44	238	1	ENSG00000065413	ANKRD44	8.48461028542776	1
2_Peak_4041_lociStitched	chr1	36615334	36627872	2	4817	15033.062	1672.5692	239	MAP7D1	COL8A2,TRAPPC3	MAP7D1	239	1	ENSG00000116871	MAP7D1	32.5003002189682	1
4_Peak_6957_lociStitched	chr17	7736946	7755113	4	7868	15445.5834	2094.6551	240	DNAH2,KDM6B	LSMD1,CYB5D1,CHD3,TMEM88	KDM6B	240	1	ENSG00000132510	KDM6B	38.3597871767207	1
4_Peak_3981_lociStitched	chr1	154971386	154990658	4	10435	15367.4928	2052.468	241	ZBTB7B	ADAM15,PYGO2,EFNA4,DCST2,MIR4258,FLAD1,PBXIP1,DCST1,SHC1,CKS1B,LENEP	ZBTB7B	241	1	ENSG00000160685	ZBTB7B	28.5348781998763	1
8_Peak_1765_lociStitched	chr1	111734479	111765571	8	10122	17075.7264	3790.1148	242	DENND2D	CHI3L2	DENND2D	242	1	ENSG00000162777	DENND2D	20.6029435879889	1
4_Peak_425_lociStitched	chr6	108878524	108887151	4	4910	14204.3555	930.8533	243	FOXO3		FOXO3	243	1	ENSG00000118689	FOXO3	76.1282588929363	1
4_Peak_1732_lociStitched	chr19	47216740	47242104	4	7316	16339.4888	3127.3812	244	PRKD2,STRN4	PRKD2,SLC1A5,FKRP,MIR320E	PRKD2	244	1	ENSG00000105287	PRKD2	27.8246058554501	1
18_Peak_11856_lociStitched	chr10	97543041	97601818	18	15775	19402.2877	6195.0958	245	ENTPD1	ENTPD1	ENTPD1	245	1	ENSG00000138185	ENTPD1	13.411860376368	1
12_Peak_23558_lociStitched	chr20	5570732	5592282	12	11358	15481.52	2329.555	246	GPCPD1		GPCPD1	246	1	ENSG00000125772	GPCPD1	36.2263237710259	1
1_Peak_193_lociStitched	chrX	41189825	41195319	1	5495	13704.783	561.4868	247	DDX3X	DDX3X	DDX3X	247	1	ENSG00000215301	DDX3X	172.39466163656	1
13_Peak_16101_lociStitched	chr20	25262063	25300671	13	13025	17817.592	4679.2896	248	PYGB,ABHD12		PYGB	248	1	ENSG00000100994	PYGB	78.9027243511517	1
3_Peak_6573_lociStitched	chr17	29635821	29648688	3	9674	14206.4547	1079.5413	249	EVI2A,EVI2B,NF1	OMG,EVI2A	EVI2B	249	1	ENSG00000185862	EVI2B	4.28378823961606	1
10_Peak_57864_lociStitched	chr12	123347703	123386904	10	10272	17667.8907	4559.0763	250	VPS37B	HIP1R	VPS37B	250	1	ENSG00000139722	VPS37B	42.5598999801296	1
6_Peak_1936_lociStitched	chr16	66549594	66573942	6	10557	15765.33	2705.0628	251	TK2	CKLF,CMTM1,CMTM2,TK2	TK2	251	1	ENSG00000166548	TK2	23.4661925458363	1
4_Peak_207_lociStitched	chr7	130790793	130809680	4	6344	15018.9424	1968.0254	252	FLJ43663,MKLN1		MKLN1	252	1	ENSG00000128585	MKLN1	69.8041039294192	1
8_Peak_28924_lociStitched	chr1	230237890	230262388	8	12884	16016.7924	2991.2058	253	GALNT2		GALNT2	253	1	ENSG00000143641	GALNT2	52.0549881913873	1
11_Peak_7988_lociStitched	chr2	46761932	46800422	11	7256	17674.608	4707.327	254	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	254	1	ENSG00000119729	RHOQ	35.8860652807962	1
13_Peak_43895_lociStitched	chr20	52525425	52559209	13	13825	16709.5664	3750.024	255		SUMO1P1	SUMO1P1	255	1	ENSG00000064787	BCAS1	4.68483074923342	2
2_Peak_460_lociStitched	chr1	207994893	208005610	2	6183	14369.3536	1422.1459	256	LOC148696	MIR29C,MIR29B2	LOC148696	256	1	ENSG00000203709	MIR29B2CHG	25.9795159730217	2
12_Peak_36091_lociStitched	chr20	50006198	50056111	12	13938	18872.1053	5949.6296	257	NFATC2	MIR3194	MIR3194	257	1	ENSG00000101096	NFATC2	10.5340348205502	2
16_Peak_17602_lociStitched	chr7	130603998	130647004	16	12467	17976.508	5126.3152	258	FLJ43663	MIR29A,MIR29B1,LOC646329	LOC646329	258	1	ENSG00000273319		36.5934907876675	1
4_Peak_3605_lociStitched	chr20	43594514	43620558	4	10007	15506.5976	2703.3672	259	STK4	TOMM34	STK4	259	1	ENSG00000101109	STK4	41.3167570940591	1
3_Peak_7459_lociStitched	chr10	112256289	112264710	3	8268	13760.7561	976.836	260	DUSP5		DUSP5	260	1	ENSG00000138166	DUSP5	22.2451537506053	1
Peak_977	chr16	88766051	88773483	1	7433	13903.0424	1131.8936	261	RNF166,CTU2	CYBA,SNAI3,MGC23284,MVD,CTU2	RNF166	261	1	ENSG00000158717	RNF166	7.92434271330829	1
16_Peak_8740_lociStitched	chr15	90562575	90619626	16	13233	19996.3755	7256.8872	262	ZNF710	IDH2	ZNF710	262	1	ENSG00000140548	ZNF710	19.5815441247702	1
11_Peak_2332_lociStitched	chr1	206729791	206755705	11	11657	16064.0886	3361.0458	263	RASSF5	LGTN,RASSF5	RASSF5	263	1	ENSG00000266094	RASSF5	6.16141659315202	1
12_Peak_26392_lociStitched	chr16	11676202	11735360	12	10120	19877.088	7229.1076	264	LITAF	SNN	LITAF	264	1	ENSG00000189067	LITAF	76.4848049274565	1
10_Peak_60314_lociStitched	chr16	87883821	87903340	10	11774	14594.3563	2033.8798	265	SLC7A5		SLC7A5	265	1	ENSG00000103257	SLC7A5	21.6488039150685	1
11_Peak_14097_lociStitched	chr10	106081759	106111786	11	13642	15950.3424	3438.0915	266	ITPRIP	CCDC147,GSTO2	ITPRIP	266	1	ENSG00000148841	ITPRIP	18.6079243609032	1
Peak_1103	chr19	13948888	13954879	1	5992	13272.4614	790.812	267		MIR181C,ZSWIM4,MIR27A,MIR24-2,MIR23A,MIR181D,NANOS3,LOC284454	MIR23A	267	1	ENSG00000160888	IER2	73.6196528020863	3
14_Peak_35742_lociStitched	chr1	226820624	226891770	14	11503	21215.7372	8765.1872	268	ITPKB		ITPKB	268	1	ENSG00000143772	ITPKB	24.6647980697411	1
9_Peak_62792_lociStitched	chr1	31214313	31235218	9	10660	15281.555	2874.4375	269	LAPTM5	MATN1,LOC100129196	LAPTM5	269	1	ENSG00000162511	LAPTM5	30.4611651961863	1
4_Peak_912_lociStitched	chr8	103665754	103675562	4	6858	13491.8848	1112.2272	270	KLF10		KLF10	270	1	ENSG00000155090	KLF10	28.0722886954169	1
6_Peak_38113_lociStitched	chr6	90058691	90068453	6	8318	13430.5596	1078.701	271	UBE2J1	GABRR2	UBE2J1	271	1	ENSG00000198833	UBE2J1	30.0607380573874	1
2_Peak_608_lociStitched	chr17	42293804	42302339	2	6670	13252.2945	901.296	272	UBTF	TMUB2,C17orf65,ASB16,ATXN7L3,SLC4A1	UBTF	272	1	ENSG00000108312	UBTF	84.59480888139	1
5_Peak_6084_lociStitched	chr15	86232144	86251818	5	11046	14672.8692	2327.4342	273	AKAP13		AKAP13	273	1	ENSG00000170776	AKAP13	209.840437331453	1
1_Peak_1_lociStitched	chr6	89788686	89793414	1	4729	12855.432	516.2976	274	PNRC1	SRSF12	PNRC1	274	1	ENSG00000146278	PNRC1	71.7800131670504	1
2_Peak_42757_lociStitched	chr5	88175634	88186294	2	10398	13312.208	1011.634	275	MEF2C	MEF2C	MEF2C	275	1	ENSG00000081189	MEF2C	14.8073298593167	1
3_Peak_2045_lociStitched	chr2	97192533	97205220	3	8688	13761.5889	1471.692	276	ARID5A	NEURL3	ARID5A	276	1	ENSG00000196843	ARID5A	7.66620623922071	1
14_Peak_13452_lociStitched	chr17	2115577	2170720	14	14144	18346.0761	6060.2157	277	SMG6	SRR	SMG6	277	1	ENSG00000070366	SMG6	33.4022348224565	1
9_Peak_14366_lociStitched	chr21	35303857	35324885	9	10569	14542.9648	2315.1828	278		ATP5O	ATP5O	278	1	ENSG00000237945	LINC00649	10.9697254960563	2
6_Peak_8430_lociStitched	chr18	3580789	3606586	6	10164	15073.1871	2850.5685	279	FLJ35776,DLGAP1		FLJ35776	279	1	ENSG00000177337	DLGAP1-AS1	11.4284340034271	1
